ledger_id,target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,candidate_present,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,execution_family_status,decision_source,competition_calibrated_prob,accuracy_confidence_score,accuracy_primary_risk,resolver_run_id,cloud_summary_status,is_actionable,is_non_actionable,is_expired,is_waiting,is_blocked,is_technical_review
2026-06-14::1551271::OVER_2_5::WAIT,2026-06-14,2026-06-14T16:23:47+01:00,1551271.0,Segunda División,Malaga,Almeria,OVER_2_5,YES,WAIT,NO,OUTSIDE_PRELOCK_WINDOW,YES,2026-06-14T19:00+01:00,WAITING_FOR_WINDOW,vsigma_today_competition_top.csv,0.910725,149.488,FAILURE_MODE_LOW_CONVERSION,2026-06-14-20260614T105039Z,WAITING_FOR_WINDOW,NO,YES,NO,YES,NO,NO
