target_date,generated_at,mode,command_center_status,daily_classification,action_level,operational_verdict,predictive_failure,evidence_basis,next_action,run_url
2026-06-14,2026-06-14T00:02:05+01:00,auto,REVIEW_HOLD,WAITING_FOR_PRELOCK,REVIEW_REQUIRED,WAITING_FOR_PRELOCK,NO,decision_quality_review,Wait for next scheduled AUTO/PRELOCK run or rerun prelock manually if timing is critical.,https://github.com/jorgemaganescobar94-lgtm/vsigma/actions/runs/27481707693
