fixture_id,kickoff_utc,team_id,team,player_id,player,is_xi,basis,p_goal,p_card,p_shot_on,p_assist,exp_shots,lam_goal,lam_card,lam_shot_on,lam_assist,logged_at_utc,act_goal,act_card,act_shots,act_shots_on,act_assist,act_minutes,settled,settled_at_utc
1489411,2026-06-26 02:00,2380,Paraguay,278370,D. Gómez,1,probable_by_squad_starts,0.1312,0.0948,0.4552,0.0273,1.21,0.1406,0.0996,0.6073,0.0276,2026-06-25T15:45:24+00:00,,,,,,,0,
1489411,2026-06-26 02:00,2380,Paraguay,196298,R. Sosa,1,probable_by_squad_starts,0.1015,0.2128,0.5003,0.1046,0.92,0.1071,0.2393,0.6937,0.1104,2026-06-25T15:45:24+00:00,,,,,,,0,
1489411,2026-06-26 02:00,20,Australia,312459,N. Velupillay,1,probable_by_squad_starts,0.2139,0.0487,0.4983,0.1299,1.07,0.2407,0.0499,0.6897,0.1391,2026-06-25T15:45:26+00:00,,,,,,,0,
1489411,2026-06-26 02:00,20,Australia,6904,C. Metcalfe,1,probable_by_squad_starts,0.045,0.1878,0.333,0.3125,0.4,0.0461,0.208,0.4049,0.3748,2026-06-25T15:45:26+00:00,,,,,,,0,
1489411,2026-06-26 02:00,20,Australia,20457,C. Burgess,1,probable_by_squad_starts,0.042,0.0659,0.0663,0.0303,0.2,0.0429,0.0682,0.0686,0.0308,2026-06-25T15:45:26+00:00,,,,,,,0,
1489411,2026-06-26 02:00,20,Australia,7050,A. O&apos;Neill,1,probable_by_squad_starts,0.0417,0.2718,0.0,0.0301,0.37,0.0426,0.3172,0.0,0.0305,2026-06-25T15:45:26+00:00,,,,,,,0,
1489411,2026-06-26 02:00,20,Australia,2742,M. Degenek,1,probable_by_squad_starts,0.0482,0.0755,0.076,0.0348,0.23,0.0494,0.0785,0.079,0.0354,2026-06-25T15:45:26+00:00,,,,,,,0,
1489411,2026-06-26 02:00,20,Australia,6870,P. Izzo,1,probable_by_squad_starts,0.0552,0.0862,0.0867,0.0398,0.26,0.0568,0.0902,0.0907,0.0407,2026-06-25T15:45:26+00:00,,,,,,,0,
1489411,2026-06-26 02:00,20,Australia,348568,A. Circati,1,probable_by_squad_starts,0.0555,0.0866,0.1694,0.04,0.74,0.057,0.0906,0.1856,0.0409,2026-06-25T15:45:26+00:00,,,,,,,0,
1489411,2026-06-26 02:00,20,Australia,198352,M. Touré,1,probable_by_squad_starts,0.2677,0.228,0.4593,0.224,1.23,0.3116,0.2587,0.6149,0.2536,2026-06-25T15:45:26+00:00,,,,,,,0,
1489411,2026-06-26 02:00,20,Australia,337587,J. Bos,1,probable_by_squad_starts,0.1756,0.0909,0.3534,0.0421,0.65,0.1931,0.0953,0.436,0.043,2026-06-25T15:45:26+00:00,,,,,,,0,
1489411,2026-06-26 02:00,20,Australia,338014,N. Irankunda,1,probable_by_squad_starts,0.2827,0.3654,0.3975,0.0428,1.18,0.3323,0.4547,0.5067,0.0438,2026-06-25T15:45:26+00:00,,,,,,,0,
1489411,2026-06-26 02:00,20,Australia,33847,J. Geria,1,probable_by_squad_starts,0.0855,0.3321,0.1331,0.062,0.41,0.0894,0.4036,0.1429,0.064,2026-06-25T15:45:26+00:00,,,,,,,0,
1539074,2026-06-26 19:00,13,Senegal,318,K. Koulibaly,1,probable_by_squad_starts,0.0264,0.3618,0.0,0.0985,0.49,0.0267,0.4491,0.0,0.1037,2026-06-25T15:45:29+00:00,,,,,,,0,
1539074,2026-06-26 19:00,13,Senegal,304,S. Mané,1,probable_by_squad_starts,0.3627,0.1025,0.7245,0.2152,2.08,0.4505,0.1081,1.2892,0.2423,2026-06-25T15:45:29+00:00,,,,,,,0,
1539074,2026-06-26 19:00,13,Senegal,2990,I. Gueye,1,probable_by_squad_starts,0.0245,0.1062,0.3135,0.0918,0.66,0.0248,0.1123,0.3762,0.0963,2026-06-25T15:45:29+00:00,,,,,,,0,
1539074,2026-06-26 19:00,13,Senegal,2986,É. Mendy,1,probable_by_squad_starts,0.0272,0.1171,0.068,0.0204,0.2,0.0275,0.1246,0.0705,0.0207,2026-06-25T15:45:29+00:00,,,,,,,0,
1539074,2026-06-26 19:00,13,Senegal,25916,M. Niakhaté,1,probable_by_squad_starts,0.0258,0.0373,0.1539,0.0194,0.33,0.0261,0.038,0.1671,0.0196,2026-06-25T15:45:29+00:00,,,,,,,0,
1539074,2026-06-26 19:00,13,Senegal,18592,I. Ndiaye,1,probable_by_squad_starts,0.0967,0.0408,0.5363,0.1052,1.15,0.1017,0.0417,0.7685,0.1111,2026-06-25T15:45:29+00:00,,,,,,,0,
1539074,2026-06-26 19:00,13,Senegal,20696,P. Gueye,1,probable_by_squad_starts,0.2845,0.3366,0.6032,0.1095,1.94,0.3347,0.4104,0.9242,0.1159,2026-06-25T15:45:29+00:00,,,,,,,0,
1539074,2026-06-26 19:00,13,Senegal,283058,N. Jackson,1,probable_by_squad_starts,0.2345,0.2091,0.6787,0.1947,2.18,0.2673,0.2346,1.1354,0.2165,2026-06-25T15:45:29+00:00,,,,,,,0,
1539074,2026-06-26 19:00,13,Senegal,81,K. Diatta,1,probable_by_squad_starts,0.0321,0.2195,0.1885,0.1189,0.42,0.0326,0.2479,0.2089,0.1266,2026-06-25T15:45:29+00:00,,,,,,,0,
1539074,2026-06-26 19:00,13,Senegal,2218,I. Sarr,1,probable_by_squad_starts,0.2423,0.1351,0.6106,0.117,1.47,0.2775,0.1452,0.9432,0.1245,2026-06-25T15:45:29+00:00,,,,,,,0,
1539074,2026-06-26 19:00,13,Senegal,409303,E. Diouf,1,probable_by_squad_starts,0.0362,0.3251,0.2667,0.0273,0.78,0.0369,0.3932,0.3102,0.0277,2026-06-25T15:45:29+00:00,,,,,,,0,
1539074,2026-06-26 19:00,1567,Iraq,140747,Ibraheem Bayesh,1,probable_by_squad_starts,0.0717,0.0761,0.2511,0.032,0.65,0.0744,0.0792,0.2892,0.0325,2026-06-25T15:45:31+00:00,,,,,,,0,
1539074,2026-06-26 19:00,1567,Iraq,282065,Youssef Amyn,1,probable_by_squad_starts,0.0883,0.1141,0.5201,0.0486,1.06,0.0925,0.1211,0.7341,0.0498,2026-06-25T15:45:31+00:00,,,,,,,0,
1539074,2026-06-26 19:00,1567,Iraq,47792,Amir Al Ammari,1,probable_by_squad_starts,0.0394,0.2279,0.1577,0.1256,0.63,0.0402,0.2586,0.1716,0.1342,2026-06-25T15:45:31+00:00,,,,,,,0,
1539074,2026-06-26 19:00,1567,Iraq,48025,Kevin Yakob,1,probable_by_squad_starts,0.0787,0.1903,0.2374,0.0801,0.63,0.082,0.211,0.271,0.0834,2026-06-25T15:45:31+00:00,,,,,,,0,
1539074,2026-06-26 19:00,1567,Iraq,265448,M. Farji,1,probable_by_squad_starts,0.1269,0.246,0.2372,0.0218,0.81,0.1358,0.2823,0.2707,0.0221,2026-06-25T15:45:31+00:00,,,,,,,0,
1539074,2026-06-26 19:00,1567,Iraq,49451,Aymen Hussein,1,probable_by_squad_starts,0.0627,0.126,0.2446,0.06,0.94,0.0648,0.1347,0.2805,0.0619,2026-06-25T15:45:31+00:00,,,,,,,0,
1539074,2026-06-26 19:00,1567,Iraq,53886,Jalal Hassan Hachim,1,probable_by_squad_starts,0.0239,0.0913,0.0766,0.0156,0.23,0.0242,0.0958,0.0797,0.0157,2026-06-25T15:45:31+00:00,,,,,,,0,
1539074,2026-06-26 19:00,1567,Iraq,271444,Merchas Doski,1,probable_by_squad_starts,0.0413,0.1539,0.1299,0.027,0.4,0.0422,0.1671,0.1391,0.0274,2026-06-25T15:45:31+00:00,,,,,,,0,
1539074,2026-06-26 19:00,1567,Iraq,427187,Mustafa Saadoun,1,probable_by_squad_starts,0.0322,0.2381,0.1024,0.021,0.31,0.0328,0.272,0.108,0.0213,2026-06-25T15:45:31+00:00,,,,,,,0,
1539074,2026-06-26 19:00,1567,Iraq,15769,Frans Putros,1,probable_by_squad_starts,0.0333,0.245,0.0,0.0217,0.48,0.0339,0.2811,0.0,0.022,2026-06-25T15:45:31+00:00,,,,,,,0,
1539074,2026-06-26 19:00,1567,Iraq,296373,Zayed Tahseen,1,probable_by_squad_starts,0.0313,0.3311,0.0996,0.0204,0.3,0.0318,0.4021,0.1049,0.0206,2026-06-25T15:45:31+00:00,,,,,,,0,
1489416,2026-06-26 19:00,1090,Norway,39143,K. Thorstvedt,1,probable_by_squad_starts,0.0373,0.3478,0.2492,0.0229,0.47,0.038,0.4274,0.2866,0.0232,2026-06-25T15:45:34+00:00,,,,,,,0,
1489416,2026-06-26 19:00,1090,Norway,1100,E. Haaland,1,probable_by_squad_starts,0.2959,0.0926,0.6986,0.0466,1.79,0.3508,0.0972,1.1994,0.0477,2026-06-25T15:45:34+00:00,,,,,,,0,
1489416,2026-06-26 19:00,1090,Norway,1934,S. Berge,1,probable_by_squad_starts,0.0105,0.0909,0.0,0.058,0.19,0.0105,0.0953,0.0,0.0597,2026-06-25T15:45:34+00:00,,,,,,,0,
1489416,2026-06-26 19:00,1090,Norway,19172,Ø. Nyland,1,probable_by_squad_starts,0.0111,0.0236,0.03,0.0085,0.09,0.0112,0.0239,0.0305,0.0085,2026-06-25T15:45:34+00:00,,,,,,,0,
1489416,2026-06-26 19:00,1090,Norway,24845,J. Ryerson,1,probable_by_squad_starts,0.0242,0.0243,0.0792,0.0762,0.29,0.0245,0.0246,0.0825,0.0792,2026-06-25T15:45:34+00:00,,,,,,,0,
1489416,2026-06-26 19:00,1090,Norway,1119,K. Ajer,1,probable_by_squad_starts,0.0263,0.1811,0.1049,0.0095,0.22,0.0267,0.1998,0.1108,0.0095,2026-06-25T15:45:34+00:00,,,,,,,0,
1489416,2026-06-26 19:00,1090,Norway,265782,D. Møller Wolfe,1,probable_by_squad_starts,0.0262,0.1801,0.049,0.0392,0.25,0.0265,0.1985,0.0502,0.04,2026-06-25T15:45:34+00:00,,,,,,,0,
1489416,2026-06-26 19:00,1090,Norway,8492,A. Sørloth,1,probable_by_squad_starts,0.1552,0.2918,0.4626,0.0988,1.2,0.1687,0.3451,0.6211,0.104,2026-06-25T15:45:34+00:00,,,,,,,0,
1489416,2026-06-26 19:00,1090,Norway,37127,M. Ødegaard,1,probable_by_squad_starts,0.0333,0.0334,0.0983,0.1381,0.52,0.0339,0.034,0.1035,0.1486,2026-06-25T15:45:34+00:00,,,,,,,0,
1489416,2026-06-26 19:00,1090,Norway,314511,A. Nusa,1,probable_by_squad_starts,0.1104,0.0316,0.4635,0.0816,1.12,0.1169,0.0321,0.6228,0.0851,2026-06-25T15:45:34+00:00,,,,,,,0,
1489416,2026-06-26 19:00,1090,Norway,18967,L. Østigård,1,probable_by_squad_starts,0.0166,0.2345,0.1563,0.0127,0.25,0.0168,0.2672,0.17,0.0128,2026-06-25T15:45:34+00:00,,,,,,,0,
1489416,2026-06-26 19:00,2,France,22221,M. Maignan,1,probable_by_squad_starts,0.0142,0.0568,0.0368,0.0106,0.11,0.0143,0.0584,0.0375,0.0106,2026-06-25T15:45:36+00:00,,,,,,,0,
1489416,2026-06-26 19:00,2,France,1257,J. Koundé,1,probable_by_squad_starts,0.0166,0.0202,0.0613,0.0124,0.44,0.0167,0.0204,0.0632,0.0125,2026-06-25T15:45:36+00:00,,,,,,,0,
1489416,2026-06-26 19:00,2,France,22090,W. Saliba,1,probable_by_squad_starts,0.0177,0.1171,0.0,0.0132,0.33,0.0179,0.1245,0.0,0.0133,2026-06-25T15:45:36+00:00,,,,,,,0,
1489416,2026-06-26 19:00,2,France,1149,D. Upamecano,1,probable_by_squad_starts,0.0193,0.0765,0.0,0.0144,0.46,0.0194,0.0796,0.0,0.0145,2026-06-25T15:45:36+00:00,,,,,,,0,
1489416,2026-06-26 19:00,2,France,47300,T. Hernández,1,probable_by_squad_starts,0.0195,0.1284,0.1339,0.1405,0.58,0.0197,0.1375,0.1438,0.1515,2026-06-25T15:45:36+00:00,,,,,,,0,
1489416,2026-06-26 19:00,2,France,278,Kylian Mbappé,1,probable_by_squad_starts,0.489,0.2139,0.8748,0.3349,3.62,0.6715,0.2407,2.0782,0.4078,2026-06-25T15:45:36+00:00,,,,,,,0,
1489416,2026-06-26 19:00,2,France,1271,A. Tchouaméni,1,probable_by_squad_starts,0.0234,0.3082,0.1421,0.166,1.07,0.0237,0.3685,0.1532,0.1815,2026-06-25T15:45:36+00:00,,,,,,,0,
1489416,2026-06-26 19:00,2,France,1145,I. Konaté,1,probable_by_squad_starts,0.0263,0.1032,0.0,0.0196,0.49,0.0266,0.1089,0.0,0.0198,2026-06-25T15:45:36+00:00,,,,,,,0,
1489416,2026-06-26 19:00,2,France,2290,N. Kanté,1,probable_by_squad_starts,0.0288,0.0351,0.3885,0.201,0.61,0.0292,0.0357,0.4919,0.2244,2026-06-25T15:45:36+00:00,,,,,,,0,
1489416,2026-06-26 19:00,2,France,153,O. Dembélé,1,probable_by_squad_starts,0.202,0.1012,0.5761,0.0192,2.03,0.2257,0.1067,0.8581,0.0194,2026-06-25T15:45:36+00:00,,,,,,,0,
1489416,2026-06-26 19:00,2,France,272,A. Rabiot,1,probable_by_squad_starts,0.3105,0.3712,0.261,0.0219,1.11,0.3718,0.464,0.3025,0.0222,2026-06-25T15:45:36+00:00,,,,,,,0,
