prop,beta,form,n,ll_base,ll_match,br_base,br_match,ece_base,ece_match,d_ll_mean,ic_lo,ic_hi,significant,match_better_pct
goal,0.25,A:−L3opp,3062,0.22394160007878858,0.2647425576908599,0.06436595165542928,0.06674447791640216,0.01996845348090547,0.01453261793726619,-0.04080095761207138,-0.08422283041035983,-0.008700451974888949,True,0.4996734160679295
goal,0.25,B:opp_gc,3062,0.22394160007878858,0.2531136012445519,0.06436595165542928,0.0665783460676813,0.01996845348090547,0.017590878761284085,-0.029172001165763344,-0.06275927824697058,-0.005577802473365281,True,0.43305029392553884
assist,0.25,A:−L3opp,3062,0.17240539379055211,0.20962272573427382,0.046925215996220015,0.04880334893333745,0.01614885561954669,0.016012421873959983,-0.03721733194372168,-0.07907833179286207,-0.005995290632314031,True,0.5068582625734814
assist,0.25,B:opp_gc,3062,0.17240539379055211,0.18807461489581356,0.046925215996220015,0.04831247043378965,0.01614885561954669,0.015806804258830336,-0.015669221105261425,-0.03885188776289959,-0.0024846058735363244,True,0.4239059438275637
