fixture_id,date,home,away,neutral,gh,ga,res,L3_H,L3_D,L3_A,L3_over25,L3_btts,L3_const_H,L3_const_D,L3_const_A,L3_const_over25,L3_const_btts,DixonColes_H,DixonColes_D,DixonColes_A,DixonColes_over25,DixonColes_btts,ML_GBM_H,ML_GBM_D,ML_GBM_A,ML_GBM_over25,ML_GBM_btts
1155234,2024-01-01 00:00:00,Japan,Thailand,0,5,0,H,0.8650951252322081,0.1208763051694318,0.014028569598360128,0.6785714285714286,0.30538922155688614,0.8658070678127985,0.120152817574021,0.014040114613180513,0.4587964737447297,0.27509293680297403,0.7674530527948715,0.13008935427247983,0.10245759293264865,0.5080645161290325,0.3875786163522012,0.686233922841871,0.22371075455095252,0.09005532260717646,0.5753846153846153,0.40309155766944116
1155235,2024-01-01 00:00:00,China,Hong Kong,0,1,2,A,0.7501871017766241,0.1789704345480902,0.07084246367528574,0.53125,0.3516042780748663,0.7519348173742515,0.17705767681837814,0.07100750580737043,0.4587964737447297,0.3691683569979716,0.6184064721029835,0.24828703596707508,0.13330649192994148,0.42792792792792794,0.3875786163522012,0.6800457915004006,0.18865888112311496,0.1312953273764844,0.5126984126984125,0.40309155766944116
1155236,2024-01-02 00:00:00,Indonesia,Libya,0,0,4,A,0.5648689899788274,0.2634071312729231,0.1717238787482494,0.43126022913256956,0.4278523489932886,0.5653294470223161,0.2628066922674085,0.17186386071027532,0.4587964737447297,0.42277691107644305,0.31111414714753616,0.25897880389108024,0.42990704896138365,0.42792792792792794,0.39585389930898324,0.5483695020910976,0.28721455631407267,0.16441594159482975,0.48519736842105265,0.44349315068493156
1155288,2024-01-04 12:00:00,Hong Kong,Tajikistan,0,1,2,A,0.1610585713562383,0.2633938868854396,0.575547541758322,0.43126022913256956,0.4278523489932886,0.16102604833134776,0.26354263189633614,0.5754313197723162,0.4587964737447297,0.42277691107644305,0.2260665147538146,0.2540165565779226,0.5199169286682627,0.42684766214177977,0.3875786163522012,0.1932945130638045,0.307113514709747,0.4995919722264485,0.48519736842105265,0.44349315068493156
1155237,2024-01-04 13:30:00,Saudi Arabia,Lebanon,0,1,0,H,0.637635563101867,0.19988292119930867,0.16248151569882446,0.5060240963855424,0.4278523489932886,0.6361218738354264,0.20178232691655668,0.16209579924801695,0.4587964737447297,0.4220532319391635,0.5885827828795446,0.27259545674238767,0.13882176037806773,0.42684766214177977,0.3875786163522012,0.469756359087389,0.22108774647048313,0.3091558944421278,0.5126984126984125,0.44349315068493156
1155239,2024-01-05 13:00:00,Indonesia,Libya,0,1,2,A,0.5648689899788274,0.2634071312729231,0.1717238787482494,0.43126022913256956,0.4278523489932886,0.5653294470223161,0.2628066922674085,0.17186386071027532,0.4587964737447297,0.42277691107644305,0.31111414714753616,0.25897880389108024,0.42990704896138365,0.42792792792792794,0.39585389930898324,0.5729590799205546,0.2602222710730856,0.16681864900635981,0.48519736842105265,0.44349315068493156
1155240,2024-01-05 14:30:00,Iran,Burkina Faso,0,2,1,H,0.72062541926828,0.19939109345167444,0.07998348728004541,0.5170731707317074,0.3516042780748663,0.7218861650216231,0.19799041530179148,0.08012341967658546,0.4587964737447297,0.3691683569979716,0.5429783860982226,0.25147429633527174,0.20554731756650566,0.42684766214177977,0.39585389930898324,0.65554936242336,0.2069138105584057,0.13753682701823441,0.48519736842105265,0.44349315068493156
1155289,2024-01-05 15:30:00,Syria,Kyrgyzstan,0,1,1,D,0.48262987396416057,0.26767248244758185,0.2496976435882575,0.43126022913256956,0.4278523489932886,0.4830296691114299,0.2670658457607054,0.2499044851278647,0.4587964737447297,0.4441340782122905,0.4373899747325956,0.27161917430894195,0.29099085095846244,0.42684766214177977,0.39585389930898324,0.42794053616968347,0.30410132717777183,0.2679581366525448,0.39311594202898553,0.40309155766944116
1155238,2024-01-05 16:00:00,Qatar,Jordan,0,1,2,A,0.4384030553929768,0.2652946043193256,0.29630234028769753,0.43126022913256956,0.47669172932330833,0.4294419548015618,0.28031222081346335,0.2902458243849749,0.4587964737447297,0.4441340782122905,0.48661901434230176,0.2592319828568575,0.2541490028008407,0.42792792792792794,0.39585389930898324,0.3994431283025077,0.26707117353135545,0.3334856981661368,0.48519736842105265,0.44349315068493156
1155291,2024-01-06 11:00:00,Congo DR,Angola,0,0,0,D,0.5726625975887455,0.25674282018563516,0.17059458222561924,0.432,0.4278523489932886,0.5725498776514056,0.25688911907627154,0.17056100327232288,0.4587964737447297,0.42277691107644305,0.46201426214163693,0.30121874728604386,0.23676699057231906,0.42684766214177977,0.3875786163522012,0.5390889234413626,0.3098686053392292,0.15104247121940814,0.39311594202898553,0.44349315068493156
