fixture_id,team_id,opp_id,is_home,xg
1172972,1116,2,0,
1172971,1,768,1,
1172971,768,1,0,
1172926,1091,1090,1,
1172926,1090,1091,0,
1172924,1117,10,1,
1172924,10,1117,0,
1218518,1569,1568,1,
1218518,1568,1569,0,
1218521,1567,1548,1,
1218521,1548,1567,0,
1172923,1095,775,1,
1172923,775,1095,0,
1218520,1570,17,1,
1218520,17,1570,0,
1218517,1561,22,1,
1218517,22,1561,0,
1218524,20,23,1,
1218524,23,20,0,
1293948,16,2384,1,
1293948,2384,16,0,
1100282,6,30,1,
1100282,30,6,0,
1100281,26,2381,1,
1100281,2381,26,0,
1294672,5529,11,1,
1294672,11,5529,0,
1100278,7,2382,1,
1100278,2382,7,0,
1100279,2380,2379,1,
1100279,2379,2380,0,
1100280,8,2383,1,
1100280,2383,8,0,
1172968,1108,27,1,
1172968,27,1108,0,
1172967,24,3,1,
1172967,3,24,0,
1172969,9,14,1,
1172969,14,9,0,
1172970,15,21,1,
1172970,21,15,0,
1218514,23,1547,1,
1218514,1547,23,0,
1218509,22,1569,1,
1218509,1569,22,0,
1218511,1548,1552,1,
1218511,1552,1548,0,
1218508,1568,1563,1,
1218508,1563,1568,0,
1218512,17,1567,1,
1218512,1567,17,0,
1218515,12,20,1,
1218515,20,12,0,
1201307,2386,8167,1,
1201307,8167,2386,0,
1201305,5530,5533,1,
1201305,5533,5530,0,
1173011,1101,5,1,
1173011,5,1101,0,
1172965,1113,769,1,
1172965,769,1113,0,
1172963,1,2,1,
1172963,2,1,0,
1172920,772,770,1,
1172920,770,772,0,
1172966,25,1118,1,
1172966,1118,25,0,
1172921,18,777,1,
1172921,777,18,0,
1172918,775,1090,1,
1172918,1090,775,0,
1172916,1099,10,1,
1172916,10,1099,0,
1215629,2384,11,1,
1215629,11,2384,0,
1172960,24,27,1,
1172960,27,24,0,
1172961,14,15,1,
1172961,15,14,0,
1172962,9,21,1,
1172962,21,9,0,
1172959,3,1108,1,
1172959,1108,3,0,
1100277,30,7,1,
1100277,7,30,0,
1201299,8167,2386,1,
1201299,2386,8167,0,
1201297,5533,5530,1,
1201297,5530,5533,0,
1172957,1113,25,1,
1172957,25,1113,0,
1172914,777,1109,1,
1172914,1109,777,0,
1173004,773,5,1,
1173004,5,773,0,
1172911,770,778,1,
1172911,778,770,0,
1172958,769,1118,1,
1172958,1118,769,0,
1100276,2383,6,1,
1100276,6,2383,0,
1100275,2379,26,1,
1100275,26,2379,0,
1100274,2382,2380,1,
1100274,2380,2382,0,
1100273,2381,8,1,
1100273,8,2381,0,
1172909,775,1095,1,
1172909,1095,775,0,
1172955,1116,2,1,
1172955,2,1116,0,
1172910,1090,1091,1,
1172910,1091,1090,0,
1172907,10,1117,1,
1172907,1117,10,0,
1172956,768,1,1,
1172956,1,768,0,
1218503,1567,1562,1,
1218503,1562,1567,0,
1218504,23,12,1,
1218504,12,23,0,
1218500,1569,1554,1,
1218500,1554,1569,0,
1218501,1548,17,1,
1218501,17,1548,0,
1218498,1568,22,1,
1218498,22,1568,0,
1218506,20,1566,1,
1218506,1566,20,0,
1100271,2380,6,1,
1100271,6,2380,0,
1215628,2384,4673,1,
1215628,4673,2384,0,
1100269,2379,7,1,
1100269,7,2379,0,
1100268,2382,30,1,
1100268,30,2382,0,
1100270,8,26,1,
1100270,26,8,0,
1172953,769,1113,1,
1172953,1113,769,0,
1172954,1118,25,1,
1172954,25,1118,0,
1172904,770,772,1,
1172904,772,770,0,
1172905,10,1099,1,
1172905,1099,10,0,
1218493,1570,1567,1,
1218493,1567,1570,0,
1218497,1547,12,1,
1218497,12,1547,0,
1218491,1563,22,1,
1218491,22,1563,0,
1218494,1552,17,1,
1218494,17,1552,0,
1218492,1562,1548,1,
1218492,1548,1562,0,
1218489,1554,1568,1,
1218489,1568,1554,0,
1218496,1571,20,1,
1218496,20,1571,0,
1218490,1561,1569,1,
1218490,1569,1561,0,
1218495,1566,23,1,
1218495,23,1566,0,
1201291,2386,10985,1,
1201291,10985,2386,0,
1201289,5530,10984,1,
1201289,10984,5530,0,
1172899,1090,775,1,
1172899,775,1090,0,
1172902,777,18,1,
1172902,18,777,0,
1172951,2,1,1,
1172951,1,2,0,
1172949,27,1108,1,
1172949,1108,27,0,
1172950,15,9,1,
1172950,9,15,0,
1172997,5,1101,1,
1172997,1101,5,0,
1172948,3,24,1,
1172948,24,3,0,
1184585,16,4673,1,
1184585,4673,16,0,
1215627,2384,5529,1,
1215627,5529,2384,0,
1172945,25,769,1,
1172945,769,25,0,
1172946,1118,1113,1,
1172946,1113,1118,0,
1172896,776,10,1,
1172896,10,776,0,
1172895,1104,770,1,
1172895,770,1104,0,
1100266,30,8,1,
1100266,8,30,0,
1100267,6,2382,1,
1100267,2382,6,0,
1201283,5539,2386,1,
1201283,2386,5539,0,
1100264,7,2380,1,
1100264,2380,7,0,
1201281,5540,5530,1,
1201281,5530,5540,0,
1172894,767,777,1,
1172894,777,767,0,
1172944,2,768,1,
1172944,768,2,0,
1172943,1,1116,1,
1172943,1116,1,0,
1172892,1091,775,1,
1172892,775,1091,0,
1172891,1095,1090,1,
1172891,1090,1095,0,
1100265,26,2383,1,
1100265,2383,26,0,
1172942,14,9,1,
1172942,9,14,0,
1172939,27,3,1,
1172939,3,27,0,
1172941,21,15,1,
1172941,15,21,0,
1172940,1108,24,1,
1172940,24,1108,0,
1218488,23,1571,1,
1218488,1571,23,0,
1218485,1548,1570,1,
1218485,1570,1548,0,
1218480,22,1554,1,
1218480,1554,22,0,
1218484,1567,1552,1,
1218484,1552,1567,0,
1218481,1569,1563,1,
1218481,1563,1569,0,
1172987,1096,5,1,
1172987,5,1096,0,
1218482,1568,1561,1,
1218482,1561,1568,0,
1218483,17,1562,1,
1218483,1562,17,0,
1218486,12,1566,1,
1218486,1566,12,0,
1218487,20,1547,1,
1218487,1547,20,0,
1234030,26,8,1,1.04
1234030,8,26,0,1.02
1232551,9,10,1,1.95
1232551,10,9,0,0.53
1234029,5529,7,1,1.9
1234029,7,5529,0,1.59
1227538,7,8,1,0.76
1227538,8,7,0,1.18
1227539,1118,10,1,0.54
1227539,10,1118,0,1.25
1227537,26,5529,1,2.2
1227537,5529,26,0,0.78
1225853,9,2,1,0.82
1225853,2,9,0,1.1
1222460,7,6,1,0.89
1222460,6,7,0,0.58
1222459,8,11,1,2.27
1222459,11,8,0,0.5
1220308,1118,777,1,1.09
1220308,777,1118,0,1.31
1219689,10,15,1,0.62
1219689,15,10,0,1.47
1219958,2379,5529,1,0.97
1219958,5529,2379,0,1.87
1219959,27,2,1,1.84
1219959,2,27,0,1.14
1219688,9,25,1,1.41
1219688,25,9,0,2.15
1219957,26,2382,1,0.87
1219957,2382,26,0,1.73
1189125,29,2380,1,0.32
1189125,2380,29,0,1.01
1146318,6,8,1,0.25
1146318,8,6,0,1.17
1215078,775,777,1,3.14
1215078,777,775,0,0.92
1215077,774,1118,1,0.28
1215077,1118,774,0,2.93
1146316,2381,11,1,0.72
1146316,11,2381,0,1.23
1146317,2384,7,1,0.49
1146317,7,2384,0,1.53
1215076,27,1091,1,1.97
1215076,1091,27,0,0.6
1215073,2,1,1,1.06
1215073,1,2,0,0.23
1146315,16,2382,1,1.01
1146315,2382,16,0,0.4
1215075,9,1104,1,3.36
1215075,1104,9,0,0.25
1215074,10,773,1,1.52
1215074,773,10,0,2.15
1189124,5529,2383,1,1.08
1189124,2383,5529,0,0.54
1146313,26,30,1,2.29
1146313,30,26,0,0.14
1189123,8,29,1,2.9
1189123,29,8,0,0.15
1214156,25,21,1,2.58
1214156,21,25,0,1.18
1212958,15,768,1,1.25
1212958,768,15,0,0.73
1146312,2380,6,1,0.87
1146312,6,2380,0,3.74
1146310,11,2384,1,0.77
1146310,2384,11,0,1.08
1146311,7,2381,1,2.93
1146311,2381,7,0,0.06
1146308,2382,2385,1,2.45
1146308,2385,2382,0,0.81
1146309,2379,16,1,1.17
1146309,16,2379,0,2.88
1189122,30,5529,1,0.81
1189122,5529,30,0,1.78
1145535,770,777,1,1.62
1145535,777,770,0,1.46
1189854,1104,27,1,1.65
1189854,27,1104,0,2.04
1189853,772,1,1,0.82
1189853,1,772,0,0.88
1146307,2383,26,1,0.12
1146307,26,2383,0,2.72
1145531,10,1091,1,0.8
1145531,1091,10,0,0.15
1189852,2,24,1,2.32
1189852,24,2,0,1.16
1145533,1118,775,1,1.73
1145533,775,1118,0,0.95
1189121,6,29,1,1.71
1189121,29,6,0,0.03
1146306,8,2380,1,0.71
1146306,2380,8,0,0.81
1145529,3,768,1,1.49
1145529,768,3,0,0.9
1145530,778,9,1,0.48
1145530,9,778,0,1.51
1146305,7,11,1,1.55
1146305,11,7,0,0.56
1146304,2384,2381,1,2.51
1146304,2381,2384,0,0.18
1145528,1108,769,1,0.17
1145528,769,1108,0,1.22
1145527,15,25,1,0.6
1145527,25,15,0,1.56
1146303,16,2385,1,0.97
1146303,2385,16,0,0.51
1146302,2382,2379,1,0.86
1146302,2379,2382,0,1.69
1145525,1,774,1,1.76
1145525,774,1,0,0.94
1145526,777,27,1,0.72
1145526,27,777,0,1.86
1189851,1104,770,1,1.11
1189851,770,1104,0,3.07
1145524,1118,2,1,0.47
1145524,2,1118,0,1.43
1189850,24,775,1,1.68
1189850,775,24,0,2.13
1189120,26,5529,1,3.02
1189120,5529,26,0,1.16
1145521,9,768,1,2.02
1145521,768,9,0,0.16
1145522,21,10,1,0.82
1145522,10,21,0,0.87
1145518,1108,15,1,0.76
1145518,15,1108,0,1.13
1145519,25,769,1,1.4
1145519,769,25,0,1.18
1145520,3,778,1,2.69
1145520,778,3,0,1.46
1145517,27,770,1,1.85
1145517,770,27,0,0.43
1189848,777,1104,1,3.01
1189848,1104,777,0,1.37
1145515,775,2,1,0.76
1145515,2,775,0,2.13
1145516,1,773,1,1.7
1145516,773,1,0,0.57
1198060,2382,4672,1,
1198060,4672,2382,0,
1145514,14,10,1,0.18
1145514,10,14,0,0.52
1189846,24,1118,1,1.32
1189846,1118,24,0,1.46
1198059,8,2381,1,
1198059,2381,8,0,
1145511,9,3,1,2.01
1145511,3,9,0,2.38
1145510,769,15,1,1.25
1145510,15,769,0,2.33
1145509,25,1108,1,2.15
1145509,1108,25,0,0.02
1198577,2382,2381,1,
1198577,2381,2382,0,
1178423,2384,6,1,
1178423,6,2384,0,
1193961,2383,2380,1,
1193961,2380,2383,0,
1172365,27,776,1,
1172365,776,27,0,
1100370,23,1548,1,
1100370,1548,23,0,
1125933,1531,1522,1,
1125933,1522,1531,0,
1100364,1569,1537,1,
1100364,1537,1569,0,
1100372,20,1562,1,
1100372,1562,20,0,
1100366,17,1566,1,
1100366,1566,17,0,
1100365,12,1565,1,
1100365,1565,12,0,
1182785,1118,18,1,
1182785,18,1118,0,
1184584,24,777,1,
1184584,777,24,0,
1169528,8170,11,1,
1169528,11,8170,0,
1193462,26,2382,1,
1193462,2382,26,0,
1169527,5527,2386,1,
1169527,2386,5527,0,
1196553,2,5529,1,
1196553,5529,2,0,
1173870,768,1113,1,
1173870,1113,768,0,
1155282,16,6,1,
1155282,6,16,0,
1169523,8167,5530,1,
1169523,5530,8167,0,
1174091,2384,8,1,
1174091,8,2384,0,
1194540,9,771,1,
1194540,771,9,0,
1168423,1,1102,1,
1168423,1102,1,0,
1171722,21,1090,1,
1171722,1090,21,0,
1168422,27,3,1,
1168422,3,27,0,
1173869,15,775,1,
1173869,775,15,0,
1174683,5,14,1,
1174683,14,5,0,
1193960,30,2380,1,
1193960,2380,30,0,
1125908,19,1531,1,
1125908,1531,19,0,
1165957,1108,1099,1,
1165957,1099,1108,0,
1186283,25,1117,1,
1186283,1117,25,0,
1171721,10,18,1,
1171721,18,10,0,
1169518,11,5162,1,
1169518,5162,11,0,
1169517,2386,5540,1,
1169517,5540,2386,0,
1182784,1118,5529,1,
1182784,5529,1118,0,
1100362,1548,1536,1,
1100362,1536,1548,0,
1139121,1553,1569,1,
1139121,1569,1553,0,
1139127,5535,23,1,
1139127,23,5535,0,
1139122,1556,12,1,
1139122,12,1556,0,
1139130,1560,20,1,
1139130,20,1560,0,
1139126,1571,1567,1,
1139126,1567,1571,0,
1155281,16,7,1,
1155281,7,16,0,
1169511,5530,5527,1,
1169511,5527,5530,0,
1182372,9,1110,1,
1182372,1110,9,0,
1196834,2,1102,1,
1196834,1102,2,0,
1169677,1,1109,1,
1169677,1109,1,0,
1171720,21,5,1,
1171720,5,21,0,
1171752,1090,1111,1,
1171752,1111,1090,0,
1172560,768,777,1,
1172560,777,768,0,
1173868,775,14,1,
1173868,14,775,0,
1172363,27,1099,1,
1172363,1099,27,0,
1174682,15,1101,1,
1174682,1101,15,0,
1186282,25,772,1,
1186282,772,25,0,
1170219,10,1113,1,
1170219,1113,10,0,
1155280,3,1105,1,
1155280,1105,3,0,
1165956,1093,1108,1,
1165956,1108,1093,0,
1199025,29,7,1,
1199025,7,29,0,
1184583,16,2381,1,
1184583,2381,16,0,
1176914,26,29,1,
1176914,29,26,0,
1170218,1532,1531,1,
1170218,1531,1532,0,
1160561,9,6,1,
1160561,6,9,0,
1188620,4673,28,1,
1188620,28,4673,0,
1188621,32,3,1,
1188621,3,32,0,
1167795,2,2383,1,
1167795,2383,2,0,
1155276,10,1,1,
1155276,1,10,0,
1155278,1108,771,1,
1155278,771,1108,0,
1162059,1091,27,1,
1162059,27,1091,0,
1155279,776,15,1,
1155279,15,776,0,
1172362,775,777,1,
1172362,777,775,0,
1155277,25,1118,1,
1155277,1118,25,0,
1100348,1570,1569,1,
1100348,1569,1570,0,
1156212,1090,773,1,
1156212,773,1090,0,
1100354,1536,23,1,
1100354,23,1536,0,
1100350,1564,17,1,
1100350,17,1564,0,
1100355,1551,20,1,
1100355,20,1551,0,
1178429,1533,1521,1,
1178429,1521,1533,0,
1168770,5,778,1,
1168770,778,5,0,
1187487,16,2384,1,
1187487,2384,16,0,
1187488,11,2385,1,
1187488,2385,11,0,
1171089,2382,768,1,
1171089,768,2382,0,
1144239,5529,5168,1,
1144239,5168,5529,0,
1155272,2,25,1,
1155272,25,2,0,
1174679,28,3,1,
1174679,3,28,0,
1155270,10,6,1,
1155270,6,10,0,
1155271,21,15,1,
1155271,15,21,0,
1155268,776,1,1,
1155268,1,776,0,
1155269,773,775,1,
1155269,775,773,0,
1176913,26,5159,1,
1176913,5159,26,0,
1175042,31,1529,1,
1175042,1529,31,0,
1168769,9,8,1,
1168769,8,9,0,
1174754,32,4673,1,
1174754,4673,32,0,
1155267,1118,1108,1,
1155267,1108,1118,0,
1172361,769,777,1,
1172361,777,769,0,
1156210,1090,770,1,
1156210,770,1090,0,
1143861,11,16,1,
1143861,16,11,0,
1171088,2382,5161,1,
1171088,5161,2382,0,
1143862,2384,2385,1,
1143862,2385,2384,0,
1189536,1110,1531,1,
1189536,1531,1110,0,
1155265,27,5,1,
1155265,5,27,0,
1100346,23,1536,1,
1100346,1536,23,0,
1100340,1569,1570,1,
1100340,1570,1569,0,
1139105,4460,1568,1,
1139105,1568,4460,0,
1100342,17,1564,1,
1100342,1564,17,0,
1100341,12,1561,1,
1100341,1561,12,0,
1100347,20,1551,1,
1100347,1551,20,0,
1139107,5535,1548,1,
1139107,1548,5535,0,
1172283,19,1501,1,
1172283,1501,19,0,
1172282,1531,1508,1,
1172282,1508,1531,0,
1172165,1548,1569,1,
1172165,1569,1548,0,
1171549,1501,1508,1,
1171549,1508,1501,0,
1171548,19,1531,1,
1171548,1531,19,0,
1170899,22,1569,1,
1170899,1569,22,0,
1170222,1548,17,1,
1170222,17,1548,0,
1169664,1533,1531,1,
1169664,1531,1533,0,
1169663,1500,1501,1,
1169663,1501,1500,0,
1169461,1569,1568,1,
1169461,1568,1569,0,
1169668,22,12,1,
1169668,12,22,0,
1169262,1508,1509,1,
1169262,1509,1508,0,
1169460,20,17,1,
1169460,17,20,0,
1169383,1536,1548,1,
1169383,1548,1536,0,
1162604,22,1565,1,
1162604,1565,22,0,
1167791,1547,12,1,
1167791,12,1547,0,
1166113,31,1531,1,
1166113,1531,31,0,
1167790,23,17,1,
1167790,17,23,0,
1167789,1568,1564,1,
1167789,1564,1568,0,
1166111,13,1501,1,
1166111,1501,13,0,
1166110,1533,1491,1,
1166110,1491,1533,0,
1167788,1569,1562,1,
1167788,1562,1569,0,
1167787,1567,1548,1,
1167787,1548,1567,0,
1166109,32,1508,1,
1166109,1508,32,0,
1167786,20,1571,1,
1167786,1571,20,0,
1034527,23,1564,1,
1034527,1564,23,0,
1034525,1548,1547,1,
1034525,1547,1548,0,
1034524,17,1538,1,
1034524,1538,17,0,
1138732,1507,31,1,
1138732,31,1507,0,
1138731,1489,1508,1,
1138731,1508,1489,0,
1138729,1531,28,1,
1138729,28,1531,0,
1034523,1567,1542,1,
1034523,1542,1567,0,
1034522,12,1571,1,
1034522,1571,12,0,
1138728,1491,1532,1,
1138728,1532,1491,0,
1138725,1509,13,1,
1138725,13,1509,0,
1034521,22,1563,1,
1034521,1563,22,0,
1034519,20,1568,1,
1034519,1568,20,0,
1138723,1512,1504,1,
1138723,1504,1512,0,
1138724,1533,32,1,
1138724,32,1533,0,
1138721,1521,1501,1,
1138721,1501,1521,0,
1034517,1569,1566,1,
1034517,1566,1569,0,
1138720,1531,1493,1,
1138720,1493,1531,0,
1034515,1554,23,1,
1034515,23,1554,0,
1138718,31,1508,1,
1138718,1508,31,0,
1155262,2384,1091,1,
1155262,1091,2384,0,
1138717,28,1500,1,
1138717,1500,28,0,
1138715,1532,1502,1,
1138715,1502,1532,0,
1034512,1548,17,1,
1034512,17,1548,0,
1034511,4460,22,1,
1034511,22,4460,0,
1138711,13,1530,1,
1138711,1530,13,0,
1138714,1533,1512,1,
1138714,1512,1533,0,
1034509,1567,12,1,
1034509,12,1567,0,
1138712,32,1504,1,
1138712,1504,32,0,
1138710,1501,19,1,
1138710,19,1501,0,
1034507,1537,1568,1,
1034507,1568,1537,0,
1034506,1565,20,1,
1034506,20,1565,0,
1138708,1508,1507,1,
1138708,1507,1508,0,
1138707,31,1489,1,
1138707,1489,31,0,
1034505,1536,1569,1,
1034505,1569,1536,0,
1138706,1500,1531,1,
1138706,1531,1500,0,
1034503,23,1552,1,
1034503,1552,23,0,
1138705,28,1493,1,
1138705,1493,28,0,
1138703,1532,1529,1,
1138703,1529,1532,0,
1034501,1538,1548,1,
1034501,1548,1538,0,
1034500,1571,1567,1,
1034500,1567,1571,0,
1138701,13,1492,1,
1138701,1492,13,0,
1034499,17,1547,1,
1034499,1547,17,0,
1138700,1504,1533,1,
1138700,1533,1504,0,
1034498,22,1562,1,
1034498,1562,22,0,
1138699,32,1512,1,
1138699,1512,32,0,
1034496,12,1542,1,
1034496,1542,12,0,
1138697,1501,1513,1,
1138697,1513,1501,0,
1034495,1568,1565,1,
1034495,1565,1568,0,
1034493,20,1537,1,
1034493,1537,20,0,
1155259,5,1101,1,
1155259,1101,5,0,
1034492,1569,1551,1,
1034492,1551,1569,0,
1155245,32,1489,1,
1155245,1489,32,0,
1155244,28,1491,1,
1155244,1491,28,0,
1155242,1547,20,1,
1155242,20,1547,0,
1135020,1547,20,1,
1135020,20,1547,0,
1155241,1567,17,1,
1155241,17,1567,0,
1155234,12,1564,1,
1155234,1564,12,0,
1135752,16,8,1,
1135752,8,16,0,
1139141,16,4672,1,
1139141,4672,16,0,
1100258,6,26,1,
1100258,26,6,0,
1139204,5529,2385,1,
1139204,2385,5529,0,
1100259,2382,2383,1,
1100259,2383,2382,0,
1100261,7,2381,1,
1100261,2381,7,0,
1100260,2380,8,1,
1100260,8,2380,0,
1124143,776,4673,1,
1124143,4673,776,0,
1117888,775,25,1,
1117888,25,775,0,
1100337,1548,23,1,
1100337,23,1548,0,
1100332,1565,12,1,
1100332,12,1565,0,
1100339,1562,20,1,
1100339,20,1562,0,
1100331,1537,1569,1,
1100331,1569,1537,0,
1125881,1514,1531,1,
1125881,1531,1514,0,
1100333,1566,17,1,
1100333,17,1566,0,
1139202,11,29,1,
1139202,29,11,0,
1139206,5168,2384,1,
1139206,2384,5168,0,
1125892,1512,1532,1,
1125892,1532,1512,0,
1137559,25,777,1,
1137559,777,25,0,
1139203,2385,5529,1,
1139203,5529,2385,0,
1125852,1531,1516,1,
1125852,1516,1531,0,
1139140,4672,16,1,
1139140,16,4672,0,
1139201,29,11,1,
1139201,11,29,0,
1139205,2384,5168,1,
1139205,5168,2384,0,
1100257,2383,2380,1,
1100257,2380,2383,0,
1100255,8,6,1,
1100255,6,8,0,
1100256,26,7,1,
1100256,7,26,0,
1100254,2379,2382,1,
1100254,2382,2379,0,
1012353,1090,1098,1,
1012353,1098,1090,0,
1139088,23,5535,1,
1139088,5535,23,0,
1139082,1569,1553,1,
1139082,1553,1569,0,
1139083,12,1556,1,
1139083,1556,12,0,
1139091,20,1560,1,
1139091,1560,20,0,
1028663,1,14,1,
1028663,14,1,0,
1100252,30,26,1,
1100252,26,30,0,
1060800,11,5161,1,
1060800,5161,11,0,
1060802,5530,5168,1,
1060802,5168,5530,0,
1029483,2384,1504,1,
1029483,1504,2384,0,
1081946,16,25,1,
1081946,25,16,0,
1100251,7,6,1,
1100251,6,7,0,
1100248,2382,8,1,
1100248,8,2382,0,
1100250,2380,2381,1,
1100250,2381,2380,0,
1028662,2,1108,1,
1028662,1108,2,0,
1068053,20,4673,1,
1068053,4673,20,0,
1138455,1569,22,1,
1138455,22,1569,0,
1126768,23,1500,1,
1126768,1500,23,0,
1136359,1529,1508,1,
1136359,1508,1529,0,
1132670,17,1542,1,
1132670,1542,17,0,
1114143,12,28,1,
1114143,28,12,0,
1134242,13,1530,1,
1134242,1530,13,0,
1135019,32,1532,1,
1135019,1532,32,0,
1123355,1566,1568,1,
1123355,1568,1566,0,
1060797,2386,2385,1,
1060797,2385,2386,0,
1081945,16,1504,1,
1081945,1504,16,0,
1029482,2384,25,1,
1029482,25,2384,0,
1135751,1501,31,1,
1135751,31,1501,0,
1060794,5530,11,1,
1060794,11,5530,0,
1012351,10,20,1,
1012351,20,10,0,
1125814,1548,22,1,
1125814,22,1548,0,
1132669,23,19,1,
1132669,19,23,0,
1133449,4673,1508,1,
1133449,1508,4673,0,
1119527,1531,2995,1,
1119527,2995,1531,0,
1119709,17,28,1,
1119709,28,17,0,
1114142,12,5529,1,
1114142,5529,12,0,
1100247,6,2379,1,
1100247,2379,6,0,
1100244,26,2380,1,
1100244,2380,26,0,
1100243,2381,2382,1,
1100243,2382,2381,0,
1060791,8171,2386,1,
1060791,2386,8171,0,
1100245,8,7,1,
1100245,7,8,0,
1135018,1532,1533,1,
1135018,1533,1532,0,
1015108,5,1114,1,
1015108,1114,5,0,
1135750,32,1507,1,
1135750,1507,32,0,
1100242,30,6,1,
1100242,6,30,0,
1100239,2383,8,1,
1100239,8,2383,0,
1045878,2384,1552,1,
1045878,1552,2384,0,
1060788,2385,2386,1,
1060788,2386,2385,0,
1100241,2379,2380,1,
1100241,2380,2379,0,
1100240,2382,7,1,
1100240,7,2382,0,
1100238,2381,26,1,
1100238,26,2381,0,
1029481,25,2,1,
1029481,2,25,0,
1061059,13,1532,1,
1061059,1532,13,0,
984806,1108,10,1,
984806,10,1108,0,
1062452,31,1502,1,
1062452,1502,31,0,
1042721,32,28,1,
1042721,28,32,0,
1126538,1504,1525,1,
1126538,1525,1504,0,
1126537,1569,4,1,
1126537,4,1569,0,
1119526,1531,1508,1,
1119526,1508,1531,0,
1043743,12,777,1,
1043743,777,12,0,
1060786,8117,5530,1,
1060786,5530,8117,0,
1060785,5161,11,1,
1060785,11,5161,0,
995738,769,770,1,
995738,770,769,0,
1081943,16,20,1,
1081943,20,16,0,
1045877,2384,1568,1,
1045877,1568,2384,0,
1029480,25,12,1,
1029480,12,25,0,
1119525,1531,1493,1,
1119525,1493,1531,0,
1100234,6,2381,1,
1100234,2381,6,0,
1100233,7,2383,1,
1100233,2383,7,0,
1060782,2386,2388,1,
1060782,2388,2386,0,
1119707,23,29,1,
1119707,29,23,0,
1100237,26,2382,1,
1100237,2382,26,0,
1060779,11,8117,1,
1060779,8117,11,0,
1100236,8,2379,1,
1100236,2379,8,0,
1100235,2380,30,1,
1100235,30,2380,0,
1060780,5168,5530,1,
1060780,5530,5168,0,
1028949,767,17,1,
1028949,17,767,0,
1068052,775,1114,1,
1068052,1114,775,0,
1012348,1090,1548,1,
1012348,1548,1090,0,
1087029,1103,22,1,
1087029,22,1103,0,
1124141,1569,1511,1,
1124141,1511,1569,0,
1104374,2381,11,1,
1104374,11,2381,0,
1065809,16,11,1,
1065809,11,16,0,
1060870,2385,16,1,
1060870,16,2385,0,
1060869,2384,11,1,
1060869,11,2384,0,
1051776,2384,5529,1,
1051776,5529,2384,0,
1051774,16,29,1,
1051774,29,16,0,
1051773,11,1569,1,
1051773,1569,11,0,
1023116,11,5159,1,
1023116,5159,11,0,
1023115,5529,2388,1,
1023115,2388,5529,0,
1023114,16,1569,1,
1023114,1569,16,0,
1023113,4672,2386,1,
1023113,2386,4672,0,
1023112,2384,5168,1,
1023112,5168,2384,0,
1023111,5161,5529,1,
1023111,5529,5161,0,
1036609,8117,11,1,
1036609,11,8117,0,
1023109,2386,16,1,
1023109,16,2386,0,
1023108,1569,4672,1,
1023108,4672,1569,0,
1036608,5536,2384,1,
1036608,2384,5536,0,
1036607,5529,10983,1,
1036607,10983,5529,0,
1023105,29,11,1,
1023105,11,29,0,
1023104,16,4672,1,
1023104,4672,16,0,
1023103,2386,1569,1,
1023103,1569,2386,0,
1023102,2384,2385,1,
1023102,2385,2384,0,
1035619,29,2382,1,
1035619,2382,29,0,
1028659,7,2388,1,
1028659,2388,7,0,
1031232,1532,28,1,
1031232,28,1532,0,
1028929,6,13,1,
1028929,13,6,0,
1028658,25,8,1,
1028658,8,25,0,
994031,1109,770,1,
994031,770,1109,0,
1028657,17,5159,1,
1028657,5159,17,0,
1028656,12,30,1,
1028656,30,12,0,
1028654,1571,26,1,
1028654,26,1571,0,
1028665,2385,1548,1,
1028665,1548,2385,0,
1035658,5529,2384,1,
1035658,2384,5529,0,
1035659,11,16,1,
1035659,16,11,0,
1035174,3,9,1,
1035174,9,3,0,
1031231,32,1496,1,
1031231,1496,32,0,
1028650,2380,5164,1,
1028650,5164,2380,0,
1035175,1118,768,1,
1035175,768,1118,0,
1028651,2382,2381,1,
1028651,2381,2382,0,
1028928,6,1509,1,
1028928,1509,6,0,
1028648,8,1567,1,
1028648,1567,8,0,
1028647,24,25,1,
1028647,25,24,0,
1028646,14,1548,1,
1028646,1548,14,0,
1012347,5,4673,1,
1012347,4673,5,0,
1028645,17,30,1,
1028645,30,17,0,
1019251,2384,16,1,
1019251,16,2384,0,
1019252,11,5529,1,
1019252,5529,11,0,
1030271,9,768,1,
1030271,768,9,0,
1028639,2385,1569,1,
1028639,1569,2385,0,
1028642,26,20,1,
1028642,20,26,0,
1028641,12,5159,1,
1028641,5159,12,0,
1028640,7,5164,1,
1028640,5164,7,0,
1030270,1118,3,1,
1030270,3,1118,0,
1034558,1508,1519,1,
1034558,1519,1508,0,
1028635,25,772,1,
1028635,772,25,0,
1028633,16,1530,1,
1028633,1530,16,0,
1028632,11,5164,1,
1028632,5164,11,0,
1028629,16,5161,1,
1028629,5161,16,0,
1015107,2384,16,1,
1015107,16,2384,0,
856822,29,11,1,
856822,11,29,0,
856823,5529,4672,1,
856823,4672,5529,0,
1012339,26,5530,1,
1012339,5530,26,0,
856871,2386,5158,1,
856871,5158,2386,0,
1012346,31,30,1,
1012346,30,31,0,
1012345,23,2381,1,
1012345,2381,23,0,
1012344,25,1,1,
1012344,1,25,0,
1014510,1548,1555,1,
1014510,1555,1548,0,
1012343,1568,2379,1,
1012343,2379,1568,0,
1012337,17,7,1,
1012337,7,17,0,
1012342,12,8,1,
