team,team_id,player_id,player_name,has_club,club,league_country,league_name,apps,minutes,rating,goals,assists,ga90,tier
Argentina,26,6610,M. Senesi,True,Bournemouth,England,Premier League,37.0,3290.0,7.24,0.0,5.0,0.137,1.0
Algeria,1532,4414,O. Benbot,True,USM Alger,Algeria,Ligue 1,14.0,0.0,,0.0,0.0,,0.5
Algeria,1532,304229,M. Mastil,False,,,,,,,,,,
Algeria,1532,732,L. Zidane,True,Granada CF,Spain,Segunda División,26.0,2339.0,7.02,0.0,0.0,0.0,0.45
Algeria,1532,342740,A. Abada,True,ASO Chlef,Algeria,Ligue 1,13.0,0.0,,0.0,0.0,,0.5
Algeria,1532,21138,R. Aït-Nouri,True,Manchester City,England,Premier League,17.0,988.0,6.92,0.0,2.0,0.182,1.0
Algeria,1532,4561,Z. Belaïd,True,JS Kabylie,Algeria,Ligue 1,19.0,0.0,,1.0,0.0,,0.5
Algeria,1532,303362,R. Belghali,True,Hellas Verona,Italy,Serie A,26.0,1926.0,6.72,2.0,0.0,0.093,1.0
Algeria,1532,2194,R. Bensebaïni,True,Borussia Dortmund,Germany,Bundesliga,21.0,1529.0,7.44,5.0,2.0,0.412,1.0
Algeria,1532,20869,S. Chergui,True,Paris FC,France,Ligue 1,15.0,1155.0,6.53,1.0,0.0,0.078,1.0
Algeria,1532,271539,J. Hadjam,True,BSC Young Boys,Switzerland,Super League,20.0,1236.0,7.17,2.0,4.0,0.437,0.8
Algeria,1532,1567,A. Mandi,True,Lille,France,Ligue 1,29.0,2435.0,7.25,1.0,0.0,0.037,1.0
Algeria,1532,4569,M. Tougai,True,ES Tunis,Tunisia,Ligue 1,11.0,0.0,,2.0,0.0,,0.5
Algeria,1532,658,H. Aouar,True,Al-Ittihad FC,Saudi-Arabia,Pro League,23.0,1905.0,7.08,8.0,3.0,0.52,0.8
Algeria,1532,409,N. Bentaleb,True,Lille,France,Ligue 1,26.0,1287.0,7.04,2.0,2.0,0.28,1.0
Algeria,1532,4399,H. Boudaoui,True,Nice,France,Ligue 1,26.0,1705.0,6.8,1.0,2.0,0.158,1.0
Algeria,1532,380587,I. Maza,True,Bayer Leverkusen,Germany,Bundesliga,28.0,1859.0,7.11,3.0,4.0,0.339,1.0
Algeria,1532,327599,Y. Titraoui,True,Charleroi,Belgium,Jupiler Pro League,35.0,2904.0,7.26,5.0,1.0,0.186,0.8
Algeria,1532,129047,R. Zerrouki,True,Twente,Netherlands,Eredivisie,32.0,2667.0,7.22,3.0,1.0,0.135,0.8
Algeria,1532,276670,F. Chaïbi,True,Eintracht Frankfurt,Germany,Bundesliga,28.0,1797.0,6.83,2.0,9.0,0.551,1.0
Algeria,1532,200139,M. Amoura,True,VfL Wolfsburg,Germany,Bundesliga,32.0,1975.0,6.72,8.0,3.0,0.501,1.0
Algeria,1532,292924,A. Benbouali,True,Gyori ETO FC,Hungary,NB I,31.0,1060.0,6.99,5.0,4.0,0.764,0.5
Algeria,1532,329163,A. Boulbina,True,Al-Duhail SC,World,AFC Champions League Elite,8.0,703.0,7.4,6.0,1.0,0.896,0.5
Algeria,1532,334915,F. Ghedjemis,True,Frosinone,Italy,Serie B,37.0,3023.0,7.27,15.0,3.0,0.536,0.45
Algeria,1532,85041,A. Gouiri,True,Marseille,France,Ligue 1,22.0,1328.0,6.96,8.0,3.0,0.745,1.0
Algeria,1532,326067,A. Hadj-Moussa,True,Feyenoord,Netherlands,Eredivisie,30.0,2553.0,7.47,11.0,6.0,0.599,0.8
Algeria,1532,635,R. Mahrez,True,Al-Ahli Jeddah,Saudi-Arabia,Pro League,27.0,2221.0,7.53,4.0,8.0,0.486,0.8
Austria,775,7598,P. Pentz,True,Brondby,Denmark,Superliga,31.0,2805.0,7.25,0.0,0.0,0.0,0.6
Austria,775,7525,A. Schlager,True,Red Bull Salzburg,Austria,Bundesliga,31.0,2790.0,7.07,0.0,0.0,0.0,0.8
Austria,775,221605,F. Wiegele,True,Plzen,Czech-Republic,Czech Liga,20.0,1786.0,7.18,0.0,0.0,0.0,0.6
Austria,775,126640,D. Affengruber,True,Elche,Spain,La Liga,36.0,2953.0,6.93,1.0,1.0,0.061,1.0
Austria,775,505,D. Alaba,True,Real Madrid,Spain,La Liga,11.0,428.0,6.84,0.0,0.0,0.0,1.0
Austria,775,25287,K. Danso,True,Tottenham,England,Premier League,24.0,1519.0,6.86,0.0,0.0,0.0,1.0
Austria,775,25314,M. Friedl,True,Werder Bremen,Germany,Bundesliga,30.0,2549.0,6.88,1.0,0.0,0.035,1.0
Austria,775,26240,P. Lienhart,True,SC Freiburg,Germany,Bundesliga,20.0,1305.0,6.98,1.0,0.0,0.069,1.0
Austria,775,25915,P. Mwene,True,FSV Mainz 05,Germany,Bundesliga,29.0,2072.0,6.82,1.0,2.0,0.13,1.0
Austria,775,711,S. Posch,True,FSV Mainz 05,Germany,Bundesliga,16.0,1395.0,6.96,0.0,0.0,0.0,1.0
Austria,775,7090,M. Svoboda,True,Venezia,Italy,Serie B,29.0,2532.0,7.33,3.0,2.0,0.178,0.45
Austria,775,1725,D. Ljubičić,True,FC Schalke 04,Germany,2. Bundesliga,15.0,1182.0,6.93,4.0,3.0,0.533,0.45
Austria,775,138935,C. Chukwuemeka,True,Borussia Dortmund,Germany,Bundesliga,28.0,939.0,6.68,2.0,0.0,0.192,1.0
Austria,775,719,F. Grillitsch,True,SC Braga,Portugal,Primeira Liga,20.0,1129.0,6.89,1.0,1.0,0.159,0.8
Austria,775,1157,K. Laimer,True,Bayern München,Germany,Bundesliga,29.0,1997.0,6.82,3.0,9.0,0.541,1.0
Austria,775,7327,A. Prass,True,1899 Hoffenheim,Germany,Bundesliga,32.0,1318.0,6.82,3.0,2.0,0.341,1.0
Austria,775,1159,M. Sabitzer,True,Borussia Dortmund,Germany,Bundesliga,26.0,1822.0,6.92,1.0,2.0,0.148,1.0
Austria,775,1095,X. Schlager,True,RB Leipzig,Germany,Bundesliga,26.0,1837.0,6.93,3.0,1.0,0.196,1.0
Austria,775,7562,R. Schmid,True,Werder Bremen,Germany,Bundesliga,34.0,2988.0,6.94,4.0,8.0,0.361,1.0
Austria,775,417,A. Schöpf,True,Wolfsberger AC,Austria,Bundesliga,25.0,1825.0,6.82,5.0,5.0,0.493,0.8
Austria,775,7328,N. Seiwald,True,RB Leipzig,Germany,Bundesliga,33.0,2703.0,6.88,0.0,2.0,0.067,1.0
Austria,775,327895,P. Wanner,True,PSV Eindhoven,Netherlands,Eredivisie,22.0,1649.0,7.01,3.0,3.0,0.327,0.8
Austria,775,126642,P. Wimmer,True,VfL Wolfsburg,Germany,Bundesliga,25.0,1634.0,6.92,4.0,3.0,0.386,1.0
Austria,775,18830,M. Arnautovic,True,FK Crvena Zvezda,Serbia,Super Liga,16.0,993.0,7.05,7.0,8.0,1.36,0.6
Austria,775,25297,M. Gregoritsch,True,FC Augsburg,Germany,Bundesliga,17.0,927.0,6.75,6.0,2.0,0.777,1.0
Austria,775,7722,S. Kalajdzic,True,Lask Linz,Austria,Bundesliga,23.0,1323.0,7.07,6.0,5.0,0.748,0.8
Jordan,1548,140607,Yazid Abu Layla,True,Al Hussein,World,AFC Champions League Two,4.0,90.0,7.3,0.0,0.0,,0.5
Jordan,1548,163884,Abdallah Al Fakhouri,True,Al Wihdat,World,AFC Champions League Two,5.0,209.0,7.1,0.0,0.0,0.0,0.5
Jordan,1548,163908,Noureddin Zaid,False,,,,,,,,,,
Jordan,1548,542822,H. Abu Al Dahab,False,,,,,,,,,,
Jordan,1548,542710,M. Abu Hasheesh,False,,,,,,,,,,
Jordan,1548,102538,M. Abualnadi,True,Selangor,World,AFC Champions League Two,6.0,385.0,6.8,0.0,0.0,0.0,0.5
Jordan,1548,53900,Yazan Al Arab,True,FC Seoul,South-Korea,K League 1,34.0,1528.0,6.88,0.0,1.0,0.059,0.6
Jordan,1548,213978,Saed Al Rosan,True,Al Hussein,World,AFC Champions League Two,6.0,180.0,6.95,0.0,0.0,0.0,0.5
Jordan,1548,664028,A. Badawi,False,,,,,,,,,,
Jordan,1548,310835,Abdallah Naseeb,True,Al Zawra'a,World,AFC Champions League Two,4.0,480.0,6.64,0.0,0.0,0.0,0.5
Jordan,1548,72140,Saleem Obaid,True,Al Hussein,World,AFC Champions League Two,5.0,168.0,6.65,0.0,0.0,,0.5
Jordan,1548,53902,Ehsan Haddad,False,,,,,,,,,,
Jordan,1548,310785,Mohannad Abu Taha,False,,,,,,,,,,
Jordan,1548,651096,M. Al Daoud,False,,,,,,,,,,
Jordan,1548,542768,Ibrahim Sa'deh,False,,,,,,,,,,
Jordan,1548,213980,Nizar Al Rashdan,True,Qatar SC,Qatar,Stars League,11.0,785.0,6.99,0.0,1.0,0.115,0.6
Jordan,1548,140609,Noor Al Rawabdeh,True,Selangor,World,AFC Champions League Two,5.0,315.0,6.75,0.0,0.0,0.0,0.5
Jordan,1548,104242,Rajaei Ayed,True,Al Hussein,World,AFC Champions League Two,6.0,180.0,6.95,0.0,0.0,0.0,0.5
Jordan,1548,198211,Amer Jamous,True,Al Wihdat,World,AFC Champions League Two,5.0,270.0,6.73,0.0,0.0,0.0,0.5
Jordan,1548,123530,Mahmoud Al Mardi,True,Dibba Al-Fujairah,United-Arab-Emirates,Pro League,8.0,77.0,6.25,0.0,0.0,,0.6
Jordan,1548,72142,Mohammed Abu Zurayq,False,,,,,,,,,,
Jordan,1548,568556,O. Al Fakhouri,False,,,,,,,,,,
Jordan,1548,575283,A. Azaizeh,True,Al Shabab,Saudi-Arabia,Pro League,15.0,638.0,6.73,2.0,1.0,0.423,0.8
Jordan,1548,164026,Ali Olwan,True,Al-Sailiya,Qatar,Stars League,2.0,126.0,6.35,0.0,0.0,,0.6
Jordan,1548,601853,M. Abu Ghoush,True,Shabab Al Ordon,Jordan,League,4.0,0.0,,3.0,0.0,,0.5
Jordan,1548,15286,Mousa Tamari,True,Rennes,France,Ligue 1,33.0,2224.0,6.9,6.0,6.0,0.486,1.0
Portugal,27,369,Diogo Costa,True,FC Porto,Portugal,Primeira Liga,33.0,2907.0,7.07,0.0,0.0,0.0,0.8
Portugal,27,1590,José Sá,True,Wolves,England,Premier League,23.0,2070.0,6.85,0.0,0.0,0.0,1.0
Portugal,27,46672,Rui Silva,True,Sporting CP,Portugal,Primeira Liga,32.0,2879.0,7.12,0.0,0.0,0.0,0.8
Portugal,27,161939,Tomás Araújo,True,Benfica,Portugal,Primeira Liga,23.0,1685.0,7.09,1.0,2.0,0.16,0.8
Portugal,27,855,João Cancelo,True,Barcelona,Spain,La Liga,16.0,962.0,7.19,2.0,2.0,0.374,1.0
Portugal,27,886,Diogo Dalot,True,Manchester United,England,Premier League,34.0,2617.0,6.86,1.0,3.0,0.138,1.0
Portugal,27,567,Rúben Dias,True,Manchester City,England,Premier League,26.0,2161.0,7.17,2.0,0.0,0.083,1.0
Portugal,27,265595,Gonçalo Inácio,True,Sporting CP,Portugal,Primeira Liga,29.0,2505.0,7.59,2.0,3.0,0.18,0.8
Portugal,27,263482,Nuno Mendes,True,Paris Saint Germain,France,Ligue 1,20.0,1251.0,7.3,4.0,5.0,0.647,1.0
Portugal,27,130,Nélson Semedo,True,Fenerbahçe,Turkey,Süper Lig,26.0,1942.0,6.89,1.0,3.0,0.185,0.8
Portugal,27,336671,Renato Veiga,True,Villarreal,Spain,La Liga,32.0,2485.0,6.76,0.0,0.0,0.0,1.0
Portugal,27,190485,Samú Costa,True,Mallorca,Spain,La Liga,34.0,2705.0,6.99,7.0,2.0,0.299,1.0
Portugal,27,1485,Bruno Fernandes,True,Manchester United,England,Premier League,35.0,3066.0,7.63,9.0,21.0,0.881,1.0
Portugal,27,335051,João Neves,True,Paris Saint Germain,France,Ligue 1,21.0,1287.0,7.16,5.0,1.0,0.42,1.0
Portugal,27,2676,Rúben Neves,True,Al-Hilal Saudi FC,Saudi-Arabia,Pro League,31.0,2755.0,7.82,11.0,7.0,0.588,0.8
Portugal,27,41621,Matheus Nunes,True,Manchester City,England,Premier League,34.0,2865.0,6.97,1.0,5.0,0.188,1.0
Portugal,27,636,Bernardo Silva,True,Manchester City,England,Premier League,38.0,2890.0,6.85,2.0,4.0,0.187,1.0
Portugal,27,128384,Vitinha,True,Paris Saint Germain,France,Ligue 1,29.0,2121.0,7.58,1.0,7.0,0.339,1.0
Portugal,27,161585,Francisco Conceição,True,Juventus,Italy,Serie A,31.0,2098.0,6.99,3.0,5.0,0.343,1.0
Portugal,27,925,Gonçalo Guedes,True,Real Sociedad,Spain,La Liga,32.0,1839.0,6.88,8.0,4.0,0.587,1.0
Portugal,27,583,João Félix,True,Al-Nassr,Saudi-Arabia,Pro League,33.0,2914.0,7.75,20.0,13.0,1.019,0.8
Portugal,27,22236,Rafael Leão,True,AC Milan,Italy,Serie A,29.0,1866.0,6.92,9.0,3.0,0.579,1.0
Portugal,27,1864,Pedro Neto,True,Chelsea,England,Premier League,34.0,2643.0,6.97,5.0,6.0,0.375,1.0
Portugal,27,41585,Gonçalo Ramos,True,Paris Saint Germain,France,Ligue 1,30.0,1320.0,6.61,6.0,1.0,0.477,1.0
Portugal,27,874,Cristiano Ronaldo,True,Al-Nassr,Saudi-Arabia,Pro League,30.0,2616.0,7.16,28.0,2.0,1.032,0.8
Portugal,27,41112,Trincão,True,Sporting CP,Portugal,Primeira Liga,34.0,2850.0,7.16,7.0,11.0,0.568,0.8
Congo DR,1508,314509,M. Epolo,True,Standard Liege,Belgium,Jupiler Pro League,29.0,2610.0,7.28,0.0,0.0,0.0,0.8
Congo DR,1508,48501,T. Fayulu,True,FC Sion,Switzerland,Super League,0.0,0.0,,0.0,0.0,,0.8
Congo DR,1508,24012,L. Mpasi,True,Le Havre,France,Ligue 1,4.0,315.0,7.8,0.0,0.0,0.0,1.0
Congo DR,1508,8445,D. Batubinsika,True,Larisa,Greece,Super League 1,16.0,1412.0,6.76,0.0,0.0,0.0,0.8
Congo DR,1508,24245,G. Kalulu,True,Aris,Cyprus,1. Division,17.0,276.0,6.5,0.0,0.0,0.0,0.5
Congo DR,1508,199767,S. Kapuadi,True,Legia Warszawa,Poland,Ekstraklasa,16.0,1400.0,6.68,0.0,0.0,0.0,0.6
Congo DR,1508,21098,J. Kayembe,True,Genk,Belgium,Jupiler Pro League,28.0,2111.0,7.0,0.0,1.0,0.043,0.8
Congo DR,1508,18816,A. Masuaku,True,Lens,France,Ligue 1,4.0,229.0,6.3,0.0,0.0,0.0,1.0
Congo DR,1508,375,C. Mbemba,True,Lille,France,Ligue 1,13.0,953.0,6.78,0.0,0.0,0.0,1.0
Congo DR,1508,19182,A. Tuanzebe,True,Burnley,England,Premier League,14.0,1202.0,6.53,1.0,0.0,0.075,1.0
Congo DR,1508,18846,A. Wan-Bissaka,True,West Ham,England,Premier League,25.0,2084.0,6.64,0.0,2.0,0.086,1.0
Congo DR,1508,1424,E. Kayembe,True,Watford,England,Championship,37.0,2503.0,6.83,4.0,1.0,0.18,0.8
Congo DR,1508,21101,S. Moutoussamy,True,Atromitos,Greece,Super League 1,27.0,2337.0,6.94,3.0,0.0,0.116,0.8
Congo DR,1508,375598,N. Mukau,True,Lille,France,Ligue 1,30.0,1566.0,6.61,1.0,0.0,0.057,1.0
Congo DR,1508,48555,C. Pickel,True,Espanyol,Spain,La Liga,24.0,712.0,6.53,1.0,0.0,0.126,1.0
Congo DR,1508,365331,N. Sadiki,True,Sunderland,England,Premier League,33.0,2907.0,6.76,0.0,1.0,0.031,1.0
Congo DR,1508,44791,A. Tshibola,True,Kilmarnock,Scotland,Premiership,14.0,886.0,7.01,0.0,0.0,0.0,0.8
Congo DR,1508,129670,N. Mbuku,True,Montpellier,France,Ligue 2,30.0,2191.0,6.95,4.0,5.0,0.37,0.45
Congo DR,1508,8627,T. Bongonda,True,Spartak Moscow,Russia,Premier League,4.0,47.0,6.63,0.0,0.0,,0.8
Congo DR,1508,3033,C. Bakambu,True,Real Betis,Spain,La Liga,18.0,593.0,6.65,3.0,1.0,0.607,1.0
Congo DR,1508,20674,S. Banza,True,Al-Jazira,United-Arab-Emirates,Pro League,15.0,516.0,6.91,3.0,1.0,0.698,0.6
Congo DR,1508,279482,B. Cipenga,True,Castellón,Spain,Segunda División,30.0,2250.0,7.15,6.0,9.0,0.6,0.45
Congo DR,1508,3034,M. Elia,True,Alanyaspor,Turkey,Süper Lig,22.0,842.0,6.64,3.0,0.0,0.321,0.8
Congo DR,1508,47545,G. Kakuta,True,Sakaryaspor,Turkey,1. Lig,20.0,1615.0,7.1,8.0,3.0,0.613,0.8
Congo DR,1508,179699,F. Mayele,True,Pyramids FC,Egypt,Premier League,24.0,1527.0,6.62,5.0,2.0,0.413,0.6
Congo DR,1508,20649,Y. Wissa,True,Newcastle,England,Premier League,19.0,548.0,6.47,1.0,0.0,0.164,1.0
England,10,19088,D. Henderson,True,Crystal Palace,England,Premier League,37.0,3330.0,6.94,0.0,0.0,0.0,1.0
England,10,2932,J. Pickford,True,Everton,England,Premier League,38.0,3432.0,7.02,0.0,0.0,0.0,1.0
England,10,162489,J. Trafford,True,Manchester City,England,Premier League,4.0,372.0,7.08,0.0,0.0,0.0,1.0
England,10,18961,D. Burn,True,Newcastle,England,Premier League,29.0,2209.0,6.59,1.0,2.0,0.122,1.0
England,10,67971,M. Guéhi,True,Crystal Palace,England,Premier League,20.0,1800.0,7.22,2.0,2.0,0.2,1.0
England,10,19545,R. James,True,Chelsea,England,Premier League,29.0,1973.0,7.19,2.0,4.0,0.274,1.0
England,10,19354,E. Konsa,True,Aston Villa,England,Premier League,34.0,3036.0,7.0,0.0,0.0,0.0,1.0
England,10,158694,T. Livramento,True,Newcastle,England,Premier League,17.0,1328.0,6.8,0.0,1.0,0.068,1.0
England,10,307123,N. Oreilly,True,Manchester City,England,Premier League,34.0,2648.0,6.88,5.0,3.0,0.272,1.0
England,10,158698,J. Quansah,True,Bayer Leverkusen,Germany,Bundesliga,28.0,2308.0,6.9,4.0,0.0,0.156,1.0
England,10,19235,D. Spence,True,Tottenham,England,Premier League,30.0,2090.0,6.56,0.0,0.0,0.0,1.0
England,10,626,J. Stones,True,Manchester City,England,Premier League,9.0,449.0,6.5,0.0,0.0,0.0,1.0
England,10,138908,E. Anderson,True,Nottingham Forest,England,Premier League,38.0,3334.0,7.35,4.0,4.0,0.216,1.0
England,10,129718,J. Bellingham,True,Real Madrid,Spain,La Liga,28.0,1917.0,7.28,6.0,4.0,0.469,1.0
England,10,19586,E. Eze,True,Arsenal,England,Premier League,32.0,1816.0,6.96,7.0,2.0,0.446,1.0
England,10,292,J. Henderson,True,Brentford,England,Premier League,32.0,1929.0,6.8,1.0,3.0,0.187,1.0
England,10,284322,K. Mainoo,True,Manchester United,England,Premier League,28.0,1670.0,6.87,1.0,2.0,0.162,1.0
England,10,2937,D. Rice,True,Arsenal,England,Premier League,36.0,3099.0,7.46,4.0,5.0,0.261,1.0
England,10,19170,M. Rogers,True,Aston Villa,England,Premier League,37.0,3285.0,6.84,10.0,6.0,0.438,1.0
England,10,138787,A. Gordon,True,Newcastle,England,Premier League,26.0,1817.0,7.08,6.0,2.0,0.396,1.0
England,10,184,H. Kane,True,Bayern München,Germany,Bundesliga,31.0,2382.0,7.87,36.0,5.0,1.549,1.0
England,10,136723,N. Madueke,True,Arsenal,England,Premier League,26.0,1226.0,6.79,2.0,1.0,0.22,1.0
England,10,909,M. Rashford,True,Barcelona,Spain,La Liga,32.0,1761.0,6.82,8.0,7.0,0.767,1.0
England,10,1460,B. Saka,True,Arsenal,England,Premier League,31.0,2225.0,7.24,7.0,5.0,0.485,1.0
England,10,19974,I. Toney,True,Al-Ahli Jeddah,Saudi-Arabia,Pro League,32.0,2659.0,7.37,31.0,7.0,1.286,0.8
England,10,19366,O. Watkins,True,Aston Villa,England,Premier League,37.0,2864.0,6.87,16.0,3.0,0.597,1.0
Croatia,3,524,D. Kotarski,True,FC Copenhagen,Denmark,Superliga,31.0,2820.0,6.86,0.0,1.0,0.032,0.6
Croatia,3,1305,D. Livakovic,True,Dinamo Zagreb,Croatia,HNL,14.0,1260.0,6.99,0.0,0.0,0.0,0.6
Croatia,3,14268,I. Pandur,True,Hull City,England,Championship,48.0,4320.0,6.96,0.0,0.0,0.0,0.8
Croatia,3,1902,D. Caleta-Car,True,Real Sociedad,Spain,La Liga,27.0,2152.0,6.81,1.0,0.0,0.042,1.0
Croatia,3,30827,M. Erlic,True,FC Midtjylland,Denmark,Superliga,18.0,1422.0,6.82,2.0,0.0,0.127,0.6
Croatia,3,129033,J. Gvardiol,True,Manchester City,England,Premier League,18.0,1386.0,7.01,2.0,2.0,0.26,1.0
Croatia,3,1084,M. Pongracic,True,Fiorentina,Italy,Serie A,35.0,2917.0,6.77,0.0,0.0,0.0,1.0
Croatia,3,125171,J. Stanisic,True,Bayern München,Germany,Bundesliga,26.0,1855.0,6.92,2.0,3.0,0.243,1.0
Croatia,3,14701,J. Sutalo,True,Ajax,Netherlands,Eredivisie,24.0,1797.0,6.86,0.0,0.0,0.0,0.8
Croatia,3,387521,L. Vuskovic,True,Hamburger SV,Germany,Bundesliga,28.0,2441.0,7.26,6.0,0.0,0.221,1.0
Croatia,3,295026,M. Baturina,True,Como,Italy,Serie A,29.0,1591.0,7.14,6.0,3.0,0.509,1.0
Croatia,3,284869,T. Fruk,True,HNK Rijeka,Croatia,HNL,31.0,2054.0,7.09,11.0,2.0,0.57,0.6
Croatia,3,14395,K. Jakic,True,FC Augsburg,Germany,Bundesliga,26.0,1653.0,6.77,2.0,1.0,0.163,1.0
Croatia,3,2291,M. Kovacic,True,Manchester City,England,Premier League,6.0,146.0,6.8,0.0,1.0,,1.0
Croatia,3,754,L. Modric,True,AC Milan,Italy,Serie A,34.0,2828.0,7.55,2.0,3.0,0.159,1.0
Croatia,3,1322,N. Moro,True,Bologna,Italy,Serie A,30.0,1797.0,7.14,1.0,0.0,0.05,1.0
Croatia,3,2763,M. Pasalic,True,Atalanta,Italy,Serie A,33.0,1932.0,6.88,3.0,4.0,0.326,1.0
Croatia,3,7332,L. Sucic,True,Real Sociedad,Spain,La Liga,22.0,1018.0,6.77,3.0,1.0,0.354,1.0
Croatia,3,348205,P. Sucic,True,Inter,Italy,Serie A,34.0,1783.0,6.88,2.0,2.0,0.202,1.0
Croatia,3,842,N. Vlasic,True,Torino,Italy,Serie A,37.0,3059.0,6.92,8.0,3.0,0.324,1.0
Croatia,3,46746,A. Budimir,True,Osasuna,Spain,La Liga,37.0,2953.0,6.84,17.0,0.0,0.518,1.0
Croatia,3,726,A. Kramaric,True,1899 Hoffenheim,Germany,Bundesliga,34.0,2222.0,7.07,14.0,6.0,0.81,1.0
Croatia,3,202696,I. Matanovic,True,SC Freiburg,Germany,Bundesliga,31.0,1570.0,6.81,11.0,2.0,0.745,1.0
Croatia,3,66055,P. Musa,True,FC Dallas,USA,Major League Soccer,31.0,2488.0,7.38,19.0,6.0,0.904,0.6
Croatia,3,260865,M. Pasalic,True,Orlando City SC,USA,Major League Soccer,34.0,2671.0,7.21,12.0,5.0,0.573,0.6
Croatia,3,207,I. Perisic,True,PSV Eindhoven,Netherlands,Eredivisie,30.0,2218.0,7.23,7.0,12.0,0.771,0.8
Ghana,1504,480108,B. Asare,False,,,,,,,,,,
Ghana,1504,144709,J. Anang,True,St Patrick's Athl.,Ireland,Premier Division,36.0,3133.0,7.05,0.0,0.0,0.0,0.5
Ghana,1504,3412,L. Zigi,True,FC ST. Gallen,Switzerland,Super League,35.0,3150.0,7.42,0.0,0.0,0.0,0.8
Ghana,1504,369425,J. Adjetey,True,FC Basel 1893,Switzerland,Super League,15.0,1255.0,7.05,0.0,0.0,0.0,0.8
Ghana,1504,25341,D. Luckassen,True,,Cyprus,1. Division,28.0,1048.0,6.83,0.0,0.0,0.0,0.5
Ghana,1504,7578,G. Mensah,True,Auxerre,France,Ligue 1,30.0,2333.0,6.84,0.0,2.0,0.077,1.0
Ghana,1504,196187,A. Seidu,True,Rennes,France,Ligue 1,21.0,1185.0,6.88,0.0,1.0,0.076,1.0
Ghana,1504,137223,J. Opoku,True,Başakşehir,Turkey,Süper Lig,32.0,2741.0,6.85,0.0,1.0,0.033,0.8
Ghana,1504,404172,K. Peprah Oppong,True,Nice,France,Ligue 1,31.0,2608.0,6.82,1.0,0.0,0.035,1.0
Ghana,1504,15900,A. Mumin,True,Rayo Vallecano,Spain,La Liga,3.0,78.0,6.47,0.0,0.0,,1.0
Ghana,1504,191240,M. Senaya,True,Auxerre,France,Ligue 1,25.0,1784.0,6.86,1.0,0.0,0.05,1.0
Ghana,1504,21996,A. Baba,True,PAOK,Greece,Super League 1,25.0,1915.0,6.85,2.0,2.0,0.188,0.8
Ghana,1504,21010,E. Owusu,True,Auxerre,France,Ligue 1,29.0,2353.0,6.79,0.0,0.0,0.0,1.0
Ghana,1504,49,T. Partey,True,Villarreal,Spain,La Liga,25.0,930.0,6.58,0.0,0.0,0.0,1.0
Ghana,1504,3608,K. Sibo,True,Oviedo,Spain,La Liga,26.0,1689.0,6.59,0.0,0.0,0.0,1.0
Ghana,1504,475575,Caleb Marfo Yirenkyi,True,FC Nordsjaelland,Denmark,Superliga,30.0,2614.0,7.08,2.0,6.0,0.275,0.6
Ghana,1504,19281,A. Semenyo,True,Bournemouth,England,Premier League,20.0,1798.0,7.13,10.0,3.0,0.651,1.0
Ghana,1504,337426,A. Boakye,True,Saint Etienne,France,Ligue 2,31.0,2476.0,7.13,5.0,9.0,0.509,0.45
Ghana,1504,303467,A. Fatawu,True,Leicester,England,Championship,44.0,3726.0,6.86,9.0,7.0,0.386,0.8
Ghana,1504,410016,P. Adu,True,Plzen,Czech-Republic,Czech Liga,29.0,1561.0,6.83,7.0,1.0,0.461,0.6
Ghana,1504,82090,B. Thomas-Asante,True,Coventry,England,Championship,32.0,1880.0,6.88,13.0,4.0,0.814,0.8
Ghana,1504,3428,J. Ayew,True,Leicester,England,Championship,42.0,2280.0,6.58,6.0,3.0,0.355,0.8
Ghana,1504,411800,C. Bonsu Baah,True,Al-Qadisiyah FC,Saudi-Arabia,Pro League,32.0,2679.0,7.26,3.0,12.0,0.504,0.8
Ghana,1504,47294,I. Williams,True,Athletic Club,Spain,La Liga,30.0,2168.0,6.6,3.0,6.0,0.374,1.0
Ghana,1504,350856,E. Nuamah,True,Lyon,France,Ligue 1,3.0,47.0,6.6,0.0,0.0,,1.0
Ghana,1504,199837,K. Sulemana,True,Atalanta,Italy,Serie A,25.0,1008.0,6.74,2.0,1.0,0.268,1.0
Panama,11,2967,L. Mejía,True,Club Nacional,Uruguay,Primera División - Clausura,14.0,1247.0,,0.0,0.0,0.0,0.5
Panama,11,2968,O. Mosquera,True,Al-Fayha,Saudi-Arabia,Pro League,32.0,2880.0,7.02,0.0,0.0,0.0,0.8
Panama,11,57861,C. Samudio,True,CD Marathon,Honduras,Liga Nacional,1.0,90.0,7.1,0.0,0.0,,0.5
Panama,11,7197,A. Andrade,True,Lask Linz,Austria,Bundesliga,30.0,2697.0,7.3,1.0,3.0,0.133,0.8
Panama,11,2975,C. Blackman,True,Slovan Bratislava,Slovakia,Super Liga,27.0,1408.0,7.0,1.0,4.0,0.32,0.5
Panama,11,57739,J. Córdoba,True,Norwich,England,Championship,28.0,2255.0,6.93,1.0,1.0,0.08,0.8
Panama,11,2970,É. Davis,True,Vila Nova,Brazil,Goiano - 1,0.0,0.0,,0.0,0.0,,0.6
Panama,11,2971,F. Escobar,True,Deportivo Saprissa,Costa-Rica,Primera División,1.0,90.0,8.11,0.0,0.0,,0.5
Panama,11,328148,E. Fariña,True,Nizhny Novgorod,Russia,Premier League,14.0,1084.0,6.82,0.0,0.0,0.0,0.8
