fixture_id,date,league_id,league_tag,season,neutral,home_id,home,away_id,away,gh,ga,venue_city
244952,2019-10-11T18:00:00+00:00,10,Friendlies,2019,0,31,Morocco,1526,Libya,1,1,
218350,2019-10-11T23:00:00+00:00,10,Friendlies,2019,0,7,Uruguay,30,Peru,1,0,
244953,2019-10-12T16:00:00+00:00,10,Friendlies,2019,0,8,Colombia,2383,Chile,0,0,
246534,2019-10-12T16:00:00+00:00,10,Friendlies,2019,0,1509,Guinea,1524,Comoros,0,1,
245855,2019-10-12T17:00:00+00:00,10,Friendlies,2019,0,28,Tunisia,1530,Cameroon,0,0,
244955,2019-10-13T12:00:00+00:00,10,Friendlies,2019,0,6,Brazil,19,Nigeria,1,1,
246990,2019-10-13T12:00:00+00:00,10,Friendlies,2019,0,1516,Benin,1507,Zambia,2,2,
246553,2019-10-13T13:00:00+00:00,10,Friendlies,2019,0,1506,Ethiopia,1519,Uganda,0,1,
246523,2019-10-13T13:00:00+00:00,10,Friendlies,2019,0,1511,Kenya,1512,Mozambique,0,1,
246991,2019-10-13T13:00:00+00:00,10,Friendlies,2019,0,1521,Equatorial Guinea,1534,Togo,1,1,
245856,2019-10-13T13:00:00+00:00,10,Friendlies,2019,0,1531,South Africa,1500,Mali,2,1,
244954,2019-10-13T14:00:00+00:00,10,Friendlies,2019,0,2382,Ecuador,26,Argentina,1,6,
246524,2019-10-13T17:00:00+00:00,10,Friendlies,2019,0,1501,Ivory Coast,1508,Congo DR,3,1,
240844,2019-10-13T18:45:00+00:00,10,Friendlies,2019,0,773,Slovakia,2380,Paraguay,1,1,
246992,2019-10-14T13:00:00+00:00,10,Friendlies,2019,0,1518,Lesotho,1495,Malawi,1,1,
246526,2019-10-14T16:00:00+00:00,10,Friendlies,2019,0,1514,Rwanda,1489,Tanzania,0,0,
246525,2019-10-14T17:00:00+00:00,10,Friendlies,2019,0,32,Egypt,1520,Botswana,1,0,
218351,2019-10-14T17:00:00+00:00,10,Friendlies,2019,0,770,Czechia,771,Northern Ireland,2,3,
218289,2019-10-14T22:00:00+00:00,10,Friendlies,2019,0,2379,Venezuela,5168,Trinidad and Tobago,2,0,
246535,2019-10-15T12:00:00+00:00,10,Friendlies,2019,0,1570,Kuwait,1539,Turkmenistan,1,1,
246528,2019-10-15T16:00:00+00:00,10,Friendlies,2019,0,2383,Chile,1509,Guinea,3,2,
218353,2019-10-15T17:00:00+00:00,10,Friendlies,2019,0,21,Denmark,1102,Luxembourg,4,0,
246536,2019-10-15T17:00:00+00:00,10,Friendlies,2019,0,1491,Mauritania,1526,Libya,0,0,
244956,2019-10-15T19:00:00+00:00,10,Friendlies,2019,0,31,Morocco,1503,Gabon,2,3,
244957,2019-10-15T19:00:00+00:00,10,Friendlies,2019,0,1532,Algeria,8,Colombia,3,0,
246986,2019-10-15T22:30:00+00:00,10,Friendlies,2019,0,5158,Bermuda,5161,Guatemala,0,0,
246527,2019-10-16T00:00:00+00:00,10,Friendlies,2019,0,2381,Bolivia,2386,Haiti,3,1,
218352,2019-10-16T01:30:00+00:00,10,Friendlies,2019,0,30,Peru,7,Uruguay,1,1,
255961,2019-11-07T10:30:00+00:00,10,Friendlies,2019,0,1556,Myanmar,1545,Nepal,3,0,
255954,2019-11-07T16:00:00+00:00,10,Friendlies,2019,0,32,Egypt,1525,Liberia,1,0,
292029,2019-11-08T01:00:00+00:00,10,Friendlies,2019,0,5164,Nicaragua,2388,Cuba,0,0,
247689,2019-11-09T12:00:00+00:00,10,Friendlies,2019,0,1568,Uzbekistan,1554,Kyrgyzstan,3,1,
247688,2019-11-09T12:45:00+00:00,10,Friendlies,2019,0,1538,Malaysia,1536,Tajikistan,1,0,
255963,2019-11-09T13:00:00+00:00,10,Friendlies,2019,0,1493,Namibia,1507,Zambia,0,2,
255960,2019-11-10T22:00:00+00:00,10,Friendlies,2019,0,5168,Trinidad and Tobago,8150,Anguilla,15,0,
292016,2019-11-11T00:00:00+00:00,10,Friendlies,2019,0,5164,Nicaragua,2388,Cuba,0,1,
291075,2019-11-14T12:30:00+00:00,10,Friendlies,2019,0,1543,Cambodia,5534,Mongolia,1,1,
255955,2019-11-14T16:30:00+00:00,10,Friendlies,2019,0,1569,Qatar,1546,Singapore,2,0,
218355,2019-11-14T17:00:00+00:00,10,Friendlies,2019,0,772,Ukraine,1101,Estonia,1,0,
247750,2019-11-14T17:00:00+00:00,10,Friendlies,2019,0,1103,Bulgaria,2380,Paraguay,0,1,
218354,2019-11-14T19:45:00+00:00,10,Friendlies,2019,0,776,Rep. Of Ireland,4673,New Zealand,3,1,
255956,2019-11-15T00:00:00+00:00,10,Friendlies,2019,0,2382,Ecuador,5168,Trinidad and Tobago,3,0,
247684,2019-11-15T17:00:00+00:00,10,Friendlies,2019,0,6,Brazil,26,Argentina,0,1,
218356,2019-11-15T18:00:00+00:00,10,Friendlies,2019,0,769,Hungary,7,Uruguay,1,2,
218316,2019-11-16T01:30:00+00:00,10,Friendlies,2019,0,8,Colombia,30,Peru,1,0,
218370,2019-11-17T14:00:00+00:00,10,Friendlies,2019,0,1097,Lithuania,4673,New Zealand,1,0,
255957,2019-11-18T19:15:00+00:00,10,Friendlies,2019,0,26,Argentina,7,Uruguay,2,2,
244958,2019-11-19T10:25:00+00:00,10,Friendlies,2019,0,12,Japan,2379,Venezuela,1,4,
247685,2019-11-19T13:30:00+00:00,10,Friendlies,2019,0,6,Brazil,17,South Korea,3,0,
255959,2019-11-19T16:30:00+00:00,10,Friendlies,2019,0,23,Saudi Arabia,2380,Paraguay,0,0,
218357,2019-11-19T17:00:00+00:00,10,Friendlies,2019,0,3,Croatia,1104,Georgia,2,1,
218371,2019-11-19T17:00:00+00:00,10,Friendlies,2019,0,1109,Montenegro,1100,Belarus,2,0,
291076,2019-11-19T18:00:00+00:00,10,Friendlies,2019,0,31,Morocco,1509,Guinea,3,1,
247686,2019-11-20T01:00:00+00:00,10,Friendlies,2019,0,2382,Ecuador,8,Colombia,0,1,
247687,2019-11-21T19:00:00+00:00,10,Friendlies,2019,0,5161,Guatemala,5526,Antigua and Barbuda,8,0,
313278,2020-01-08T00:30:00+00:00,10,Friendlies,2020,0,5527,Barbados,5529,Canada,1,4,"Irvine, California"
313196,2020-01-09T17:00:00+00:00,10,Friendlies,2020,0,5,Sweden,1114,Moldova,1,0,
313279,2020-01-11T00:30:00+00:00,10,Friendlies,2020,0,5527,Barbados,5529,Canada,1,4,"Irvine, California"
313197,2020-01-12T14:45:00+00:00,10,Friendlies,2020,0,5,Sweden,1111,Kosovo,1,0,
313198,2020-01-16T00:00:00+00:00,10,Friendlies,2020,0,18,Iceland,5529,Canada,1,0,"Irvine, California"
313199,2020-01-20T00:00:00+00:00,10,Friendlies,2020,0,18,Iceland,5159,El Salvador,1,0,"Carson, California"
315938,2020-01-25T13:00:00+00:00,10,Friendlies,2020,0,1498,Eritrea,1510,Sudan,0,1,Asmara
313200,2020-02-01T20:55:00+00:00,10,Friendlies,2020,0,2384,USA,29,Costa Rica,1,0,"Carson, California"
324087,2020-02-16T14:30:00+00:00,10,Friendlies,2020,0,1508,Congo DR,1530,Cameroon,0,1,
324086,2020-02-20T14:30:00+00:00,10,Friendlies,2020,0,1517,Congo,1530,Cameroon,1,1,
313236,2020-02-23T13:00:00+00:00,10,Friendlies,2020,0,1568,Uzbekistan,1100,Belarus,0,1,"Sharjah, Ajman"
323216,2020-02-24T14:30:00+00:00,10,Friendlies,2020,0,1530,Cameroon,1514,Rwanda,0,0,
313201,2020-02-26T15:00:00+00:00,10,Friendlies,2020,0,1103,Bulgaria,1100,Belarus,0,1,Sofia
323226,2020-02-28T13:00:00+00:00,10,Friendlies,2020,0,1514,Rwanda,1517,Congo,0,0,Kigali
325570,2020-03-12T00:00:00+00:00,10,Friendlies,2020,0,2385,Jamaica,5158,Bermuda,2,0,Montego Bay
567203,2020-09-03T14:00:00+00:00,10,Friendlies,2020,0,1568,Uzbekistan,1536,Tajikistan,2,1,Tashkent
640102,2020-10-01T02:00:00+00:00,10,Friendlies,2020,0,16,Mexico,5161,Guatemala,3,0,D.F.
634733,2020-10-07T01:00:00+00:00,10,Friendlies,2020,0,5164,Nicaragua,5161,Guatemala,0,0,Managua
640114,2020-10-07T13:00:00+00:00,10,Friendlies,2020,0,1507,Zambia,1495,Malawi,1,0,Lusaka
567475,2020-10-07T16:00:00+00:00,10,Friendlies,2020,0,21,Denmark,1098,Faroe Islands,4,0,Herning
598355,2020-10-07T16:00:00+00:00,10,Friendlies,2020,0,1101,Estonia,1097,Lithuania,1,3,Tallinn
598333,2020-10-07T16:00:00+00:00,10,Friendlies,2020,0,1106,Cyprus,770,Czechia,1,2,Larnaca
598359,2020-10-07T16:00:00+00:00,10,Friendlies,2020,0,1109,Montenegro,1092,Latvia,1,1,Podgorica
598357,2020-10-07T16:00:00+00:00,10,Friendlies,2020,0,1112,Malta,1093,Gibraltar,2,0,Ta'Qali
598356,2020-10-07T18:15:00+00:00,10,Friendlies,2020,0,1102,Luxembourg,1107,Liechtenstein,1,2,Luxembourg
598334,2020-10-07T18:30:00+00:00,10,Friendlies,2020,0,775,Austria,1117,Greece,2,1,Klagenfurt am Wörthersee
598337,2020-10-07T18:45:00+00:00,10,Friendlies,2020,0,15,Switzerland,3,Croatia,1,2,St. Gallen
598335,2020-10-07T18:45:00+00:00,10,Friendlies,2020,0,24,Poland,1099,Finland,5,1,Gdańsk
598332,2020-10-07T18:45:00+00:00,10,Friendlies,2020,0,25,Germany,777,Türkiye,3,3,Köln
598339,2020-10-07T18:45:00+00:00,10,Friendlies,2020,0,27,Portugal,9,Spain,0,0,Lisboa
598336,2020-10-07T18:45:00+00:00,10,Friendlies,2020,0,768,Italy,1114,Moldova,6,0,Firenze
598331,2020-10-07T18:45:00+00:00,10,Friendlies,2020,0,1091,Slovenia,1115,San Marino,4,0,Ljubljana
598358,2020-10-07T18:45:00+00:00,10,Friendlies,2020,0,1110,andorra,1533,Cape Verde Islands,1,2,Andorra la Vella
598338,2020-10-07T18:45:00+00:00,10,Friendlies,2020,0,1118,Netherlands,16,Mexico,0,1,Amsterdam
634728,2020-10-07T19:10:00+00:00,10,Friendlies,2020,0,2,France,772,Ukraine,7,1,Saint-Denis
598330,2020-10-08T13:00:00+00:00,10,Friendlies,2020,0,1568,Uzbekistan,22,Iran,1,2,Tashkent
640103,2020-10-08T16:00:00+00:00,10,Friendlies,2020,0,1531,South Africa,1493,Namibia,1,1,"Phokeng, NW"
598340,2020-10-08T16:15:00+00:00,10,Friendlies,2020,0,4,Russia,5,Sweden,1,2,Moskva
640104,2020-10-08T18:45:00+00:00,10,Friendlies,2020,0,1,Belgium,1501,Ivory Coast,1,1,Brussel
598342,2020-10-08T19:00:00+00:00,10,Friendlies,2020,0,10,England,767,Wales,3,0,London
634729,2020-10-09T12:00:00+00:00,10,Friendlies,2020,0,12,Japan,1530,Cameroon,0,0,Utrecht
640106,2020-10-09T13:00:00+00:00,10,Friendlies,2020,0,1511,Kenya,1507,Zambia,2,1,Nairobi
640563,2020-10-09T15:00:00+00:00,10,Friendlies,2020,0,28,Tunisia,1510,Sudan,3,0,Radès
634736,2020-10-09T15:00:00+00:00,10,Friendlies,2020,0,1502,Burkina Faso,1508,Congo DR,3,0,Mazghan
634737,2020-10-09T16:00:00+00:00,10,Friendlies,2020,0,1517,Congo,1492,Gambia,0,1,Parchal
640116,2020-10-09T17:00:00+00:00,10,Friendlies,2020,0,1491,Mauritania,1499,Sierra Leone,2,1,Nouakchott
640105,2020-10-09T17:00:00+00:00,10,Friendlies,2020,0,1500,Mali,1504,Ghana,3,0,Side
625660,2020-10-09T18:00:00+00:00,10,Friendlies,2020,0,31,Morocco,13,Senegal,3,1,Rabat
611892,2020-10-09T18:30:00+00:00,10,Friendlies,2020,0,19,Nigeria,1501,Ivory Coast,0,1,St. Veit an der Glan
611893,2020-10-10T14:00:00+00:00,10,Friendlies,2020,0,1530,Cameroon,1496,South Sudan,0,0,
634738,2020-10-10T14:00:00+00:00,10,Friendlies,2020,0,1533,Cape Verde Islands,1509,Guinea,1,2,Albufeira
634730,2020-10-11T00:00:00+00:00,10,Friendlies,2020,0,4672,Honduras,5164,Nicaragua,1,1,Comayagua
640564,2020-10-11T02:00:00+00:00,10,Friendlies,2020,0,29,Costa Rica,11,Panama,0,1,San José
640117,2020-10-11T12:30:00+00:00,10,Friendlies,2020,0,1495,Malawi,1522,Zimbabwe,0,0,Blantyre
640107,2020-10-11T13:00:00+00:00,10,Friendlies,2020,0,1489,Tanzania,1528,Burundi,0,1,Dar-es-Salaam
640108,2020-10-11T13:00:00+00:00,10,Friendlies,2020,0,1531,South Africa,1507,Zambia,1,2,"Phokeng, NW"
640118,2020-10-11T15:00:00+00:00,10,Friendlies,2020,0,1503,Gabon,1516,Benin,0,2,Lisboa
640120,2020-10-12T14:00:00+00:00,10,Friendlies,2020,0,1534,Togo,1510,Sudan,1,1,Tunis
634734,2020-10-12T14:20:00+00:00,10,Friendlies,2020,0,1563,United Arab Emirates,1568,Uzbekistan,1,2,Dubai
640109,2020-10-12T15:30:00+00:00,10,Friendlies,2020,0,1504,Ghana,1569,Qatar,5,1,Antalya
640119,2020-10-12T17:00:00+00:00,10,Friendlies,2020,0,1490,Madagascar,1502,Burkina Faso,1,2,Mazghan
634731,2020-10-13T14:45:00+00:00,10,Friendlies,2020,0,12,Japan,1501,Ivory Coast,1,0,Utrecht
625661,2020-10-13T18:00:00+00:00,10,Friendlies,2020,0,31,Morocco,1508,Congo DR,1,1,Rabat
611895,2020-10-13T18:30:00+00:00,10,Friendlies,2020,0,19,Nigeria,28,Tunisia,1,1,St. Veit an der Glan
640111,2020-10-13T19:00:00+00:00,10,Friendlies,2020,0,16,Mexico,1532,Algeria,2,2,Den Haag
640565,2020-10-14T02:00:00+00:00,10,Friendlies,2020,0,29,Costa Rica,11,Panama,0,1,San José
644700,2020-10-22T13:00:00+00:00,10,Friendlies,2020,0,1506,Ethiopia,1507,Zambia,2,3,Addis Abeba
644702,2020-10-25T13:00:00+00:00,10,Friendlies,2020,0,1506,Ethiopia,1507,Zambia,1,3,Addis Abeba
644704,2020-11-07T15:30:00+00:00,10,Friendlies,2020,0,1547,Bahrain,1536,Tajikistan,1,0,Dubai
598348,2020-11-11T14:45:00+00:00,10,Friendlies,2020,0,1117,Greece,1106,Cyprus,2,1,Athens
646698,2020-11-11T15:00:00+00:00,10,Friendlies,2020,0,778,Albania,1111,Kosovo,2,1,Elbasan
644688,2020-11-11T17:00:00+00:00,10,Friendlies,2020,0,774,Romania,1100,Belarus,5,3,Ploieşti
640113,2020-11-11T17:00:00+00:00,10,Friendlies,2020,0,1097,Lithuania,1098,Faroe Islands,2,1,Vilnius
598363,2020-11-11T17:00:00+00:00,10,Friendlies,2020,0,1109,Montenegro,1095,Kazakhstan,0,0,Podgorica
598361,2020-11-11T17:00:00+00:00,10,Friendlies,2020,0,1112,Malta,1107,Liechtenstein,3,0,Ta'Qali
598362,2020-11-11T17:00:00+00:00,10,Friendlies,2020,0,1115,San Marino,1092,Latvia,0,3,Serravalle
646695,2020-11-11T17:30:00+00:00,10,Friendlies,2020,0,1103,Bulgaria,1093,Gibraltar,3,0,Sofia
598349,2020-11-11T17:45:00+00:00,10,Friendlies,2020,0,777,Türkiye,3,Croatia,3,3,İstanbul
598345,2020-11-11T18:30:00+00:00,10,Friendlies,2020,0,21,Denmark,5,Sweden,2,0,Brøndby
598347,2020-11-11T19:30:00+00:00,10,Friendlies,2020,0,1102,Luxembourg,775,Austria,0,3,Luxembourg
598350,2020-11-11T19:45:00+00:00,10,Friendlies,2020,0,1,Belgium,15,Switzerland,2,1,Heverlee
608270,2020-11-11T19:45:00+00:00,10,Friendlies,2020,0,24,Poland,772,Ukraine,2,0,Chorzów
598346,2020-11-11T19:45:00+00:00,10,Friendlies,2020,0,25,Germany,770,Czechia,1,0,Leipzig
598352,2020-11-11T19:45:00+00:00,10,Friendlies,2020,0,27,Portugal,1110,andorra,7,0,Lisboa
598351,2020-11-11T19:45:00+00:00,10,Friendlies,2020,0,768,Italy,1101,Estonia,4,0,Firenze
598343,2020-11-11T19:45:00+00:00,10,Friendlies,2020,0,1091,Slovenia,1096,Azerbaijan,0,0,Ljubljana
598344,2020-11-11T19:45:00+00:00,10,Friendlies,2020,0,1118,Netherlands,9,Spain,1,1,Amsterdam
640112,2020-11-11T20:10:00+00:00,10,Friendlies,2020,0,2,France,1099,Finland,0,2,Saint-Denis
644707,2020-11-12T14:00:00+00:00,10,Friendlies,2020,0,1551,Lebanon,1547,Bahrain,1,3,Dubai
644706,2020-11-12T14:00:00+00:00,10,Friendlies,2020,0,1563,United Arab Emirates,1536,Tajikistan,3,2,Dubai
644705,2020-11-12T15:00:00+00:00,10,Friendlies,2020,0,1548,Jordan,1567,Iraq,0,0,Dubai
640121,2020-11-12T16:00:00+00:00,10,Friendlies,2020,0,1568,Uzbekistan,1565,Syria,0,1,Sharjah
644690,2020-11-12T17:00:00+00:00,10,Friendlies,2020,0,1113,Bosnia & Herzegovina,22,Iran,0,2,Sarajevo
598353,2020-11-12T17:00:00+00:00,10,Friendlies,2020,0,1114,Moldova,4,Russia,0,0,Chişinău
644691,2020-11-12T19:45:00+00:00,10,Friendlies,2020,0,767,Wales,2384,USA,0,0,Swansea
644692,2020-11-12T20:00:00+00:00,10,Friendlies,2020,0,10,England,776,Rep. Of Ireland,3,0,London
644708,2020-11-13T11:00:00+00:00,10,Friendlies,2020,0,1560,Bangladesh,1545,Nepal,2,0,Dhaka
644693,2020-11-13T14:15:00+00:00,10,Friendlies,2020,0,12,Japan,11,Panama,1,0,Graz
646696,2020-11-13T17:00:00+00:00,10,Friendlies,2020,0,29,Costa Rica,1569,Qatar,1,1,Maria Enzersdorf
644694,2020-11-14T16:30:00+00:00,10,Friendlies,2020,0,23,Saudi Arabia,2385,Jamaica,3,0,Riyadh
644695,2020-11-14T20:00:00+00:00,10,Friendlies,2020,0,16,Mexico,17,South Korea,3,2,Wiener Neustadt
644696,2020-11-15T17:00:00+00:00,10,Friendlies,2020,0,5161,Guatemala,4672,Honduras,2,1,Ciudad de Guatemala
646699,2020-11-16T14:00:00+00:00,10,Friendlies,2020,0,1563,United Arab Emirates,1547,Bahrain,1,3,Dubai
644709,2020-11-16T16:00:00+00:00,10,Friendlies,2020,0,1548,Jordan,1565,Syria,1,0,Sharjah
646697,2020-11-16T19:45:00+00:00,10,Friendlies,2020,0,2384,USA,11,Panama,6,2,Wiener Neustadt
644710,2020-11-17T11:00:00+00:00,10,Friendlies,2020,0,1560,Bangladesh,1545,Nepal,0,0,Dhaka
644697,2020-11-17T13:00:00+00:00,10,Friendlies,2020,0,17,South Korea,1569,Qatar,2,1,Maria Enzersdorf
640122,2020-11-17T14:00:00+00:00,10,Friendlies,2020,0,1568,Uzbekistan,1567,Iraq,1,2,Dubai
644698,2020-11-17T16:30:00+00:00,10,Friendlies,2020,0,23,Saudi Arabia,2385,Jamaica,1,2,Riyadh
644699,2020-11-17T20:00:00+00:00,10,Friendlies,2020,0,12,Japan,16,Mexico,0,2,Graz
648908,2020-12-10T00:30:00+00:00,10,Friendlies,2020,0,2384,USA,5159,El Salvador,6,0,"Fort Lauderdale, Florida"
349614,2021-11-14T17:00:00+00:00,10,Friendlies,2020,0,776,Rep. Of Ireland,1102,Luxembourg,0,3,
656116,2021-01-12T15:30:00+00:00,10,Friendlies,2021,0,1563,United Arab Emirates,1567,Iraq,0,0,Dubai
656117,2021-01-18T14:45:00+00:00,10,Friendlies,2021,0,1570,Kuwait,1562,Palestine,0,1,Kuwait City
654822,2021-01-19T21:00:00+00:00,10,Friendlies,2021,0,5532,Dominican Republic,5539,Puerto Rico,0,1,Santo Domingo
657761,2021-01-23T00:00:00+00:00,10,Friendlies,2021,0,5161,Guatemala,5539,Puerto Rico,1,0,Ciudad de Guatemala
654814,2021-01-25T21:00:00+00:00,10,Friendlies,2021,0,5532,Dominican Republic,14,Serbia,0,0,Santo Domingo
663685,2021-01-27T15:00:00+00:00,10,Friendlies,2021,0,1567,Iraq,1570,Kuwait,2,1,Basra
663684,2021-01-29T00:00:00+00:00,10,Friendlies,2021,0,11,Panama,14,Serbia,0,0,Ciudad de Panamá
658866,2021-02-01T00:00:00+00:00,10,Friendlies,2021,0,2384,USA,5168,Trinidad and Tobago,7,0,"Orlando, Florida"
658870,2021-02-01T14:00:00+00:00,10,Friendlies,2021,0,1548,Jordan,1536,Tajikistan,2,0,Dubai
658871,2021-02-05T14:00:00+00:00,10,Friendlies,2021,0,1548,Jordan,1536,Tajikistan,0,1,Dubai
656830,2021-02-15T13:00:00+00:00,10,Friendlies,2021,0,1568,Uzbekistan,1548,Jordan,2,0,Dubai
679784,2021-02-24T21:00:00+00:00,10,Friendlies,2021,0,5161,Guatemala,5164,Nicaragua,1,0,Ciudad de Guatemala
685789,2021-03-13T12:00:00+00:00,10,Friendlies,2021,0,1511,Kenya,1496,South Sudan,1,0,Nairobi
685790,2021-03-15T12:00:00+00:00,10,Friendlies,2021,0,1511,Kenya,1489,Tanzania,2,1,Nairobi
685796,2021-03-17T12:00:00+00:00,10,Friendlies,2021,0,1506,Ethiopia,1495,Malawi,4,0,Bahir Dar
654824,2021-03-20T13:45:00+00:00,10,Friendlies,2021,0,1552,Oman,1548,Jordan,0,0,Dubai
654825,2021-03-24T13:45:00+00:00,10,Friendlies,2021,0,1548,Jordan,1551,Lebanon,1,0,Dubai
675312,2021-03-24T17:00:00+00:00,10,Friendlies,2021,0,1100,Belarus,4672,Honduras,1,1,Zhodino
654815,2021-03-24T17:00:00+00:00,10,Friendlies,2021,0,1569,Qatar,1102,Luxembourg,1,0,Debrecen
673221,2021-03-24T19:45:00+00:00,10,Friendlies,2021,0,1111,Kosovo,1097,Lithuania,4,0,Pristina
683978,2021-03-25T10:20:00+00:00,10,Friendlies,2021,0,12,Japan,17,South Korea,3,0,Yokohama
679785,2021-03-25T13:45:00+00:00,10,Friendlies,2021,0,1552,Oman,1537,India,1,1,Dubai
683979,2021-03-25T17:20:00+00:00,10,Friendlies,2021,0,2384,USA,2385,Jamaica,4,1,Wiener Neustadt
683980,2021-03-25T17:30:00+00:00,10,Friendlies,2021,0,23,Saudi Arabia,1570,Kuwait,1,0,Riyadh
685893,2021-03-26T13:00:00+00:00,10,Friendlies,2021,0,1568,Uzbekistan,1504,Ghana,2,1,Namangan
685792,2021-03-27T01:00:00+00:00,10,Friendlies,2021,0,2383,Chile,2381,Bolivia,2,1,Rancagua
658867,2021-03-27T17:00:00+00:00,10,Friendlies,2021,0,1113,Bosnia & Herzegovina,29,Costa Rica,0,0,Zenica
673768,2021-03-27T17:00:00+00:00,10,Friendlies,2021,0,1569,Qatar,1096,Azerbaijan,2,1,Debrecen
654816,2021-03-27T20:00:00+00:00,10,Friendlies,2021,0,767,Wales,16,Mexico,1,0,Caerdydd
675313,2021-03-28T14:00:00+00:00,10,Friendlies,2021,0,1117,Greece,4672,Honduras,2,1,Thessaloníki
675314,2021-03-28T16:05:00+00:00,10,Friendlies,2021,0,771,Northern Ireland,2384,USA,1,2,Belfast
685897,2021-03-29T13:00:00+00:00,10,Friendlies,2021,0,1568,Uzbekistan,1567,Iraq,0,1,Tashkent
677595,2021-03-29T13:45:00+00:00,10,Friendlies,2021,0,1570,Kuwait,1551,Lebanon,1,1,Dubai
679786,2021-03-29T15:00:00+00:00,10,Friendlies,2021,0,1563,United Arab Emirates,1537,India,6,0,Dubai
685793,2021-03-29T20:30:00+00:00,10,Friendlies,2021,0,2382,Ecuador,2381,Bolivia,2,1,Sangolquí
697987,2021-03-30T13:00:00+00:00,10,Friendlies,2021,0,22,Iran,1565,Syria,3,0,Teheran
683987,2021-03-30T16:00:00+00:00,10,Friendlies,2021,0,1548,Jordan,1547,Bahrain,2,1,Riffa
656829,2021-03-30T18:45:00+00:00,10,Friendlies,2021,0,1569,Qatar,776,Rep. Of Ireland,1,1,Debrecen
658868,2021-03-30T20:00:00+00:00,10,Friendlies,2021,0,29,Costa Rica,16,Mexico,0,1,Wiener Neustadt
673220,2021-03-31T15:45:00+00:00,10,Friendlies,2021,0,5,Sweden,1101,Estonia,1,0,Solna
658869,2021-03-31T18:45:00+00:00,10,Friendlies,2021,0,15,Switzerland,1099,Finland,3,2,St. Gallen
675315,2021-05-23T18:00:00+00:00,10,Friendlies,2021,0,772,Ukraine,1547,Bahrain,1,1,Kharkiv
700414,2021-05-24T16:30:00+00:00,10,Friendlies,2021,0,1567,Iraq,1536,Tajikistan,0,0,Al Majma'ah
700411,2021-05-24T16:45:00+00:00,10,Friendlies,2021,0,1548,Jordan,1563,United Arab Emirates,1,5,Dubai
700401,2021-05-25T14:30:00+00:00,10,Friendlies,2021,0,1571,Indonesia,1553,Afghanistan,2,3,Dubai
705519,2021-05-25T15:00:00+00:00,10,Friendlies,2021,0,1564,Thailand,1552,Oman,0,1,Dubai
683981,2021-05-27T17:00:00+00:00,10,Friendlies,2021,0,777,Türkiye,1096,Azerbaijan,2,1,Alanya
705616,2021-05-28T16:30:00+00:00,10,Friendlies,2021,0,1547,Bahrain,1538,Malaysia,2,0,Riffa
697988,2021-05-28T18:45:00+00:00,10,Friendlies,2021,0,768,Italy,1115,San Marino,7,0,Cagliari
700415,2021-05-29T14:00:00+00:00,10,Friendlies,2021,0,1546,Singapore,1553,Afghanistan,1,1,Dubai
700402,2021-05-29T15:00:00+00:00,10,Friendlies,2021,0,1571,Indonesia,1552,Oman,1,3,Dubai
685894,2021-05-29T16:00:00+00:00,10,Friendlies,2021,0,5,Sweden,1099,Finland,2,0,Solna
705153,2021-05-29T16:30:00+00:00,10,Friendlies,2021,0,1567,Iraq,1545,Nepal,6,2,Al Majma'ah
700403,2021-05-29T16:45:00+00:00,10,Friendlies,2021,0,1564,Thailand,1536,Tajikistan,2,2,Sharjah
697990,2021-05-30T01:00:00+00:00,10,Friendlies,2021,0,16,Mexico,18,Iceland,2,1,"Arlington, Texas"
705131,2021-05-30T16:00:00+00:00,10,Friendlies,2021,0,1112,Malta,771,Northern Ireland,0,3,Klagenfurt am Wörthersee
697989,2021-05-30T18:00:00+00:00,10,Friendlies,2021,0,15,Switzerland,2384,USA,2,1,St. Gallen
705962,2021-05-31T17:00:00+00:00,10,Friendlies,2021,0,777,Türkiye,1509,Guinea,0,0,Antalya
700416,2021-05-31T17:00:00+00:00,10,Friendlies,2021,0,1548,Jordan,1542,Vietnam,1,1,Sharjah
654817,2021-06-01T16:00:00+00:00,10,Friendlies,2021,0,3,Croatia,1094,Armenia,1,1,Velika Gorica
697991,2021-06-01T16:00:00+00:00,10,Friendlies,2021,0,773,Slovakia,1103,Bulgaria,1,1,Ried Im Innkreis
700404,2021-06-01T16:00:00+00:00,10,Friendlies,2021,0,1105,FYR Macedonia,1091,Slovenia,1,1,Skopje
700412,2021-06-01T16:00:00+00:00,10,Friendlies,2021,0,1111,Kosovo,1115,San Marino,4,1,Pristina
697992,2021-06-01T18:45:00+00:00,10,Friendlies,2021,0,24,Poland,4,Russia,1,1,Wrocław
683985,2021-06-02T16:00:00+00:00,10,Friendlies,2021,0,1100,Belarus,1096,Azerbaijan,1,2,Minsk
672828,2021-06-02T16:00:00+00:00,10,Friendlies,2021,0,1113,Bosnia & Herzegovina,1109,Montenegro,0,0,Sarajevo
697994,2021-06-02T17:00:00+00:00,10,Friendlies,2021,0,1090,Norway,1102,Luxembourg,1,0,Málaga
675316,2021-06-02T18:45:00+00:00,10,Friendlies,2021,0,774,Romania,1104,Georgia,1,2,Ploieşti
697995,2021-06-02T18:45:00+00:00,10,Friendlies,2021,0,1118,Netherlands,1108,Scotland,2,2,São João da Venda
