fixture_id,date,season,league_tag,neutral,team,team_id,opp,opp_id,is_home,corners,yellow,red,shots,sot,fouls,possession
1323314,2025-10-09,2024,WCQ_Europe,0,Bosnia & Herzegovina,1113,Cyprus,1106,0,5.0,4.0,,14.0,6.0,19.0,36.0
1436809,2025-10-09,2025,Friendlies,0,Poland,24,New Zealand,4673,1,7.0,1.0,,17.0,3.0,17.0,55.0
1436809,2025-10-09,2025,Friendlies,0,New Zealand,4673,Poland,24,0,4.0,3.0,,12.0,4.0,12.0,45.0
1352905,2025-10-09,2025,Friendlies,0,England,10,Wales,767,1,8.0,2.0,,17.0,5.0,10.0,64.0
1352905,2025-10-09,2025,Friendlies,0,Wales,767,England,10,0,2.0,1.0,,10.0,2.0,9.0,36.0
1366297,2025-10-09,2024,WCQ_Europe,0,Czechia,770,Croatia,3,1,5.0,0.0,,11.0,2.0,17.0,42.0
1366297,2025-10-09,2024,WCQ_Europe,0,Croatia,3,Czechia,770,0,6.0,2.0,,10.0,2.0,8.0,58.0
1323313,2025-10-09,2024,WCQ_Europe,0,Austria,775,San Marino,1115,1,4.0,1.0,,25.0,14.0,14.0,71.0
1323313,2025-10-09,2024,WCQ_Europe,0,San Marino,1115,Austria,775,0,2.0,3.0,,4.0,1.0,9.0,29.0
1366296,2025-10-09,2024,WCQ_Europe,0,Malta,1112,Netherlands,1118,1,1.0,5.0,,7.0,0.0,15.0,37.0
1366296,2025-10-09,2024,WCQ_Europe,0,Netherlands,1118,Malta,1112,0,6.0,2.0,,22.0,8.0,6.0,63.0
1323311,2025-10-09,2024,WCQ_Europe,0,Scotland,1108,Greece,1117,1,4.0,2.0,,8.0,3.0,12.0,33.0
1323311,2025-10-09,2024,WCQ_Europe,0,Greece,1117,Scotland,1108,0,4.0,4.0,,15.0,3.0,19.0,67.0
1126080,2025-10-09,2023,WCQ_Africa,0,Somalia,8050,Algeria,1532,1,,1.0,0.0,,,,
1126080,2025-10-09,2023,WCQ_Africa,0,Algeria,1532,Somalia,8050,0,,1.0,0.0,,,,
1484886,2025-10-09,2025,Friendlies,0,Uzbekistan,1568,Kuwait,1570,1,4.0,1.0,0.0,,4.0,12.0,43.0
1484886,2025-10-09,2025,Friendlies,0,Kuwait,1570,Uzbekistan,1568,0,2.0,1.0,0.0,,4.0,7.0,57.0
1479251,2025-10-08,2026,WCQ_Asia,0,Indonesia,1571,Saudi Arabia,23,1,3.0,3.0,0.0,10.0,5.0,18.0,45.0
1479251,2025-10-08,2026,WCQ_Asia,0,Saudi Arabia,23,Indonesia,1571,0,5.0,3.0,1.0,17.0,10.0,9.0,55.0
1126062,2025-10-08,2023,WCQ_Africa,0,Djibouti,1535,Egypt,32,1,,2.0,0.0,,,,
1126062,2025-10-08,2023,WCQ_Africa,0,Egypt,32,Djibouti,1535,0,,2.0,0.0,,,,
1126087,2025-10-08,2023,WCQ_Africa,0,Central African Republic,1527,Ghana,1504,1,,2.0,0.0,,,,
1126087,2025-10-08,2023,WCQ_Africa,0,Ghana,1504,Central African Republic,1527,0,,1.0,0.0,,,,
1479250,2025-10-08,2026,WCQ_Asia,0,Oman,1552,Qatar,1569,1,2.0,2.0,,6.0,1.0,15.0,30.0
1479250,2025-10-08,2026,WCQ_Asia,0,Qatar,1569,Oman,1552,0,5.0,2.0,,13.0,2.0,9.0,70.0
1126072,2025-10-08,2023,WCQ_Africa,0,Libya,1526,Cape Verde Islands,1533,1,,2.0,0.0,,,,
1126072,2025-10-08,2023,WCQ_Africa,0,Cape Verde Islands,1533,Libya,1526,0,,1.0,0.0,,,,
1397447,2025-09-10,2026,WCQ_CONCACAF,0,Costa Rica,29,Haiti,2386,1,1.0,,,8.0,4.0,1.0,38.0
1397447,2025-09-10,2026,WCQ_CONCACAF,0,Haiti,2386,Costa Rica,29,0,0.0,,,1.0,0.0,1.0,62.0
1375500,2025-09-10,2025,Friendlies,0,Mexico,16,South Korea,17,1,3.0,1.0,,14.0,6.0,12.0,54.0
1375500,2025-09-10,2025,Friendlies,0,South Korea,17,Mexico,16,0,1.0,0.0,,9.0,3.0,13.0,46.0
1466347,2025-09-10,2026,WCQ_CONCACAF,0,Curaçao,5530,Bermuda,5158,1,10.0,2.0,0.0,23.0,10.0,11.0,65.0
1466347,2025-09-10,2026,WCQ_CONCACAF,0,Bermuda,5158,Curaçao,5530,0,3.0,1.0,0.0,6.0,3.0,16.0,35.0
1100319,2025-09-09,2026,WCQ_SA,0,Venezuela,2379,Colombia,8,1,3.0,,,11.0,8.0,14.0,36.0
1100319,2025-09-09,2026,WCQ_SA,0,Colombia,8,Venezuela,2379,0,2.0,,,13.0,9.0,16.0,64.0
1100318,2025-09-09,2026,WCQ_SA,0,Bolivia,2381,Brazil,6,1,5.0,0.0,,23.0,10.0,18.0,42.0
1100318,2025-09-09,2026,WCQ_SA,0,Brazil,6,Bolivia,2381,0,4.0,2.0,,10.0,3.0,9.0,58.0
1100321,2025-09-09,2026,WCQ_SA,0,Chile,2383,Uruguay,7,1,8.0,1.0,,16.0,3.0,8.0,50.0
1100321,2025-09-09,2026,WCQ_SA,0,Uruguay,7,Chile,2383,0,3.0,1.0,,6.0,3.0,14.0,50.0
1375501,2025-09-09,2025,Friendlies,0,USA,2384,Japan,12,1,0.0,,,4.0,2.0,1.0,62.0
1375501,2025-09-09,2025,Friendlies,0,Japan,12,USA,2384,0,1.0,,,2.0,2.0,3.0,38.0
1100322,2025-09-09,2026,WCQ_SA,0,Peru,30,Paraguay,2380,1,6.0,0.0,,12.0,3.0,6.0,54.0
1100322,2025-09-09,2026,WCQ_SA,0,Paraguay,2380,Peru,30,0,7.0,1.0,,7.0,5.0,12.0,46.0
1100320,2025-09-09,2026,WCQ_SA,0,Ecuador,2382,Argentina,26,1,2.0,4.0,1.0,11.0,4.0,13.0,43.0
1100320,2025-09-09,2026,WCQ_SA,0,Argentina,26,Ecuador,2382,0,8.0,3.0,1.0,8.0,0.0,10.0,57.0
1126050,2025-09-09,2023,WCQ_Africa,0,Gabon,1503,Ivory Coast,1501,1,,0.0,0.0,,,,
1126050,2025-09-09,2023,WCQ_Africa,0,Ivory Coast,1501,Gabon,1503,0,,2.0,0.0,,,,
1366293,2025-09-09,2024,WCQ_Europe,0,France,2,Iceland,18,1,3.0,3.0,1.0,20.0,8.0,12.0,63.0
1366293,2025-09-09,2024,WCQ_Europe,0,Iceland,18,France,2,0,2.0,2.0,0.0,7.0,2.0,13.0,37.0
1323310,2025-09-09,2024,WCQ_Europe,0,Serbia,14,England,10,1,2.0,1.0,1.0,3.0,0.0,11.0,30.0
1323310,2025-09-09,2024,WCQ_Europe,0,England,10,Serbia,14,0,6.0,1.0,0.0,24.0,12.0,10.0,70.0
1352904,2025-09-09,2025,Friendlies,0,Wales,767,Canada,5529,1,3.0,4.0,,6.0,3.0,16.0,63.0
1352904,2025-09-09,2025,Friendlies,0,Canada,5529,Wales,767,0,4.0,3.0,,12.0,2.0,16.0,37.0
1323303,2025-09-09,2024,WCQ_Europe,0,Norway,1090,Moldova,1114,1,4.0,0.0,,34.0,17.0,6.0,71.0
1323303,2025-09-09,2024,WCQ_Europe,0,Moldova,1114,Norway,1090,0,1.0,1.0,,2.0,0.0,10.0,29.0
1366294,2025-09-09,2024,WCQ_Europe,0,Hungary,769,Portugal,27,1,1.0,1.0,,5.0,2.0,6.0,31.0
1366294,2025-09-09,2024,WCQ_Europe,0,Portugal,27,Hungary,769,0,6.0,2.0,,15.0,7.0,9.0,69.0
1323307,2025-09-09,2024,WCQ_Europe,0,Bosnia & Herzegovina,1113,Austria,775,1,3.0,2.0,0.0,16.0,3.0,16.0,42.0
1323307,2025-09-09,2024,WCQ_Europe,0,Austria,775,Bosnia & Herzegovina,1113,0,2.0,5.0,1.0,11.0,5.0,21.0,58.0
1126041,2025-09-09,2023,WCQ_Africa,0,South Africa,1531,Nigeria,19,1,2.0,3.0,0.0,5.0,1.0,11.0,54.0
1126041,2025-09-09,2023,WCQ_Africa,0,Nigeria,19,South Africa,1531,0,3.0,2.0,0.0,4.0,1.0,19.0,46.0
1126038,2025-09-09,2023,WCQ_Africa,0,Congo DR,1508,Senegal,13,1,,0.0,0.0,,,,
1126038,2025-09-09,2023,WCQ_Africa,0,Senegal,13,Congo DR,1508,0,,2.0,0.0,,,,
1126035,2025-09-09,2023,WCQ_Africa,0,Burkina Faso,1502,Egypt,32,1,,1.0,0.0,,,,
1126035,2025-09-09,2023,WCQ_Africa,0,Egypt,32,Burkina Faso,1502,0,,1.0,0.0,,,,
1126044,2025-09-09,2023,WCQ_Africa,0,Cape Verde Islands,1533,Cameroon,1530,1,,2.0,0.0,,,,
1126044,2025-09-09,2023,WCQ_Africa,0,Cameroon,1530,Cape Verde Islands,1533,0,,2.0,0.0,,,,
1396842,2025-09-09,2025,Friendlies,0,New Zealand,4673,Australia,20,1,2.0,3.0,,8.0,4.0,12.0,56.0
1396842,2025-09-09,2025,Friendlies,0,Australia,20,New Zealand,4673,0,2.0,1.0,,13.0,6.0,9.0,44.0
1397443,2025-09-09,2026,WCQ_CONCACAF,0,Panama,11,Guatemala,5161,1,6.0,3.0,,18.0,6.0,22.0,72.0
1397443,2025-09-09,2026,WCQ_CONCACAF,0,Guatemala,5161,Panama,11,0,2.0,3.0,,7.0,1.0,11.0,28.0
1126059,2025-09-08,2023,WCQ_Africa,0,Ghana,1504,Mali,1500,1,,2.0,0.0,,,,
1126059,2025-09-08,2023,WCQ_Africa,0,Mali,1500,Ghana,1504,0,,0.0,0.0,,,,
1323300,2025-09-08,2024,WCQ_Europe,0,Kosovo,1111,Sweden,5,1,1.0,5.0,1.0,11.0,5.0,13.0,32.0
1323300,2025-09-08,2024,WCQ_Europe,0,Sweden,5,Kosovo,1111,0,5.0,4.0,0.0,14.0,5.0,12.0,68.0
1323302,2025-09-08,2024,WCQ_Europe,0,Belarus,1100,Scotland,1108,1,2.0,2.0,,6.0,3.0,14.0,27.0
1323302,2025-09-08,2024,WCQ_Europe,0,Scotland,1108,Belarus,1100,0,2.0,1.0,,14.0,8.0,10.0,73.0
1323301,2025-09-08,2024,WCQ_Europe,0,Switzerland,15,Slovenia,1091,1,5.0,0.0,,12.0,6.0,10.0,65.0
1323301,2025-09-08,2024,WCQ_Europe,0,Slovenia,1091,Switzerland,15,0,2.0,2.0,,6.0,1.0,15.0,35.0
1366292,2025-09-08,2024,WCQ_Europe,0,Croatia,3,Montenegro,1109,1,7.0,1.0,0.0,32.0,13.0,10.0,75.0
1366292,2025-09-08,2024,WCQ_Europe,0,Montenegro,1109,Croatia,3,0,3.0,3.0,1.0,3.0,1.0,6.0,25.0
1396841,2025-09-08,2025,Friendlies,0,Czechia,770,Saudi Arabia,23,1,1.0,2.0,,6.0,1.0,20.0,35.0
1396841,2025-09-08,2025,Friendlies,0,Saudi Arabia,23,Czechia,770,0,2.0,3.0,,9.0,5.0,9.0,65.0
1126053,2025-09-08,2023,WCQ_Africa,0,Guinea,1509,Algeria,1532,1,,1.0,0.0,,,,
1126053,2025-09-08,2023,WCQ_Africa,0,Algeria,1532,Guinea,1509,0,,1.0,0.0,,,,
1126056,2025-09-08,2023,WCQ_Africa,0,Equatorial Guinea,1521,Tunisia,28,1,,1.0,0.0,,,,
1126056,2025-09-08,2023,WCQ_Africa,0,Tunisia,28,Equatorial Guinea,1521,0,,5.0,0.0,,,,
1126047,2025-09-08,2023,WCQ_Africa,0,Zambia,1507,Morocco,31,1,6.0,1.0,,12.0,4.0,12.0,72.0
1126047,2025-09-08,2023,WCQ_Africa,0,Morocco,31,Zambia,1507,0,1.0,4.0,,9.0,3.0,15.0,28.0
1366289,2025-09-07,2024,WCQ_Europe,0,Türkiye,777,Spain,9,1,8.0,,,11.0,2.0,6.0,50.0
1366289,2025-09-07,2024,WCQ_Europe,0,Spain,9,Türkiye,777,0,4.0,,,21.0,12.0,9.0,50.0
1366288,2025-09-07,2024,WCQ_Europe,0,Germany,25,Northern Ireland,771,1,3.0,1.0,,11.0,6.0,9.0,80.0
1366288,2025-09-07,2024,WCQ_Europe,0,Northern Ireland,771,Germany,25,0,5.0,4.0,,3.0,1.0,13.0,20.0
1323299,2025-09-07,2024,WCQ_Europe,0,Belgium,1,Kazakhstan,1095,1,11.0,0.0,,35.0,15.0,6.0,75.0
1323299,2025-09-07,2024,WCQ_Europe,0,Kazakhstan,1095,Belgium,1,0,1.0,2.0,,5.0,2.0,10.0,25.0
1366287,2025-09-07,2024,WCQ_Europe,0,Lithuania,1097,Netherlands,1118,1,1.0,2.0,,4.0,3.0,13.0,27.0
1366287,2025-09-07,2024,WCQ_Europe,0,Netherlands,1118,Lithuania,1097,0,7.0,0.0,,14.0,7.0,10.0,73.0
1431009,2025-09-07,2025,Friendlies,0,Qatar,1569,Russia,4,1,3.0,0.0,,4.0,2.0,5.0,41.0
1431009,2025-09-07,2025,Friendlies,0,Russia,4,Qatar,1569,0,6.0,2.0,,19.0,7.0,14.0,59.0
1375499,2025-09-07,2025,Friendlies,0,Mexico,16,Japan,12,1,1.0,0.0,1.0,8.0,1.0,18.0,51.0
1375499,2025-09-07,2025,Friendlies,0,Japan,12,Mexico,16,0,3.0,1.0,0.0,9.0,2.0,20.0,49.0
1375498,2025-09-06,2025,Friendlies,0,USA,2384,South Korea,17,1,6.0,1.0,,18.0,5.0,8.0,54.0
1375498,2025-09-06,2025,Friendlies,0,South Korea,17,USA,2384,0,3.0,0.0,,5.0,4.0,4.0,46.0
1323294,2025-09-06,2024,WCQ_Europe,0,San Marino,1115,Bosnia & Herzegovina,1113,1,0.0,2.0,1.0,4.0,1.0,17.0,28.0
1323294,2025-09-06,2024,WCQ_Europe,0,Bosnia & Herzegovina,1113,San Marino,1115,0,6.0,2.0,0.0,22.0,10.0,20.0,72.0
1323293,2025-09-06,2024,WCQ_Europe,0,Austria,775,Cyprus,1106,1,7.0,1.0,,10.0,3.0,14.0,71.0
1323293,2025-09-06,2024,WCQ_Europe,0,Cyprus,1106,Austria,775,0,3.0,4.0,,16.0,5.0,6.0,29.0
1366286,2025-09-06,2024,WCQ_Europe,0,Armenia,1094,Portugal,27,1,2.0,1.0,,7.0,3.0,10.0,29.0
1366286,2025-09-06,2024,WCQ_Europe,0,Portugal,27,Armenia,1094,0,4.0,0.0,,24.0,9.0,7.0,71.0
1323291,2025-09-06,2024,WCQ_Europe,0,England,10,Andorra,1110,1,8.0,1.0,,11.0,7.0,10.0,83.0
1323291,2025-09-06,2024,WCQ_Europe,0,Andorra,1110,England,10,0,0.0,1.0,,2.0,0.0,8.0,17.0
1397440,2025-09-06,2026,WCQ_CONCACAF,0,Trinidad and Tobago,5168,Curaçao,5530,1,4.0,5.0,,14.0,7.0,13.0,49.0
1397440,2025-09-06,2026,WCQ_CONCACAF,0,Curaçao,5530,Trinidad and Tobago,5168,0,3.0,1.0,,5.0,2.0,10.0,51.0
1397442,2025-09-06,2026,WCQ_CONCACAF,0,Haiti,2386,Honduras,4672,1,8.0,,,15.0,7.0,12.0,45.0
1397442,2025-09-06,2026,WCQ_CONCACAF,0,Honduras,4672,Haiti,2386,0,5.0,,,14.0,3.0,7.0,55.0
1126022,2025-09-05,2023,WCQ_Africa,0,Morocco,31,Niger,1505,1,12.0,0.0,0.0,24.0,13.0,14.0,73.0
1126022,2025-09-05,2023,WCQ_Africa,0,Niger,1505,Morocco,31,0,3.0,4.0,1.0,2.0,1.0,12.0,27.0
1323289,2025-09-05,2024,WCQ_Europe,0,Montenegro,1109,Czechia,770,1,6.0,4.0,,22.0,5.0,13.0,51.0
1323289,2025-09-05,2024,WCQ_Europe,0,Czechia,770,Montenegro,1109,0,6.0,1.0,,20.0,10.0,16.0,49.0
1366283,2025-09-05,2024,WCQ_Europe,0,Ukraine,772,France,2,1,4.0,,,8.0,3.0,10.0,44.0
1366283,2025-09-05,2024,WCQ_Europe,0,France,2,Ukraine,772,0,4.0,,,16.0,6.0,8.0,56.0
1323284,2025-09-05,2024,WCQ_Europe,0,Slovenia,1091,Sweden,5,1,1.0,2.0,,9.0,4.0,19.0,40.0
1323284,2025-09-05,2024,WCQ_Europe,0,Sweden,5,Slovenia,1091,0,4.0,2.0,,6.0,2.0,21.0,60.0
1366285,2025-09-05,2024,WCQ_Europe,0,Faroe Islands,1098,Croatia,3,1,3.0,2.0,,6.0,3.0,12.0,26.0
1366285,2025-09-05,2024,WCQ_Europe,0,Croatia,3,Faroe Islands,1098,0,17.0,1.0,,26.0,8.0,8.0,74.0
1323285,2025-09-05,2024,WCQ_Europe,0,Switzerland,15,Kosovo,1111,1,3.0,2.0,,10.0,5.0,11.0,62.0
1323285,2025-09-05,2024,WCQ_Europe,0,Kosovo,1111,Switzerland,15,0,4.0,0.0,,7.0,1.0,10.0,38.0
1366282,2025-09-05,2024,WCQ_Europe,0,Denmark,21,Scotland,1108,1,13.0,3.0,,16.0,2.0,12.0,74.0
1366282,2025-09-05,2024,WCQ_Europe,0,Scotland,1108,Denmark,21,0,4.0,5.0,,11.0,1.0,15.0,26.0
1352745,2025-09-05,2025,Friendlies,0,Romania,774,Canada,5529,1,3.0,2.0,,11.0,2.0,14.0,60.0
1352745,2025-09-05,2025,Friendlies,0,Canada,5529,Romania,774,0,4.0,3.0,,16.0,8.0,18.0,40.0
1126015,2025-09-05,2023,WCQ_Africa,0,Lesotho,1518,South Africa,1531,1,0.0,2.0,,8.0,2.0,15.0,33.0
1126015,2025-09-05,2023,WCQ_Africa,0,South Africa,1531,Lesotho,1518,0,5.0,1.0,,8.0,6.0,11.0,67.0
1396840,2025-09-05,2025,Friendlies,0,Australia,20,New Zealand,4673,1,2.0,0.0,,6.0,3.0,11.0,46.0
1396840,2025-09-05,2025,Friendlies,0,New Zealand,4673,Australia,20,0,5.0,1.0,,9.0,4.0,12.0,54.0
1100315,2025-09-05,2026,WCQ_SA,0,Brazil,6,Chile,2383,1,4.0,1.0,,22.0,7.0,14.0,65.0
1100315,2025-09-05,2026,WCQ_SA,0,Chile,2383,Brazil,6,0,3.0,1.0,,3.0,0.0,11.0,35.0
1100314,2025-09-04,2026,WCQ_SA,0,Uruguay,7,Peru,30,1,6.0,2.0,,24.0,7.0,8.0,63.0
1100314,2025-09-04,2026,WCQ_SA,0,Peru,30,Uruguay,7,0,1.0,3.0,,11.0,3.0,14.0,37.0
1100313,2025-09-04,2026,WCQ_SA,0,Colombia,8,Bolivia,2381,1,4.0,1.0,,12.0,8.0,10.0,64.0
1100313,2025-09-04,2026,WCQ_SA,0,Bolivia,2381,Colombia,8,0,2.0,1.0,,8.0,3.0,7.0,36.0
1100316,2025-09-04,2026,WCQ_SA,0,Paraguay,2380,Ecuador,2382,1,6.0,3.0,,7.0,3.0,15.0,38.0
1100316,2025-09-04,2026,WCQ_SA,0,Ecuador,2382,Paraguay,2380,0,1.0,1.0,,6.0,1.0,8.0,62.0
1100317,2025-09-04,2026,WCQ_SA,0,Argentina,26,Venezuela,2379,1,4.0,1.0,,17.0,9.0,9.0,77.0
1100317,2025-09-04,2026,WCQ_SA,0,Venezuela,2379,Argentina,26,0,0.0,2.0,,5.0,0.0,13.0,23.0
1397437,2025-09-04,2026,WCQ_CONCACAF,0,Suriname,8171,Panama,11,1,3.0,2.0,,9.0,3.0,7.0,44.0
1397437,2025-09-04,2026,WCQ_CONCACAF,0,Panama,11,Suriname,8171,0,10.0,1.0,,15.0,4.0,10.0,56.0
1366281,2025-09-04,2024,WCQ_Europe,0,Netherlands,1118,Poland,24,1,7.0,,,14.0,5.0,11.0,74.0
1366281,2025-09-04,2024,WCQ_Europe,0,Poland,24,Netherlands,1118,0,4.0,,,6.0,2.0,11.0,26.0
1366280,2025-09-04,2024,WCQ_Europe,0,Bulgaria,1103,Spain,9,1,1.0,0.0,,3.0,0.0,6.0,22.0
1366280,2025-09-04,2024,WCQ_Europe,0,Spain,9,Bulgaria,1103,0,6.0,1.0,,24.0,12.0,17.0,78.0
1323283,2025-09-04,2024,WCQ_Europe,0,Liechtenstein,1107,Belgium,1,1,0.0,2.0,,0.0,0.0,11.0,18.0
1323283,2025-09-04,2024,WCQ_Europe,0,Belgium,1,Liechtenstein,1107,0,10.0,0.0,,24.0,9.0,12.0,82.0
1366279,2025-09-04,2024,WCQ_Europe,0,Slovakia,773,Germany,25,1,5.0,1.0,,8.0,5.0,12.0,30.0
1366279,2025-09-04,2024,WCQ_Europe,0,Germany,25,Slovakia,773,0,8.0,2.0,,14.0,4.0,18.0,70.0
1431008,2025-09-04,2025,Friendlies,0,Russia,4,Jordan,1548,1,7.0,3.0,,13.0,3.0,9.0,65.0
1431008,2025-09-04,2025,Friendlies,0,Jordan,1548,Russia,4,0,2.0,0.0,,15.0,6.0,7.0,35.0
1352744,2025-09-04,2025,Friendlies,0,Norway,1090,Finland,1099,1,9.0,1.0,,14.0,2.0,13.0,57.0
1352744,2025-09-04,2025,Friendlies,0,Finland,1099,Norway,1090,0,0.0,1.0,,3.0,1.0,13.0,43.0
1323280,2025-09-04,2024,WCQ_Europe,0,Georgia,1104,Türkiye,777,1,6.0,4.0,0.0,15.0,4.0,13.0,54.0
1323280,2025-09-04,2024,WCQ_Europe,0,Türkiye,777,Georgia,1104,0,2.0,3.0,1.0,6.0,3.0,14.0,46.0
1436251,2025-09-04,2025,Friendlies,0,Saudi Arabia,23,FYR Macedonia,1105,1,5.0,3.0,,11.0,7.0,10.0,65.0
1436251,2025-09-04,2025,Friendlies,0,FYR Macedonia,1105,Saudi Arabia,23,0,7.0,1.0,,5.0,2.0,15.0,35.0
1391246,2025-07-06,2025,GoldCup,1,USA,2384,Mexico,16,1,0.0,1.0,,6.0,3.0,12.0,40.0
1391246,2025-07-06,2025,GoldCup,1,Mexico,16,USA,2384,0,12.0,2.0,,16.0,8.0,11.0,60.0
1390639,2025-07-03,2025,GoldCup,1,Mexico,16,Honduras,4672,1,2.0,5.0,,10.0,4.0,11.0,56.0
1390639,2025-07-03,2025,GoldCup,1,Honduras,4672,Mexico,16,0,5.0,4.0,,6.0,1.0,12.0,44.0
1390638,2025-07-02,2025,GoldCup,1,USA,2384,Guatemala,5161,1,2.0,4.0,,12.0,7.0,15.0,49.0
1390638,2025-07-02,2025,GoldCup,1,Guatemala,5161,USA,2384,0,6.0,2.0,,20.0,5.0,15.0,51.0
1383571,2025-06-29,2025,GoldCup,1,USA,2384,Costa Rica,29,1,9.0,1.0,,18.0,4.0,14.0,64.0
1383571,2025-06-29,2025,GoldCup,1,Costa Rica,29,USA,2384,0,2.0,3.0,,7.0,3.0,14.0,36.0
1383918,2025-06-29,2025,GoldCup,1,Canada,5529,Guatemala,5161,1,9.0,2.0,1.0,5.0,2.0,10.0,42.0
1383918,2025-06-29,2025,GoldCup,1,Guatemala,5161,Canada,5529,0,4.0,1.0,0.0,11.0,3.0,14.0,58.0
1383570,2025-06-29,2025,GoldCup,1,Mexico,16,Saudi Arabia,23,1,7.0,1.0,,14.0,5.0,18.0,60.0
1383570,2025-06-29,2025,GoldCup,1,Saudi Arabia,23,Mexico,16,0,2.0,2.0,,1.0,0.0,11.0,40.0
1383917,2025-06-28,2025,GoldCup,1,Panama,11,Honduras,4672,1,13.0,2.0,,14.0,6.0,12.0,68.0
1383917,2025-06-28,2025,GoldCup,1,Honduras,4672,Panama,11,0,5.0,2.0,,10.0,3.0,13.0,32.0
1371378,2025-06-25,2025,GoldCup,1,Canada,5529,El Salvador,5159,1,12.0,2.0,0.0,14.0,4.0,11.0,80.0
1371378,2025-06-25,2025,GoldCup,1,El Salvador,5159,Canada,5529,0,1.0,4.0,2.0,2.0,0.0,19.0,20.0
1371379,2025-06-25,2025,GoldCup,1,Honduras,4672,Curaçao,5530,1,4.0,1.0,,9.0,2.0,10.0,46.0
1371379,2025-06-25,2025,GoldCup,1,Curaçao,5530,Honduras,4672,0,4.0,4.0,,10.0,3.0,16.0,54.0
1371377,2025-06-24,2025,GoldCup,1,Panama,11,Jamaica,2385,1,2.0,2.0,,8.0,4.0,11.0,65.0
1371377,2025-06-24,2025,GoldCup,1,Jamaica,2385,Panama,11,0,4.0,2.0,,15.0,5.0,15.0,35.0
1371374,2025-06-23,2025,GoldCup,1,Mexico,16,Costa Rica,29,1,3.0,2.0,,13.0,4.0,14.0,70.0
1371374,2025-06-23,2025,GoldCup,1,Costa Rica,29,Mexico,16,0,3.0,5.0,,5.0,0.0,7.0,30.0
1371373,2025-06-22,2025,GoldCup,1,USA,2384,Haiti,2386,1,6.0,1.0,,18.0,6.0,8.0,66.0
1371373,2025-06-22,2025,GoldCup,1,Haiti,2386,USA,2384,0,5.0,0.0,,8.0,3.0,11.0,34.0
1371372,2025-06-22,2025,GoldCup,1,Saudi Arabia,23,Trinidad and Tobago,5168,1,3.0,1.0,,14.0,4.0,13.0,66.0
1371372,2025-06-22,2025,GoldCup,1,Trinidad and Tobago,5168,Saudi Arabia,23,0,4.0,1.0,,6.0,3.0,12.0,34.0
1371370,2025-06-21,2025,GoldCup,1,Curaçao,5530,Canada,5529,1,2.0,3.0,,6.0,2.0,13.0,48.0
1371370,2025-06-21,2025,GoldCup,1,Canada,5529,Curaçao,5530,0,3.0,1.0,,6.0,3.0,15.0,52.0
1371369,2025-06-21,2025,GoldCup,1,Guatemala,5161,Panama,11,1,2.0,4.0,,3.0,1.0,10.0,32.0
1371369,2025-06-21,2025,GoldCup,1,Panama,11,Guatemala,5161,0,7.0,0.0,,20.0,8.0,8.0,68.0
1371367,2025-06-20,2025,GoldCup,1,Saudi Arabia,23,USA,2384,1,2.0,1.0,,3.0,1.0,8.0,33.0
1371367,2025-06-20,2025,GoldCup,1,USA,2384,Saudi Arabia,23,0,4.0,2.0,,5.0,3.0,10.0,67.0
1371366,2025-06-19,2025,GoldCup,1,Trinidad and Tobago,5168,Haiti,2386,1,3.0,1.0,0.0,9.0,2.0,14.0,53.0
1371366,2025-06-19,2025,GoldCup,1,Haiti,2386,Trinidad and Tobago,5168,0,4.0,2.0,1.0,16.0,3.0,11.0,47.0
1371365,2025-06-19,2025,GoldCup,1,Suriname,8171,Mexico,16,1,3.0,0.0,,5.0,2.0,13.0,39.0
1371365,2025-06-19,2025,GoldCup,1,Mexico,16,Suriname,8171,0,5.0,1.0,,16.0,6.0,18.0,61.0
1371363,2025-06-18,2025,GoldCup,1,Canada,5529,Honduras,4672,1,3.0,,,19.0,8.0,12.0,54.0
1371363,2025-06-18,2025,GoldCup,1,Honduras,4672,Canada,5529,0,3.0,,,7.0,4.0,12.0,46.0
1371362,2025-06-18,2025,GoldCup,1,Curaçao,5530,El Salvador,5159,1,4.0,2.0,,6.0,3.0,19.0,60.0
1371362,2025-06-18,2025,GoldCup,1,El Salvador,5159,Curaçao,5530,0,3.0,2.0,,6.0,1.0,17.0,40.0
1371360,2025-06-16,2025,GoldCup,1,Panama,11,Guadeloupe,10983,1,6.0,1.0,,23.0,8.0,9.0,63.0
1371360,2025-06-16,2025,GoldCup,1,Guadeloupe,10983,Panama,11,0,2.0,0.0,,14.0,6.0,8.0,37.0
1371358,2025-06-16,2025,GoldCup,1,Haiti,2386,Saudi Arabia,23,1,11.0,4.0,,13.0,5.0,15.0,57.0
1371358,2025-06-16,2025,GoldCup,1,Saudi Arabia,23,Haiti,2386,0,1.0,1.0,,7.0,4.0,13.0,43.0
1371357,2025-06-15,2025,GoldCup,1,USA,2384,Trinidad and Tobago,5168,1,9.0,0.0,,21.0,11.0,10.0,70.0
1371357,2025-06-15,2025,GoldCup,1,Trinidad and Tobago,5168,USA,2384,0,4.0,1.0,,3.0,2.0,9.0,30.0
1371356,2025-06-15,2025,GoldCup,1,Mexico,16,Dominican Republic,5532,1,5.0,2.0,,15.0,9.0,9.0,62.0
1371356,2025-06-15,2025,GoldCup,1,Dominican Republic,5532,Mexico,16,0,2.0,3.0,,12.0,5.0,12.0,38.0
