fixture_id,player_id,player_name,team,position,referee_name,p_original,p_adjusted_pre_fixture,p_adjusted_leave_one_out,act_card,adjustment_direction_pre_fixture,adjustment_direction_leave_one_out,confidence,reason
1567310,13736,D. Muñoz,Colombia,DEF,C. Turpin,0.3162,0.3044,0.3044,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,324034,G. Puerta,Colombia,MID,C. Turpin,0.329,0.3496,0.3496,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,369425,J. Adjetey,Ghana,DEF,C. Turpin,0.3081,0.3028,0.3028,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,3428,J. Ayew,Ghana,FWD,C. Turpin,0.1903,0.1775,0.1775,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,49,T. Partey,Ghana,MID,C. Turpin,0.2729,0.2805,0.2805,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,19281,A. Semenyo,Ghana,MID,C. Turpin,0.1866,0.1918,0.1918,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,7578,G. Mensah,Ghana,DEF,C. Turpin,0.2087,0.2082,0.2082,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,475575,Caleb Marfo Yirenkyi,Ghana,MID,C. Turpin,0.0913,0.0938,0.0938,1,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,3608,K. Sibo,Ghana,MID,C. Turpin,0.0913,0.0925,0.0925,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,199837,K. Sulemana,Ghana,FWD,C. Turpin,0.0917,0.0855,0.0855,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,410016,P. Adu,Ghana,FWD,C. Turpin,0.1078,0.1043,0.1043,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,191240,M. Senaya,Ghana,DEF,C. Turpin,0.1475,0.145,0.145,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,21010,E. Owusu,Ghana,MID,C. Turpin,0.0534,0.053,0.053,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,8489,J. David,Canada,FWD,"Michael Oliver, England",0.0686,0.0627,0.0627,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,50816,R. Laryea,Canada,DEF,"Michael Oliver, England",0.2632,0.2537,0.2537,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,51016,T. Buchanan,Canada,MID,"Michael Oliver, England",0.1807,0.1715,0.1715,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,51274,M. Crépeau,Canada,GK,"Michael Oliver, England",0.0469,0.0459,0.0459,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,51295,D. Cornelius,Canada,DEF,"Michael Oliver, England",0.3105,0.304,0.304,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,78547,A. Johnston,Canada,DEF,"Michael Oliver, England",0.2804,0.2745,0.2745,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,35570,S. Eustáquio,Canada,MID,"Michael Oliver, England",0.1312,0.1278,0.1278,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,328046,I. Koné,Canada,,"Michael Oliver, England",0.3218,0.3102,0.3102,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,2001,C. Larin,Canada,FWD,"Michael Oliver, England",0.106,0.1006,0.1006,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,44798,L. Millar,Canada,FWD,"Michael Oliver, England",0.1713,0.1626,0.1626,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,327738,L. De Fougerolles,Canada,DEF,"Michael Oliver, England",0.2639,0.2676,0.2676,1,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,2701,Y. Bounou,Morocco,GK,"Michael Oliver, England",0.0277,0.0259,0.0259,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,9,A. Hakimi,Morocco,DEF,"Michael Oliver, England",0.3066,0.2802,0.2802,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,161897,I. Saibari,Morocco,MID,"Michael Oliver, England",0.3659,0.3363,0.3363,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,277003,N. El Aynaoui,Morocco,MID,"Michael Oliver, England",0.0473,0.0447,0.0447,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,340573,B. El Khannouss,Morocco,FWD,"Michael Oliver, England",0.2709,0.2395,0.2327,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,18814,I. Diop,Morocco,DEF,"Michael Oliver, England",0.1717,0.169,0.169,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,545,N. Mazraoui,Morocco,DEF,"Michael Oliver, England",0.0372,0.0347,0.0347,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,744,Brahim Díaz,Morocco,MID,"Michael Oliver, England",0.231,0.2123,0.2123,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,278898,C. Riad,Morocco,DEF,"Michael Oliver, England",0.1317,0.123,0.123,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,438688,A. Bouaddi,Morocco,MID,"Michael Oliver, England",0.1717,0.1655,0.1621,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567824,129678,A. Ounahi,Morocco,MID,"Michael Oliver, England",0.3477,0.3282,0.3282,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,70852,O. Gill,Paraguay,GK,"Ilgiz Tantashev, Uzbekistan",0.0928,0.0936,0.0936,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,195992,J. Cáceres,Paraguay,DEF,"Ilgiz Tantashev, Uzbekistan",0.1117,0.1127,0.1127,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,35808,G. Velázquez,Paraguay,DEF,"Ilgiz Tantashev, Uzbekistan",0.247,0.2492,0.2492,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,2502,G. Gómez,Paraguay,DEF,"Ilgiz Tantashev, Uzbekistan",0.0799,0.0806,0.0806,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,6168,O. Alderete,Paraguay,DEF,"Ilgiz Tantashev, Uzbekistan",0.2271,0.2257,0.2257,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,2499,J. Alonso,Paraguay,DEF,"Ilgiz Tantashev, Uzbekistan",0.2669,0.2786,0.2786,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,278370,D. Gómez,Paraguay,MID,"Ilgiz Tantashev, Uzbekistan",0.0976,0.1048,0.1048,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,6236,A. Cubas,Paraguay,MID,"Ilgiz Tantashev, Uzbekistan",0.4526,0.4703,0.4703,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,305832,M. Galarza,Paraguay,MID,"Ilgiz Tantashev, Uzbekistan",0.119,0.1278,0.1278,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,2507,M. Almirón,Paraguay,MID,"Ilgiz Tantashev, Uzbekistan",0.2312,0.2483,0.2483,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,70747,J. Enciso,Paraguay,FWD,"Ilgiz Tantashev, Uzbekistan",0.0622,0.0587,0.0587,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,22221,M. Maignan,France,GK,"Ilgiz Tantashev, Uzbekistan",0.069,0.0655,0.0641,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,1257,J. Koundé,France,DEF,"Ilgiz Tantashev, Uzbekistan",0.0269,0.0246,0.0234,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,1149,D. Upamecano,France,DEF,"Ilgiz Tantashev, Uzbekistan",0.0928,0.0867,0.0848,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,22090,W. Saliba,France,DEF,"Ilgiz Tantashev, Uzbekistan",0.1391,0.132,0.1271,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,2724,L. Digne,France,DEF,"Ilgiz Tantashev, Uzbekistan",0.3448,0.322,0.3083,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,22147,M. Koné,France,MID,"Ilgiz Tantashev, Uzbekistan",0.3716,0.3638,0.3508,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,272,A. Rabiot,France,MID,"Ilgiz Tantashev, Uzbekistan",0.4237,0.4148,0.4063,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,153,O. Dembélé,France,FWD,"Ilgiz Tantashev, Uzbekistan",0.1224,0.1051,0.0978,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,19617,M. Olise,France,MID,"Ilgiz Tantashev, Uzbekistan",0.0512,0.0483,0.046,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,161904,B. Barcola,France,FWD,"Ilgiz Tantashev, Uzbekistan",0.0543,0.048,0.0456,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1569870,278,Kylian Mbappé,France,FWD,"Ilgiz Tantashev, Uzbekistan",0.2492,0.2141,0.1991,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,762,Vinícius Júnior,Brazil,FWD,"Ismail Elfath, USA",0.1744,0.1631,0.1631,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,747,Casemiro,Brazil,MID,"Ismail Elfath, USA",0.1906,0.203,0.203,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,24866,Douglas Santos,Brazil,DEF,"Ismail Elfath, USA",0.1155,0.1195,0.1195,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,10135,Bruno Guimarães,Brazil,MID,"Ismail Elfath, USA",0.1758,0.1749,0.1749,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,257,Marquinhos,Brazil,DEF,"Ismail Elfath, USA",0.0451,0.0451,0.0451,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,280,Alisson Becker,Brazil,GK,"Ismail Elfath, USA",0.0502,0.0502,0.0502,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,1165,Matheus Cunha,Brazil,FWD,"Ismail Elfath, USA",0.0812,0.0759,0.0759,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,1646,Lucas Paquetá,Brazil,MID,"Ismail Elfath, USA",0.3283,0.3185,0.3185,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,1496,Raphinha,Brazil,FWD,"Ismail Elfath, USA",0.0564,0.0539,0.0539,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,22224,Gabriel Magalhães,Brazil,DEF,"Ismail Elfath, USA",0.2566,0.2566,0.2566,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,618,Danilo,Brazil,DEF,"Ismail Elfath, USA",0.045,0.0466,0.0466,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,1934,S. Berge,Norway,MID,"Ismail Elfath, USA",0.1031,0.1031,0.1031,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,19172,Ø. Nyland,Norway,GK,"Ismail Elfath, USA",0.0217,0.021,0.021,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,1119,K. Ajer,Norway,DEF,"Ismail Elfath, USA",0.2086,0.2023,0.2023,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,8492,A. Sørloth,Norway,FWD,"Ismail Elfath, USA",0.3352,0.3034,0.295,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,265782,D. Møller Wolfe,Norway,DEF,"Ismail Elfath, USA",0.2075,0.1982,0.194,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,314511,A. Nusa,Norway,MID,"Ismail Elfath, USA",0.029,0.029,0.029,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,39254,T. Heggem,Norway,DEF,"Ismail Elfath, USA",0.2983,0.2849,0.2789,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,1100,E. Haaland,Norway,FWD,"Ismail Elfath, USA",0.105,0.095,0.0924,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,24845,J. Ryerson,Norway,DEF,"Ismail Elfath, USA",0.0223,0.0213,0.0209,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,39043,F. Aursnes,Norway,MID,"Ismail Elfath, USA",0.1361,0.1313,0.1313,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1568100,37127,M. Ødegaard,Norway,MID,"Ismail Elfath, USA",0.0307,0.0302,0.0302,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,270774,J. Rangel,Mexico,GK,"Alireza Faghani, Australia",0.0614,0.0585,0.0585,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,35544,J. Vásquez,Mexico,DEF,"Alireza Faghani, Australia",0.1951,0.1888,0.1888,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,2879,R. Alvarado,Mexico,FWD,"Alireza Faghani, Australia",0.0401,0.0362,0.0362,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,2881,J. Gallardo,Mexico,DEF,"Alireza Faghani, Australia",0.1974,0.191,0.191,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,2878,J. Sánchez,Mexico,DEF,"Alireza Faghani, Australia",0.2135,0.2066,0.2066,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,266345,É. Lira,Mexico,MID,"Alireza Faghani, Australia",0.2203,0.2165,0.2165,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,35532,J. Quiñones,Mexico,FWD,"Alireza Faghani, Australia",0.1424,0.125,0.125,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,2873,C. Montes,Mexico,DEF,"Alireza Faghani, Australia",0.4261,0.4124,0.4124,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,2887,R. Jiménez,Mexico,FWD,"Alireza Faghani, Australia",0.1978,0.1786,0.1786,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,35970,L. Romo,Mexico,MID,"Alireza Faghani, Australia",0.1268,0.1221,0.1221,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,212233,B. Gutiérrez,Mexico,MID,"Alireza Faghani, Australia",0.1731,0.1788,0.1788,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,2932,J. Pickford,England,GK,"Alireza Faghani, Australia",0.0818,0.0792,0.0775,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,184,H. Kane,England,FWD,"Alireza Faghani, Australia",0.2203,0.1989,0.1945,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,19354,E. Konsa,England,DEF,"Alireza Faghani, Australia",0.1357,0.1313,0.1239,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,138908,E. Anderson,England,MID,"Alireza Faghani, Australia",0.0711,0.0685,0.0695,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,129718,J. Bellingham,England,MID,"Alireza Faghani, Australia",0.4592,0.4582,0.4031,0,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,67971,M. Guéhi,England,DEF,"Alireza Faghani, Australia",0.3224,0.312,0.3007,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,136723,N. Madueke,England,FWD,"Alireza Faghani, Australia",0.232,0.2094,0.199,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,307123,N. O&apos;Reilly,England,DEF,"Alireza Faghani, Australia",0.1096,0.1061,0.1022,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,2937,D. Rice,England,MID,"Alireza Faghani, Australia",0.0877,0.0875,0.077,1,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,138787,A. Gordon,England,FWD,"Alireza Faghani, Australia",0.1625,0.1467,0.1394,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570714,909,M. Rashford,England,MID,"Alireza Faghani, Australia",0.075,0.0722,0.0707,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,369,Diogo Costa,Portugal,GK,"Anthony Taylor, England",0.022,0.022,0.022,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,855,João Cancelo,Portugal,DEF,"Anthony Taylor, England",0.3242,0.3129,0.3129,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,567,Rúben Dias,Portugal,DEF,"Anthony Taylor, England",0.2118,0.2118,0.2118,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,336671,Renato Veiga,Portugal,DEF,"Anthony Taylor, England",0.1699,0.1758,0.1758,1,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,263482,Nuno Mendes,Portugal,DEF,"Anthony Taylor, England",0.0775,0.0748,0.0748,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,335051,João Neves,Portugal,MID,"Anthony Taylor, England",0.2046,0.2036,0.2036,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,128384,Vitinha,Portugal,MID,"Anthony Taylor, England",0.0816,0.0792,0.0792,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,1864,Pedro Neto,Portugal,MID,"Anthony Taylor, England",0.2827,0.2813,0.2813,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,1485,Bruno Fernandes,Portugal,MID,"Anthony Taylor, England",0.2133,0.2165,0.2165,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,583,João Félix,Portugal,MID,"Anthony Taylor, England",0.1803,0.1794,0.1794,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,874,Cristiano Ronaldo,Portugal,FWD,"Anthony Taylor, England",0.182,0.1702,0.1702,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,47270,Unai Simón,Spain,GK,"Anthony Taylor, England",0.1486,0.1441,0.1412,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,47519,Pedro Porro,Spain,DEF,"Anthony Taylor, England",0.2285,0.2182,0.2091,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,396623,Pau Cubarsí Paredes,Spain,DEF,"Anthony Taylor, England",0.0678,0.0658,0.0644,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,622,Aymeric Laporte,Spain,DEF,"Anthony Taylor, England",0.1029,0.0983,0.0978,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,47380,Marc Cucurella,Spain,DEF,"Anthony Taylor, England",0.0258,0.025,0.0245,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,133609,Pedri,Spain,MID,"Anthony Taylor, England",0.0403,0.0403,0.0395,0,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,44,Rodri,Spain,MID,"Anthony Taylor, England",0.3429,0.3378,0.324,0,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,386828,Lamine Yamal,Spain,MID,"Anthony Taylor, England",0.231,0.2229,0.2183,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,1323,Dani Olmo,Spain,MID,"Anthony Taylor, England",0.2378,0.2295,0.2188,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,182219,Álex Baena,Spain,MID,"Anthony Taylor, England",0.321,0.321,0.2825,0,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576756,47323,Mikel Oyarzabal,Spain,FWD,"Anthony Taylor, England",0.179,0.162,0.1468,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,50728,M. Freese,USA,GK,"Adham Mohammad, Jordan",0.042,0.042,0.042,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,355994,A. Freeman,USA,DEF,"Adham Mohammad, Jordan",0.0506,0.0498,0.0498,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,126949,C. Richards,USA,DEF,"Adham Mohammad, Jordan",0.3412,0.3412,0.3412,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,19023,T. Ream,USA,DEF,"Adham Mohammad, Jordan",0.0246,0.0246,0.0246,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,19549,A. Robinson,USA,DEF,"Adham Mohammad, Jordan",0.2502,0.2502,0.2502,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,415,W. McKennie,USA,MID,"Adham Mohammad, Jordan",0.2279,0.2268,0.2268,1,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,1150,T. Adams,USA,MID,"Adham Mohammad, Jordan",0.2849,0.2934,0.2934,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,162037,M. Tillman,USA,MID,"Adham Mohammad, Jordan",0.036,0.0358,0.0358,1,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,38735,S. Dest,USA,FWD,"Adham Mohammad, Jordan",0.0983,0.0919,0.0919,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,138835,F. Balogun,USA,FWD,"Adham Mohammad, Jordan",0.2559,0.2572,0.2572,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,17,C. Pulišić,USA,FWD,"Adham Mohammad, Jordan",0.1178,0.1101,0.1101,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,730,T. Courtois,Belgium,GK,"Adham Mohammad, Jordan",0.0598,0.0598,0.0589,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,2920,T. Castagne,Belgium,DEF,"Adham Mohammad, Jordan",0.1311,0.1311,0.1311,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,312964,N. Ngoy,Belgium,DEF,"Adham Mohammad, Jordan",0.1517,0.1517,0.1517,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,69,B. Mechele,Belgium,DEF,"Adham Mohammad, Jordan",0.0922,0.0922,0.0922,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,162007,M. De Cuyper,Belgium,DEF,"Adham Mohammad, Jordan",0.1156,0.1196,0.1156,0,subir,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,2120,N. Raskin,Belgium,MID,"Adham Mohammad, Jordan",0.244,0.2477,0.2477,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,162714,A. Onana,Belgium,MID,"Adham Mohammad, Jordan",0.1648,0.1673,0.1673,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,25458,D. Lukebakio,Belgium,FWD,"Adham Mohammad, Jordan",0.2787,0.2703,0.2703,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,2926,Y. Tielemans,Belgium,MID,"Adham Mohammad, Jordan",0.2384,0.2372,0.2372,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,1946,L. Trossard,Belgium,MID,"Adham Mohammad, Jordan",0.1532,0.1524,0.1524,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1570715,147859,C. De Ketelaere,Belgium,FWD,"Adham Mohammad, Jordan",0.1554,0.1453,0.1414,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,19599,E. Martínez,Argentina,GK,F. Letexier,0.0387,0.0375,0.0406,0,bajar,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,217,Lautaro Martínez,Argentina,FWD,F. Letexier,0.0529,0.0466,0.0487,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,2467,Lisandro Martínez,Argentina,DEF,F. Letexier,0.2908,0.2777,0.3155,0,bajar,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,6067,T. Almada,Argentina,MID,F. Letexier,0.1378,0.133,0.1488,0,bajar,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,30776,C. Romero,Argentina,DEF,F. Letexier,0.0415,0.0388,0.0436,0,bajar,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,6716,A. Mac Allister,Argentina,MID,F. Letexier,0.4274,0.4274,0.4766,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,154,L. Messi,Argentina,FWD,F. Letexier,0.0494,0.0435,0.0474,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,5996,E. Fernández,Argentina,MID,F. Letexier,0.0525,0.0525,0.0585,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,624,N. Otamendi,Argentina,DEF,F. Letexier,0.3733,0.3621,0.392,0,bajar,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,6231,F. Medina,Argentina,DEF,F. Letexier,0.1703,0.1712,0.1848,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,2472,R. De Paul,Argentina,MID,F. Letexier,0.241,0.2326,0.2458,0,bajar,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,2654,Mohamed Hany,Egypt,DEF,F. Letexier,0.1677,0.1669,0.1669,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,269174,Mostafa Shobeir,Egypt,GK,F. Letexier,0.0864,0.089,0.089,1,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,190575,Marwan Attia,Egypt,MID,F. Letexier,0.3955,0.4331,0.4331,1,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1576804,81573,Omar Marmoush,Egypt,FWD,F. Letexier,0.0373,0.036,0.036,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
