fixture_id,player_id,player_name,team,position,referee_name,p_original,p_adjusted_pre_fixture,p_adjusted_leave_one_out,act_card,adjustment_direction_pre_fixture,adjustment_direction_leave_one_out,confidence,reason
1567307,3033,C. Bakambu,Congo DR,FWD,A. Makhadmeh,0.2652,0.2474,0.2474,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567307,20649,Y. Wissa,Congo DR,FWD,A. Makhadmeh,0.0924,0.0862,0.0862,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567307,18816,A. Masuaku,Congo DR,DEF,A. Makhadmeh,0.2057,0.198,0.198,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567307,375598,N. Mukau,Congo DR,MID,A. Makhadmeh,0.0613,0.0609,0.0609,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567307,365331,N. Sadiki,Congo DR,MID,A. Makhadmeh,0.0575,0.0591,0.0591,1,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567307,1424,E. Kayembe,Congo DR,MID,A. Makhadmeh,0.3042,0.302,0.302,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,730,T. Courtois,Belgium,GK,S. Martinez,0.0676,0.0676,0.0666,0,neutro,neutro,baja,perfiles reconstruidos solo con jornadas anteriores
1567308,2920,T. Castagne,Belgium,DEF,S. Martinez,0.1876,0.1876,0.1876,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,69,B. Mechele,Belgium,DEF,S. Martinez,0.104,0.104,0.104,1,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,204043,A. Theate,Belgium,DEF,S. Martinez,0.1247,0.1247,0.1247,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,162007,M. De Cuyper,Belgium,DEF,S. Martinez,0.1608,0.1608,0.1664,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,2926,Y. Tielemans,Belgium,MID,S. Martinez,0.3353,0.3403,0.3403,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,78,H. Vanaken,Belgium,MID,S. Martinez,0.2333,0.2403,0.2321,0,subir,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,1946,L. Trossard,Belgium,MID,S. Martinez,0.218,0.2213,0.2169,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,629,K. De Bruyne,Belgium,MID,S. Martinez,0.2147,0.2136,0.2211,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,1422,J. Doku,Belgium,MID,S. Martinez,0.026,0.0259,0.0259,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,147859,C. De Ketelaere,Belgium,FWD,S. Martinez,0.2142,0.2003,0.1949,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,119853,M. Diaw,Senegal,GK,S. Martinez,0.132,0.1297,0.1297,0,neutro,neutro,baja,perfiles reconstruidos solo con jornadas anteriores
1567308,81,K. Diatta,Senegal,DEF,S. Martinez,0.1818,0.1786,0.1786,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,41552,P. Ciss,Senegal,DEF,S. Martinez,0.4036,0.3965,0.3965,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,25916,M. Niakhaté,Senegal,DEF,S. Martinez,0.0373,0.0366,0.0366,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,158121,I. Jakobs,Senegal,DEF,S. Martinez,0.2116,0.2079,0.2079,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,327631,H. Diarra,Senegal,MID,S. Martinez,0.2721,0.2714,0.2714,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,2990,I. Gueye,Senegal,MID,S. Martinez,0.09,0.0898,0.0898,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,20696,P. Gueye,Senegal,MID,S. Martinez,0.2766,0.2801,0.2801,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,18592,I. Ndiaye,Senegal,FWD,S. Martinez,0.0409,0.0383,0.0383,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,2218,I. Sarr,Senegal,FWD,S. Martinez,0.1148,0.1053,0.1053,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567308,304,S. Mané,Senegal,FWD,S. Martinez,0.0868,0.0827,0.0827,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,50728,M. Freese,USA,GK,R. Claus,0.0443,0.0443,0.0443,0,neutro,neutro,baja,perfiles reconstruidos solo con jornadas anteriores
1562586,355994,A. Freeman,USA,DEF,R. Claus,0.0535,0.0527,0.0527,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,126949,C. Richards,USA,DEF,R. Claus,0.357,0.357,0.357,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,19023,T. Ream,USA,DEF,R. Claus,0.026,0.026,0.026,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,19549,A. Robinson,USA,DEF,R. Claus,0.2626,0.2626,0.2718,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,162037,M. Tillman,USA,MID,R. Claus,0.0381,0.0387,0.0406,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,1150,T. Adams,USA,MID,R. Claus,0.2986,0.3076,0.318,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,38735,S. Dest,USA,FWD,R. Claus,0.1037,0.097,0.097,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,415,W. McKennie,USA,MID,R. Claus,0.2394,0.2382,0.2466,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,17,C. Pulišić,USA,FWD,R. Claus,0.1242,0.1186,0.1161,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,138835,F. Balogun,USA,FWD,R. Claus,0.2685,0.2698,0.2604,1,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,9026,N. Vasilj,Bosnia & Herzegovina,GK,R. Claus,0.0583,0.0593,0.0593,0,neutro,neutro,baja,perfiles reconstruidos solo con jornadas anteriores
1562586,1741,N. Katić,Bosnia & Herzegovina,DEF,R. Claus,0.2259,0.2378,0.2378,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,14301,S. Radeljić,Bosnia & Herzegovina,DEF,R. Claus,0.2185,0.2223,0.2223,1,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,271350,T. Muharemović,Bosnia & Herzegovina,DEF,R. Claus,0.1553,0.158,0.158,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,7318,A. Dedić,Bosnia & Herzegovina,DEF,R. Claus,0.1084,0.1103,0.1103,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,70514,A. Gigović,Bosnia & Herzegovina,MID,R. Claus,0.1525,0.1597,0.1597,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,1324,I. Šunjić,Bosnia & Herzegovina,MID,R. Claus,0.1835,0.1858,0.1858,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,1442,S. Kolašinac,Bosnia & Herzegovina,DEF,R. Claus,0.2462,0.2468,0.2468,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,395559,Kerim-Sam Alajbegović,Bosnia & Herzegovina,MID,R. Claus,0.1716,0.1737,0.1737,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,790,E. Džeko,Bosnia & Herzegovina,FWD,R. Claus,0.1577,0.1612,0.1612,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1562586,46930,E. Demirović,Bosnia & Herzegovina,FWD,R. Claus,0.2118,0.2166,0.2166,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,5,M. Akanji,Switzerland,DEF,Y. Perez,0.1874,0.187,0.1898,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,2803,N. Elvedi,Switzerland,DEF,Y. Perez,0.377,0.3762,0.3875,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,1464,G. Xhaka,Switzerland,MID,Y. Perez,0.269,0.2859,0.2939,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,2807,R. Freuler,Switzerland,MID,Y. Perez,0.1395,0.1413,0.1427,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,421,B. Embolo,Switzerland,FWD,Y. Perez,0.1567,0.1462,0.1657,0,bajar,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,1631,R. Rodríguez,Switzerland,DEF,Y. Perez,0.0861,0.0846,0.0855,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,48648,D. Ndoye,Switzerland,MID,Y. Perez,0.1972,0.1958,0.1968,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,48471,R. Vargas,Switzerland,MID,Y. Perez,0.1828,0.1815,0.1824,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,25282,G. Kobel,Switzerland,GK,Y. Perez,0.0396,0.0395,0.0407,0,neutro,subir,baja,perfiles reconstruidos solo con jornadas anteriores
1567312,951,M. Aebischer,Switzerland,MID,Y. Perez,0.0385,0.0382,0.0394,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,48378,S. Widmer,Switzerland,DEF,Y. Perez,0.4479,0.4402,0.4536,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,1567,A. Mandi,Algeria,DEF,Y. Perez,0.0376,0.0369,0.0369,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,21138,R. Aït-Nouri,Algeria,DEF,Y. Perez,0.2499,0.2412,0.2412,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,2194,R. Bensebaïni,Algeria,DEF,Y. Perez,0.1442,0.1414,0.1414,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,635,R. Mahrez,Algeria,FWD,Y. Perez,0.3042,0.2784,0.2784,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,380587,I. Maza,Algeria,FWD,Y. Perez,0.0955,0.0893,0.0893,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,85041,A. Gouiri,Algeria,FWD,Y. Perez,0.2562,0.2345,0.2345,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,276670,F. Chaïbi,Algeria,MID,Y. Perez,0.0703,0.07,0.07,1,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,4399,H. Boudaoui,Algeria,MID,Y. Perez,0.2332,0.2274,0.2274,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,303362,R. Belghali,Algeria,DEF,Y. Perez,0.2791,0.2694,0.2694,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567312,732,L. Zidane,Algeria,GK,Y. Perez,0.0882,0.0865,0.0865,0,neutro,neutro,baja,perfiles reconstruidos solo con jornadas anteriores
1567312,129047,R. Zerrouki,Algeria,MID,Y. Perez,0.3943,0.3983,0.3983,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,47270,Unai Simón,Spain,GK,G. Nyberg,0.1501,0.1475,0.1426,0,neutro,bajar,baja,perfiles reconstruidos solo con jornadas anteriores
1567311,47519,Pedro Porro,Spain,DEF,G. Nyberg,0.2308,0.2268,0.2158,0,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,396623,Pau Cubarsí Paredes,Spain,DEF,G. Nyberg,0.0686,0.0674,0.0652,0,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,622,Aymeric Laporte,Spain,DEF,G. Nyberg,0.104,0.1022,0.1024,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,47380,Marc Cucurella,Spain,DEF,G. Nyberg,0.0261,0.0256,0.0248,0,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,44,Rodri,Spain,MID,G. Nyberg,0.3461,0.3452,0.3271,0,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,1323,Dani Olmo,Spain,MID,G. Nyberg,0.2402,0.2396,0.221,0,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,133609,Pedri,Spain,MID,G. Nyberg,0.0407,0.0412,0.0399,0,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,386828,Lamine Yamal,Spain,MID,G. Nyberg,0.2333,0.2281,0.2205,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,47323,Mikel Oyarzabal,Spain,FWD,G. Nyberg,0.1809,0.166,0.1483,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,182219,Álex Baena,Spain,MID,G. Nyberg,0.324,0.3394,0.2851,0,subir,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,7525,A. Schlager,Austria,GK,G. Nyberg,0.2154,0.2154,0.2154,0,neutro,neutro,baja,perfiles reconstruidos solo con jornadas anteriores
1567311,711,S. Posch,Austria,DEF,G. Nyberg,0.2945,0.2945,0.2945,1,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,25287,K. Danso,Austria,DEF,G. Nyberg,0.1341,0.1341,0.1341,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,505,D. Alaba,Austria,DEF,G. Nyberg,0.3435,0.3315,0.3315,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,1157,K. Laimer,Austria,DEF,G. Nyberg,0.2652,0.2652,0.2652,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,7328,N. Seiwald,Austria,MID,G. Nyberg,0.0671,0.0691,0.0691,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,1095,X. Schlager,Austria,MID,G. Nyberg,0.0729,0.0725,0.0725,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,7562,R. Schmid,Austria,MID,G. Nyberg,0.1445,0.1438,0.1438,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,327895,P. Wanner,Austria,MID,G. Nyberg,0.1748,0.1774,0.1774,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,1159,M. Sabitzer,Austria,MID,G. Nyberg,0.1406,0.1497,0.1497,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567311,25297,M. Gregoritsch,Austria,FWD,G. Nyberg,0.1137,0.1086,0.1086,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,369,Diogo Costa,Portugal,GK,E. Eskas,0.0192,0.0192,0.0192,0,neutro,neutro,baja,perfiles reconstruidos solo con jornadas anteriores
1567309,855,João Cancelo,Portugal,DEF,E. Eskas,0.2872,0.2771,0.2771,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,567,Rúben Dias,Portugal,DEF,E. Eskas,0.1859,0.1859,0.1859,1,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,336671,Renato Veiga,Portugal,DEF,E. Eskas,0.1488,0.1488,0.154,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,263482,Nuno Mendes,Portugal,DEF,E. Eskas,0.0674,0.065,0.0634,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,335051,João Neves,Portugal,MID,E. Eskas,0.1796,0.1787,0.1787,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,128384,Vitinha,Portugal,MID,E. Eskas,0.071,0.0706,0.0689,0,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,1864,Pedro Neto,Portugal,MID,E. Eskas,0.2497,0.2485,0.2485,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,1485,Bruno Fernandes,Portugal,MID,E. Eskas,0.1873,0.1929,0.1929,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,22236,Rafael Leão,Portugal,FWD,E. Eskas,0.1653,0.1579,0.1579,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,874,Cristiano Ronaldo,Portugal,FWD,E. Eskas,0.1594,0.1522,0.1522,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,1305,D. Livaković,Croatia,GK,E. Eskas,0.1172,0.1151,0.1151,0,neutro,neutro,baja,perfiles reconstruidos solo con jornadas anteriores
1567309,125171,J. Stanišić,Croatia,DEF,E. Eskas,0.1811,0.1779,0.1779,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,14701,J. Šutalo,Croatia,DEF,E. Eskas,0.026,0.0255,0.0255,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,1084,M. Pongračić,Croatia,DEF,E. Eskas,0.2158,0.212,0.212,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,207,I. Perišić,Croatia,DEF,E. Eskas,0.0934,0.0918,0.0918,1,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,754,L. Modrić,Croatia,MID,E. Eskas,0.1287,0.1258,0.1258,1,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,2291,M. Kovačić,Croatia,MID,E. Eskas,0.1743,0.1704,0.1704,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,842,N. Vlašić,Croatia,MID,E. Eskas,0.0797,0.0795,0.0795,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,348205,P. Sučić,Croatia,MID,E. Eskas,0.2649,0.2775,0.2775,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,295026,M. Baturina,Croatia,MID,E. Eskas,0.1391,0.136,0.136,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567309,46746,A. Budimir,Croatia,FWD,E. Eskas,0.2977,0.2731,0.2731,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,7050,A. O&apos;Neill,Australia,MID,G. Tejera,0.27,0.2781,0.2781,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,348568,A. Circati,Australia,DEF,G. Tejera,0.0618,0.0618,0.0618,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,6904,C. Metcalfe,Australia,FWD,G. Tejera,0.1778,0.1698,0.1698,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,337587,J. Bos,Australia,MID,G. Tejera,0.0649,0.0691,0.0691,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,20079,H. Souttar,Australia,DEF,G. Tejera,0.1056,0.1056,0.1056,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,426480,L. Herrington,Australia,DEF,G. Tejera,0.1382,0.1382,0.1382,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,198352,M. Touré,Australia,FWD,G. Tejera,0.2162,0.2021,0.2021,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,6808,J. Italiano,Australia,,G. Tejera,0.0944,0.0977,0.0977,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,353883,P. Beach,Australia,GK,G. Tejera,0.1056,0.1056,0.1056,0,neutro,neutro,baja,perfiles reconstruidos solo con jornadas anteriores
1565178,20457,C. Burgess,Australia,DEF,G. Tejera,0.0469,0.0462,0.0462,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,338014,N. Irankunda,Australia,FWD,G. Tejera,0.3631,0.3395,0.3395,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,2654,Mohamed Hany,Egypt,DEF,G. Tejera,0.1188,0.1191,0.1206,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,269174,Mostafa Shobeir,Egypt,GK,G. Tejera,0.0778,0.0792,0.0801,0,neutro,subir,baja,perfiles reconstruidos solo con jornadas anteriores
1565178,17269,Emam Ashour,Egypt,MID,G. Tejera,0.0568,0.0575,0.0568,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,16841,Mohanad Lasheen,Egypt,MID,G. Tejera,0.0958,0.1037,0.1049,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,190575,Marwan Attia,Egypt,MID,G. Tejera,0.2776,0.2908,0.304,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,81573,Omar Marmoush,Egypt,FWD,G. Tejera,0.0334,0.0325,0.0329,0,bajar,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,16813,Hamdi Fathy,Egypt,MID,G. Tejera,0.2283,0.2312,0.242,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,16804,Yasser Ibrahim,Egypt,DEF,G. Tejera,0.1682,0.1711,0.1791,1,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,2649,Ahmed Abou El Fotouh,Egypt,DEF,G. Tejera,0.2088,0.2125,0.2151,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,2664,Trézéguet,Egypt,FWD,G. Tejera,0.3395,0.3302,0.3344,0,bajar,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565178,306,Mohamed Salah,Egypt,FWD,G. Tejera,0.0362,0.0345,0.0349,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,19599,E. Martínez,Argentina,GK,D. Fischer,0.0409,0.0402,0.0429,0,neutro,subir,baja,perfiles reconstruidos solo con jornadas anteriores
1565179,6067,T. Almada,Argentina,MID,D. Fischer,0.145,0.1417,0.1566,0,bajar,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,30776,C. Romero,Argentina,DEF,D. Fischer,0.0439,0.0416,0.0461,0,bajar,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,6716,A. Mac Allister,Argentina,MID,D. Fischer,0.3477,0.352,0.3877,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,5996,E. Fernández,Argentina,MID,D. Fischer,0.0554,0.0561,0.0632,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,217,Lautaro Martínez,Argentina,FWD,D. Fischer,0.0558,0.0512,0.0536,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,2467,Lisandro Martínez,Argentina,DEF,D. Fischer,0.2376,0.2334,0.2578,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,624,N. Otamendi,Argentina,DEF,D. Fischer,0.3085,0.3031,0.3239,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,529,N. Tagliafico,Argentina,DEF,D. Fischer,0.2197,0.2159,0.223,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,1578,G. Lo Celso,Argentina,MID,D. Fischer,0.3863,0.3853,0.4114,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,154,L. Messi,Argentina,FWD,D. Fischer,0.0521,0.0478,0.05,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,96512,Kevin Pina,Cape Verde Islands,MID,D. Fischer,0.2405,0.2441,0.2441,1,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,69260,Pico,Cape Verde Islands,DEF,D. Fischer,0.1171,0.1171,0.1171,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,41608,Diney Borges,Cape Verde Islands,DEF,D. Fischer,0.2366,0.2366,0.2366,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,50270,Ryan Mendes,Cape Verde Islands,MID,D. Fischer,0.3041,0.3087,0.3087,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,15304,Vózinha,Cape Verde Islands,GK,D. Fischer,0.0599,0.0599,0.0599,0,neutro,neutro,baja,perfiles reconstruidos solo con jornadas anteriores
1565179,265556,Telmo Arcanjo,Cape Verde Islands,MID,D. Fischer,0.1872,0.19,0.19,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,22139,S. Moreira,Cape Verde Islands,DEF,D. Fischer,0.0625,0.0625,0.0625,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,343287,D. Livramento,Cape Verde Islands,FWD,D. Fischer,0.2595,0.2426,0.2426,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,308689,S. Lopes Cabral,Cape Verde Islands,DEF,D. Fischer,0.2946,0.3049,0.3049,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,50745,Jamiro Monteiro,Cape Verde Islands,MID,D. Fischer,0.11,0.1095,0.1095,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1565179,37436,L. Duarte,Cape Verde Islands,MID,D. Fischer,0.08,0.0812,0.0812,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,2489,L. Díaz,Colombia,MID,C. Turpin,0.0431,0.0436,0.0428,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,168,D. Sánchez,Colombia,DEF,C. Turpin,0.0576,0.0575,0.0575,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,517,J. Rodríguez,Colombia,FWD,C. Turpin,0.1063,0.0992,0.0965,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,2482,C. Vargas,Colombia,GK,C. Turpin,0.0456,0.0455,0.0455,0,neutro,neutro,baja,perfiles reconstruidos solo con jornadas anteriores
1567310,64268,J. Mojica,Colombia,DEF,C. Turpin,0.0472,0.0471,0.0471,0,neutro,neutro,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,2490,J. Lerma,Colombia,MID,C. Turpin,0.3222,0.3424,0.3311,0,subir,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,13708,J. Arias,Colombia,MID,C. Turpin,0.0537,0.0533,0.052,1,neutro,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,1929,J. Lucumí,Colombia,DEF,C. Turpin,0.0655,0.0654,0.0676,0,neutro,subir,media-baja,perfiles reconstruidos solo con jornadas anteriores
1567310,47237,L. Suárez,Colombia,FWD,C. Turpin,0.2975,0.2775,0.2879,0,bajar,bajar,media-baja,perfiles reconstruidos solo con jornadas anteriores
