label,n,ll_l3,ll_ctx,d_ll,br_l3,br_ctx,d_br,acc_l3,acc_ctx,beats
GLOBAL no-trivial,162,1.0580462944555176,1.0525785654460804,0.00546772900943715,0.6299522266093059,0.6267896377004841,0.0031625889088218173,0.49382716049382713,0.48148148148148145,True
ya_clasificado,28,1.2153112347375308,1.2033583563895092,0.011952878348021612,0.6927488159652639,0.6856047685213111,0.007144047443952806,0.4642857142857143,0.4642857142857143,True
eliminado,40,0.9612156563459091,0.9557938181810254,0.00542183816488373,0.5643124973149085,0.5607864226316088,0.0035260746832996848,0.6,0.6,True
debe_ganar,41,1.1113558597438435,1.0936038948142872,0.01775196492955633,0.6657834859871338,0.653203698657356,0.012579787329777825,0.4878048780487805,0.4634146341463415,True
le_vale_empate,101,1.0232236828214027,1.0169834027463434,0.00624028007505939,0.6177413020657916,0.6148577340353465,0.002883568030445094,0.48514851485148514,0.46534653465346537,True
intrascendente,11,1.052481719296891,1.077007828633142,-0.02452610933625099,0.6382119545152981,0.6510446596137205,-0.012832705098422381,0.36363636363636365,0.36363636363636365,False
