date,fixture_datetime_utc,fixture_timestamp,league,league_id,season,fixture_id,status,home_team,home_team_id,away_team,away_team_id,country,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,home_xg_for,home_xg_against,away_xg_for,away_xg_against,home_sot_for,away_sot_for,home_big_for,away_big_for,home_motivation,away_motivation,home_absences,away_absences,results_last_refresh_at,home_recent_matches,away_recent_matches,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_stats_season_used,away_stats_season_used,data_enrichment_level,home_recent_stats_matches_requested,home_recent_stats_matches_used,home_recent_stats_coverage_ratio,home_recent_stats_available_flag,home_recent_shots_for_pg,home_recent_shots_against_pg,home_recent_sot_for_pg,home_recent_sot_against_pg,home_recent_possession_pct,home_recent_corners_for_pg,home_recent_corners_against_pg,home_recent_fouls_pg,home_recent_yellow_pg,home_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_stats_matches_requested,away_recent_stats_matches_used,away_recent_stats_coverage_ratio,away_recent_stats_available_flag,away_recent_shots_for_pg,away_recent_shots_against_pg,away_recent_sot_for_pg,away_recent_sot_against_pg,away_recent_possession_pct,away_recent_corners_for_pg,away_recent_corners_against_pg,away_recent_fouls_pg,away_recent_yellow_pg,away_recent_offsides_pg,away_recent_blocked_shots_pg,recent_stats_quality_flag,recent_fixture_statistics_updated_at,home_injuries_count,away_injuries_count,home_injuries_available_flag,away_injuries_available_flag,home_absence_risk_score,away_absence_risk_score,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,injuries_availability_updated_at,home_lineup_available_flag,away_lineup_available_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,fixture_lineups_updated_at,home_rank,home_points,home_goals_diff,home_played,home_table_goals_for,home_table_goals_against,home_urgency_score,away_rank,away_points,away_goals_diff,away_played,away_table_goals_for,away_table_goals_against,away_urgency_score,league_team_count,standings_context_updated_at,odds_1_home_v3,odds_1_draw_v3,odds_1_away_v3,odds_btts_yes_v3,odds_btts_no_v3,odds_over_1_5_v3,odds_under_1_5_v3,odds_over_2_5_v3,odds_under_2_5_v3,odds_over_3_5_v3,odds_under_3_5_v3,odds_dc_1x_v3,odds_dc_x2_v3,odds_dc_12_v3,odds_home_dnb_v3,odds_away_dnb_v3,odds_bookmakers_count_v3,odds_market_count_v3,odds_values_count_v3,imp_1_home,imp_1_draw,imp_1_away,imp_btts_yes,imp_btts_no,imp_over_1_5,imp_under_1_5,imp_over_2_5,imp_under_2_5,imp_over_3_5,imp_under_3_5,imp_dc_1x,imp_dc_x2,imp_dc_12,imp_home_dnb,imp_away_dnb,odds_context_v3_updated_at,odds_context_v3_status,league_tier,league_tier_rank,league_filter_reason,league_quality_score,old_data_count,prior_data_count,standings_data_count,recent_stats_data_count,injuries_data_count,data_quality_score,data_warning,home_absences_num,away_absences_num,home_availability_unknown_penalty,away_availability_unknown_penalty,availability_uncertainty_penalty,availability_known_risk_score,availability_attack_penalty,lineup_score_nudge,attack_environment_score,recent_stats_process_score,home_goal_path_score,away_goal_path_score,home_rank_strength,away_rank_strength,team_edge_raw,team_edge_score,home_motivation_num,away_motivation_num,motivation_total_score,absences_noise_penalty,standings_context_score,vsigma_pre_score,vsigma_priority,market_family_hint,is_two_leg_tie,tie_context_status,tie_state_label,tie_home_delta,tie_away_delta,home_trailing_in_tie,away_trailing_in_tie,tie_level_before_second_leg,tie_adjustment_applied,tie_adjustment_note
2026-04-30,2026-04-30T18:00:00+01:00,1777568400,Eliteserien,103,2026,1494732,FT,Bodo/Glimt,327,Start,334,Norway,FT,Match Finished,90,5,0,5,0,2.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2026-05-11T06:35:21.332400+00:00,8.0,8.0,2.375,0.375,2.125,0.875,1.0,1.75,0.875,0.75,0.5,0.0,0.375,0.75,1.0,0.875,0.75,0.375,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,4.0,0.8,1.0,13.5,12.0,4.5,5.0,64.0,7.0,3.25,9.0,1.0,0.333,5.0,5.0,4.0,0.8,1.0,10.5,13.0,3.5,4.5,42.5,2.5,5.25,16.25,2.25,1.75,2.75,PARTIAL,2026-05-11T06:35:25.119790+00:00,2.0,6.0,1.0,1.0,2.0,6.0,FULL,FULL,MEDIUM,HIGH,FULL,2026-05-11T06:35:33.422527+00:00,1.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,90.0,-15215.58,0.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,2026-05-11T06:35:34.941326+00:00,4.0,13.0,7.0,7.0,14.0,7.0,0.5,15.0,4.0,-10.0,8.0,6.0,16.0,1.0,16.0,2026-05-11T06:35:37.366530+00:00,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2026-05-11T06:35:45.771882+00:00,NO_ODDS_FOUND,TIER_2,2,norway_eliteserien,23,8,16,9,16,4,28.0,OK_FULL_STATS,2.0,6.0,0.0,0.0,0.0,8.0,0.1,0.0,17.36,3.2,19.88,11.09,0.8,0.0666666666666666,24.3,16.0,0.0,0.0,0.0,0.1,3.79,88.05,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,0.0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-04-30,2026-04-30T23:00:00+01:00,1777586400,CONMEBOL Libertadores,13,2026,1535274,FT,Independ. Rivadavia,473,Deportivo La Guaira,2813,World,FT,Match Finished,90,4,1,4,1,3.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-11T06:35:21.332625+00:00,8.0,8.0,2.75,1.75,2.25,0.875,0.625,0.5,0.875,0.625,0.5,0.625,0.5,0.375,0.75,0.375,0.5,0.125,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,13.2,11.8,5.4,3.8,46.4,5.2,2.8,11.0,2.4,2.0,1.4,5.0,2.0,0.4,1.0,5.0,21.5,1.5,6.5,32.0,2.5,11.5,11.0,2.0,3.0,1.5,SPARSE,2026-05-11T06:35:24.602072+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-11T06:35:28.854071+00:00,1.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,90.0,-14915.58,0.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,2026-05-11T06:35:34.765703+00:00,1.0,10.0,5.0,4.0,8.0,3.0,1.0,3.0,3.0,-3.0,4.0,3.0,6.0,1.0,32.0,2026-05-11T06:35:37.345875+00:00,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2026-05-11T06:35:41.115578+00:00,NO_ODDS_FOUND,TIER_1,1,conmebol_libertadores,30,8,16,9,16,0,28.0,OK_FULL_STATS,,,0.0,0.0,0.0,0.0,0.0,0.0,14.02,2.26,16.94,7.46,1.0,0.935483870967742,10.31,11.34,0.0,0.0,0.0,0.0,3.46,86.82,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,1.0,NO_FIRST_LEG_FOUND,,,,0,0,0,0,
2026-04-30,2026-04-30T20:00:00+01:00,1777575600,UEFA Europa Conference League,848,2025,1540880,FT,Shakhtar Donetsk,550,Crystal Palace,52,World,FT,Match Finished,90,1,3,1,3,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-11T06:35:21.332576+00:00,8.0,8.0,2.125,1.5,2.125,1.125,1.0,0.875,1.0,0.625,0.375,0.5,0.625,0.5,0.875,0.625,0.875,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,3.0,0.6,1.0,16.667,7.333,6.0,2.667,62.0,4.0,4.667,11.667,2.0,3.0,5.0,5.0,5.0,1.0,1.0,12.0,9.8,4.4,3.6,45.4,3.6,4.4,14.0,1.8,1.6,1.8,PARTIAL,2026-05-11T06:35:24.754036+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-11T06:35:30.210620+00:00,1.0,1.0,11.0,11.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,90.0,-15095.58,0.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,2026-05-11T06:35:34.784906+00:00,6.0,13.0,5.0,6.0,10.0,5.0,0.5,10.0,10.0,5.0,6.0,11.0,6.0,0.0,36.0,2026-05-11T06:35:37.353441+00:00,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2026-05-11T06:35:42.560552+00:00,NO_ODDS_FOUND,TIER_1,1,uefa_top_competition,30,8,16,9,16,0,28.0,OK_FULL_STATS,,,0.0,0.0,0.0,0.0,0.0,0.0,17.17,3.2,16.4,12.3,0.8571428571428572,0.7428571428571429,8.45,9.3,0.0,0.0,0.0,0.0,1.85,86.32,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,1.0,NO_FIRST_LEG_FOUND,,,,0,0,0,0,
2026-04-30,2026-04-30T23:00:00+01:00,1777586400,CONMEBOL Libertadores,13,2026,1535267,FT,Bolívar,3702,Fluminense,124,World,FT,Match Finished,90,2,0,2,0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-11T06:35:21.332621+00:00,8.0,8.0,1.625,1.5,2.375,1.375,1.25,1.125,0.875,0.75,0.25,0.25,0.625,0.75,0.875,0.75,0.625,0.625,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,4.0,0.8,1.0,21.0,7.25,8.5,2.75,71.75,6.75,2.25,10.75,1.75,2.25,4.5,5.0,5.0,1.0,1.0,17.4,9.0,6.4,4.2,61.8,4.2,2.4,11.8,1.8,1.5,3.4,PARTIAL,2026-05-11T06:35:24.413399+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-11T06:35:27.593007+00:00,1.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,90.0,-14915.58,0.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,2026-05-11T06:35:34.746302+00:00,2.0,5.0,1.0,4.0,4.0,3.0,1.0,4.0,2.0,-3.0,4.0,2.0,5.0,1.0,32.0,2026-05-11T06:35:37.340757+00:00,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2026-05-11T06:35:39.711963+00:00,NO_ODDS_FOUND,TIER_1,1,conmebol_libertadores,30,8,16,9,16,0,28.0,OK_FULL_STATS,,,0.0,0.0,0.0,0.0,0.0,0.0,18.9,3.6,20.0,16.05,0.967741935483871,0.9032258064516128,5.2,5.72,0.0,0.0,0.0,0.0,3.41,86.03,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,1.0,NO_FIRST_LEG_FOUND,,,,0,0,0,0,
2026-04-30,2026-04-30T01:30:00+01:00,1777509000,CONMEBOL Libertadores,13,2026,1535272,FT,Estudiantes L.P.,450,Flamengo,127,World,FT,Match Finished,90,1,1,1,1,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-11T06:35:21.331754+00:00,8.0,8.0,2.125,2.625,1.625,2.375,0.625,0.875,0.75,0.875,0.375,0.375,0.5,0.5,0.625,1.0,0.5,0.75,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,13.4,11.0,4.4,3.0,50.4,3.2,4.2,13.4,3.4,1.2,3.2,5.0,5.0,1.0,1.0,18.0,12.6,8.6,4.0,52.2,3.8,4.0,11.6,2.0,1.2,4.4,FULL,2026-05-11T06:35:24.576221+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-11T06:35:28.453385+00:00,1.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,90.0,-16205.58,0.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,2026-05-11T06:35:34.759320+00:00,2.0,6.0,1.0,4.0,5.0,4.0,1.0,1.0,7.0,5.0,3.0,7.0,2.0,1.0,32.0,2026-05-11T06:35:37.344194+00:00,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2026-05-11T06:35:40.624565+00:00,NO_ODDS_FOUND,TIER_1,1,conmebol_libertadores,30,8,16,9,16,0,28.0,OK_FULL_STATS,,,0.0,0.0,0.0,0.0,0.0,0.0,18.86,4.0,14.73,19.2,0.967741935483871,1.0,-4.84,5.32,0.0,0.0,0.0,0.0,3.49,85.67,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,1.0,NO_FIRST_LEG_FOUND,,,,0,0,0,0,
2026-04-30,2026-04-30T01:00:00+01:00,1777507200,CONMEBOL Libertadores,13,2026,1535266,FT,Barcelona SC,1152,U. Catolica,2994,World,FT,Match Finished,90,1,2,1,2,0.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-11T06:35:21.331715+00:00,8.0,8.0,1.375,1.5,1.125,2.125,1.375,1.5,0.75,0.75,0.125,0.0,0.625,0.75,0.875,0.75,0.5,0.75,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,12.2,12.2,6.0,5.4,51.0,6.0,4.2,12.8,2.0,1.4,2.8,5.0,5.0,1.0,1.0,9.8,11.8,4.6,4.6,49.0,4.8,3.8,12.2,4.4,3.2,1.6,FULL,2026-05-11T06:35:24.384831+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-11T06:35:27.041982+00:00,1.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,1.0,0.0,0.22,0.22,0.45,0.04,0.233,0.0,90.0,-16235.58,0.0,0.0,FULL,FULL,FULL,ADVISORY_ONLY,2026-05-11T06:35:34.739879+00:00,4.0,3.0,-4.0,4.0,2.0,6.0,1.0,1.0,7.0,1.0,4.0,5.0,4.0,1.0,32.0,2026-05-11T06:35:37.338452+00:00,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2026-05-11T06:35:39.329258+00:00,NO_ODDS_FOUND,TIER_1,1,conmebol_libertadores,30,8,16,9,16,0,28.0,OK_FULL_STATS,,,0.0,0.0,0.0,0.0,0.0,0.0,18.51,4.0,16.47,18.73,0.9032258064516128,1.0,-4.94,5.43,0.0,0.0,0.0,0.0,3.43,85.37,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,1.0,NO_FIRST_LEG_FOUND,,,,0,0,0,0,
2026-04-30,2026-04-30T20:00:00+01:00,1777575600,UEFA Europa Conference League,848,2025,1540879,FT,Rayo Vallecano,728,Strasbourg,95,World,FT,Match Finished,90,1,0,1,0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-11T06:35:21.332572+00:00,8.0,8.0,1.25,1.625,1.125,1.75,1.375,1.625,0.625,0.625,0.375,0.125,0.25,0.5,0.5,1.0,0.5,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,15.6,14.4,5.2,5.4,49.2,4.4,6.2,13.8,3.2,2.0,3.6,5.0,5.0,1.0,1.0,11.2,13.8,3.4,5.0,61.6,4.0,7.8,11.0,2.2,2.6,2.2,FULL,2026-05-11T06:35:24.650351+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-11T06:35:29.719254+00:00,1.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,90.0,-15095.58,0.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,2026-05-11T06:35:34.778683+00:00,5.0,13.0,6.0,6.0,13.0,7.0,1.0,1.0,16.0,6.0,6.0,11.0,5.0,1.0,36.0,2026-05-11T06:35:37.350894+00:00,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2026-05-11T06:35:42.043975+00:00,NO_ODDS_FOUND,TIER_1,1,uefa_top_competition,30,8,16,9,16,0,28.0,OK_FULL_STATS,,,0.0,0.0,0.0,0.0,0.0,0.0,16.8,4.0,15.83,15.71,0.8857142857142857,1.0,-3.67,4.04,0.0,0.0,0.0,0.0,3.42,82.26,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,1.0,NO_FIRST_LEG_FOUND,,,,0,0,0,0,
2026-04-30,2026-04-30T20:00:00+01:00,1777575600,UEFA Europa League,3,2025,1540872,FT,Nottingham Forest,65,Aston Villa,66,World,FT,Match Finished,90,1,0,1,0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,2026-05-11T06:35:21.332568+00:00,8.0,8.0,2.25,2.0,2.125,2.125,0.5,1.125,0.875,0.875,0.5,0.375,0.5,0.5,0.75,0.875,0.5,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,12.2,11.2,4.2,4.2,48.0,5.4,3.2,13.0,1.6,1.8,3.6,5.0,5.0,1.0,1.0,11.6,13.6,4.8,5.0,51.6,3.8,4.0,12.2,1.2,0.6,2.0,FULL,2026-05-11T06:35:24.779339+00:00,22.0,8.0,1.0,1.0,20.8,7.2,FULL,FULL,HIGH,HIGH,FULL,2026-05-11T06:35:30.750759+00:00,1.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,90.0,-15095.58,0.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,2026-05-11T06:35:34.791377+00:00,13.0,14.0,8.0,8.0,15.0,7.0,0.0,2.0,21.0,8.0,8.0,14.0,6.0,1.0,36.0,2026-05-11T06:35:37.355455+00:00,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2026-05-11T06:35:43.003670+00:00,NO_ODDS_FOUND,TIER_1,1,uefa_top_competition,30,8,16,9,16,4,28.0,OK_FULL_STATS,20.8,7.2,0.0,0.0,0.0,28.0,0.1,0.0,19.39,4.0,17.86,15.84,0.6571428571428571,0.9714285714285714,-1.17,1.29,0.0,0.0,0.0,0.1,2.31,80.89,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,1.0,NO_FIRST_LEG_FOUND,,,,0,0,0,0,
2026-04-30,2026-04-30T01:30:00+01:00,1777509000,CONMEBOL Sudamericana,11,2026,1535176,FT,Cienciano,2562,Atletico-MG,1062,World,FT,Match Finished,90,1,0,1,0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-11T06:35:21.331739+00:00,8.0,8.0,2.125,1.5,1.875,1.375,1.0,1.5,0.875,0.625,0.25,0.125,0.625,0.5,0.875,0.875,0.625,0.75,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,14.8,9.2,5.2,3.6,50.6,7.2,2.4,11.6,1.4,1.8,2.0,5.0,5.0,1.0,1.0,16.0,8.4,6.0,3.2,60.8,7.2,1.8,11.8,1.6,1.0,5.0,FULL,2026-05-11T06:35:25.040722+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-11T06:35:32.143525+00:00,1.0,1.0,11.0,11.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,90.0,-16205.58,0.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,2026-05-11T06:35:34.811742+00:00,1.0,7.0,0.0,4.0,4.0,4.0,1.0,4.0,4.0,-1.0,4.0,5.0,6.0,1.0,32.0,2026-05-11T06:35:37.360667+00:00,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2026-05-11T06:35:44.361294+00:00,NO_ODDS_FOUND,TIER_2,2,conmebol_sudamericana,23,8,16,9,16,0,28.0,OK_FULL_STATS,,,0.0,0.0,0.0,0.0,0.0,0.0,18.29,4.0,18.85,14.67,1.0,0.9032258064516128,7.37,8.11,0.0,0.0,0.0,0.0,3.43,80.83,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,1.0,NO_FIRST_LEG_FOUND,,,,0,0,0,0,
2026-04-30,2026-04-30T23:00:00+01:00,1777586400,CONMEBOL Sudamericana,11,2026,1535185,FT,Vasco DA Gama,133,Olimpia,1182,World,FT,Match Finished,90,3,0,3,0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-11T06:35:21.332617+00:00,8.0,8.0,1.125,2.0,1.0,2.0,1.0,0.75,0.75,0.875,0.25,0.625,0.625,0.375,0.75,0.875,0.375,0.5,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,16.0,10.8,4.2,3.0,56.0,6.6,4.6,12.8,2.4,1.333,4.4,5.0,5.0,1.0,1.0,14.4,11.8,6.0,3.2,59.6,5.2,4.2,9.4,2.8,2.4,3.0,FULL,2026-05-11T06:35:25.093841+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-11T06:35:32.977586+00:00,1.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,90.0,-14915.58,0.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,2026-05-11T06:35:34.933649+00:00,1.0,7.0,3.0,4.0,6.0,3.0,1.0,2.0,7.0,0.0,4.0,4.0,4.0,1.0,32.0,2026-05-11T06:35:37.364411+00:00,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2026-05-11T06:35:45.317669+00:00,NO_ODDS_FOUND,TIER_2,2,conmebol_sudamericana,23,8,16,9,16,0,28.0,OK_FULL_STATS,,,0.0,0.0,0.0,0.0,0.0,0.0,17.02,4.0,11.44,17.86,1.0,0.967741935483871,-8.38,9.22,0.0,0.0,0.0,0.0,3.49,80.73,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,1.0,NO_FIRST_LEG_FOUND,,,,0,0,0,0,
