rows_processed,full_rows,partial_rows,sparse_rows,none_rows,api_calls_made,cache_hits,api_errors,plan_limit_errors,avg_injuries_count_known,unknown_coverage_rows,generated_at_utc
15,3,0,0,12,15,0,0,0,8.667,12,2026-05-11T06:35:33.435957+00:00
