target_date,generated_at,rows_reviewed,candidate_rows,block_rows,observe_rows,insufficient_sample_rows,rule_bucket_counts,rule_decision_counts,future_rule_candidate_counts,activation_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-17,2026-06-17T13:09:15+01:00,77,19,26,32,7,RULE_BLOCK_NEGATIVE_OR_WEAK_MARKET=26; RULE_OBSERVE_ONLY_SEGMENT=22; RULE_CANDIDATE_TOTAL_MARKET_EARLY_SAMPLE=9; RULE_OBSERVE_ONLY_INSUFFICIENT_SAMPLE=7; RULE_CANDIDATE_PROTECTED_MARKET_EARLY_SAMPLE=6; RULE_CANDIDATE_TOTAL_MARKET=4; RULE_NEUTRAL_OBSERVE_MORE=3,OBSERVE_MORE_SEGMENT=22; WATCH_ONLY_COLLECT_TO_50_SAMPLE=15; BLOCK_ML_PROMOTION=9; BLOCK_OVER_2_5_PROMOTION=9; BLOCK_BTTS_YES_PROMOTION=8; COLLECT_MORE_SAMPLE=7; FUTURE_RULE_REVIEW_ONLY=4; OBSERVE_MORE_GLOBAL_MARKET=3,NO_BLOCKED_MARKET=26; NO_SEGMENT_SAMPLE_TOO_SMALL=22; YES_REVIEW_ONLY_AFTER_SAMPLE_GROWS=15; NO_SAMPLE_TOO_SMALL=7; YES_REVIEW_ONLY=4; NO_OBSERVE_MORE=3,NO_RULE_ACTIVATION_PERMISSION=77,NO_PICK_PERMISSION=77,NO_STAKE_PERMISSION=77,"Review candidate rules only after sample grows. This board cannot activate rules, picks, or stake.",NO,NO
