target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,provider,refresh_status,refresh_note,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,result_ready_for_ledger,api_calls_planned,api_calls_executed,auto_apply,production_change
2026-06-17,2026-06-17T13:08:48+01:00,1514202,Grindavik,Fylkir,1. Deild,Iceland,2026-06-17T14:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,16,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1514203,IR Reykjavik,Grotta,1. Deild,Iceland,2026-06-17T14:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,17,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1528022,Kairat Almaty,Kyzyl-Zhar,Premier League,Kazakhstan,2026-06-17T14:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,18,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1509145,Saburtalo,Rustavi,Erovnuli Liga,Georgia,2026-06-17T15:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,19,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1514237,Vestri,Ægir,1. Deild,Iceland,2026-06-17T15:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,20,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1515861,FS Jelgava,Ogre United,Virsliga,Latvia,2026-06-17T15:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,21,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1515862,Tukums,Auda,Virsliga,Latvia,2026-06-17T15:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,22,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1547799,FC Energetik-Bgu Minsk,ML Vitebsk,Coppa,Belarus,2026-06-17T15:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,23,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1553763,Kawkab Marrakech,Ittihad Tanger,Botola Pro,Morocco,2026-06-17T15:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,24,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1553764,Maghreb Fès,Difaa EL Jadida,Botola Pro,Morocco,2026-06-17T15:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,25,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1553765,CR Khemis Zemamra,Raja Casablanca,Botola Pro,Morocco,2026-06-17T15:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,26,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1553766,UTS Rabat,CODM Meknès,Botola Pro,Morocco,2026-06-17T15:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,27,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1547800,FC Slutsk,Dinamo Minsk,Coppa,Belarus,2026-06-17T15:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,28,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1507183,Telavi,Odishi 1919,Erovnuli Liga 2,Georgia,2026-06-17T16:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,29,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1513571,Kalju Nomme,Tammeka,Meistriliiga,Estonia,2026-06-17T16:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,30,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1513572,Nõmme United,FC Levadia Tallinn,Meistriliiga,Estonia,2026-06-17T16:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,31,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1513573,Paide,Laagri,Meistriliiga,Estonia,2026-06-17T16:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,32,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1515863,Riga,Rīgas FS,Virsliga,Latvia,2026-06-17T16:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,33,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1553806,Veles,Novosibirsk,Second League A - Division A Gold,Russia,2026-06-17T16:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,34,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1511072,Forward,Karlslund,Division 2 - Södra Svealand,Sweden,2026-06-17T16:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,35,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1531387,Medina United,Dutch Lions,GFA League,Gambia,2026-06-17T16:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,36,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1531388,Samger,Bombada,GFA League,Gambia,2026-06-17T16:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,37,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1507179,Aragvi Dusheti,Sioni,Erovnuli Liga 2,Georgia,2026-06-17T17:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,38,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1509147,Torpedo Kutaisi,Dinamo Batumi,Erovnuli Liga,Georgia,2026-06-17T17:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,39,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1510959,IFK Trelleborg,Berga,Division 2 - Södra Götaland,Sweden,2026-06-17T17:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,40,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1510961,Oskarshamns AIK,Växjö Norra,Division 2 - Södra Götaland,Sweden,2026-06-17T17:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,41,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1510964,Torns,Österlen,Division 2 - Södra Götaland,Sweden,2026-06-17T17:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,42,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1511338,Landvetter IS,Jonsered,Division 2 - Västra Götaland,Sweden,2026-06-17T17:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,43,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1504474,Utsikten,Atvidabergs FF,Ettan - Södra,Sweden,2026-06-17T17:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,44,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1510789,Enskede,Bollstanäs,Division 2 - Norra Svealand,Sweden,2026-06-17T17:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,45,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1511337,Kongahälla,Hestrafor,Division 2 - Västra Götaland,Sweden,2026-06-17T17:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,46,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1553784,Al Jahra,Al Tadhamon,Premier League,Kuwait,2026-06-17T17:45:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,47,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1553785,Al Shabab,Al Nasar,Premier League,Kuwait,2026-06-17T17:45:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,48,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1498571,Gimnasia Jujuy,Nueva Chicago,Primera Nacional,Argentina,2026-06-17T18:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,49,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1541984,Tubarao,Blumenau,Catarinense - 2,Brazil,2026-06-17T18:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,50,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1544588,Farroupilha,Bagé,Copa Gaúcha,Brazil,2026-06-17T18:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,51,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1544589,Guarany de Bagé,Brasil DE Pelotas,Copa Gaúcha,Brazil,2026-06-17T18:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,52,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1544591,Santa Cruz RS,Gramadense,Copa Gaúcha,Brazil,2026-06-17T18:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,53,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1547683,Ipatinga,Villa Nova,Mineiro - 2,Brazil,2026-06-17T18:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,54,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1549940,Alumni Los Hornos,Ezeiza,Torneo Promocional Amateur,Argentina,2026-06-17T18:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,55,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1549941,Belgrano Zarate,Buenos Aires City,Torneo Promocional Amateur,Argentina,2026-06-17T18:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,56,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1549943,Uribelarrea,Barrancas UMET,Torneo Promocional Amateur,Argentina,2026-06-17T18:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,57,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1493545,Oakland Roots,Birmingham Legion,USL Championship,USA,2026-06-17T19:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,58,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1489384,England,Croatia,World Cup,World,2026-06-17T20:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,59,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1524951,Charlotte Eagles,SC United Bantams,USL League Two,USA,2026-06-17T21:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,60,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1550645,Vilavelhense,Vitória ES,Copa Espírito Santo,Brazil,2026-06-17T21:45:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,61,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1524952,Rochester,RKC,USL League Two,USA,2026-06-17T22:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,62,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1524953,Brooke House,Inter Gainesville,USL League Two,USA,2026-06-17T22:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,63,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1547680,Caldense,Guarani MG,Mineiro - 2,Brazil,2026-06-17T22:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,64,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1524956,Port City,Hickory,USL League Two,USA,2026-06-17T22:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,65,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1541981,Nação,Juventus SC,Catarinense - 2,Brazil,2026-06-17T22:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,66,NO,NO
2026-06-17,2026-06-17T13:08:48+01:00,1547682,Uberaba,CAP,Mineiro - 2,Brazil,2026-06-17T22:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,67,67,NO,NO
