target_date,generated_at,fixtures_reviewed,search_provider,urls_discovered,rows_extracted,status_counts,source_counts,auto_apply,production_change
2026-06-17,2026-06-17T13:04:59+01:00,7,SERPAPI_SEARCH_FAILED,0,0,NO_DATA=7,,NO,NO
