target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,source_path,raw_trust_status,trust_reason,allowed_downstream_use,auto_apply,production_change
2026-06-17,2026-06-17T13:05:01+01:00,1524944,,,Vermont Green,Seacoast United Phantoms,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1525406,,,Eagle FC,Lehigh Valley United,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1532209,,,Ann Arbor W,Detroit City W,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1532214,,,Northern Virginia FC W,Patuxent W,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1532353,,,Hudson Valley Crusaders W,Vermont Green W,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1532354,,,Rockford Raptors W,Rochester W,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1524945,,,Manhattan,Long Island Rough Riders,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1524942,,,Houston Sur,GFI,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1524946,,,FC Motown II,Hudson Valley Hammers,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1532210,,,Cedar Stars W,Manhattan W,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1532211,,,Midwest United W,Kalamazoo FC W,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1532396,,,AHFC Royals W,Hill Country Linces W,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1532449,,,Edgewater Castle W,Rally Madison FC W,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1524947,,,West Chester United,Lone Star II,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1525407,,,Delaware FC,PA Classics,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1547745,,,La Fama,Britannia,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1489381,,,Argentina,Algeria,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1532355,,,Snohomish United W,Tacoma Galaxy W,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1489382,,,Austria,Jordan,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1542413,,,Central Stallions,Ulaanbaatar,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-17,2026-06-17T13:05:01+01:00,1533729,,,Changnyeong W,Suwon FMC W,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
