target_date,generated_at,fixture_id,home_team,away_team,league,country,max_coverage_decision,enrichment_mode,downstream_use,external_calls_allowed,executor_mode,planned_endpoints,executed_endpoints,successful_endpoints,failed_endpoints,fixture_detail_status,statistics_status,events_status,lineups_status,predictions_status,odds_status,executor_status,scoring_eligibility_after_execution,raw_output_dir,error_summary,auto_apply,production_change
2026-06-17,2026-06-17T17:47:19+01:00,1524944,Vermont Green,Seacoast United Phantoms,USL League Two,,COVERAGE_PROBE_ALLOWED_LOW_COVERAGE,COVERAGE_PROBE_ONLY,COVERAGE_GATE_ONLY,YES_MAX_COVERAGE_POLICY,EXECUTE_API_CALLS,fixture_detail;statistics;events,fixture_detail;statistics;events,fixture_detail,statistics;events,OK,FAILED_OR_EMPTY,FAILED_OR_EMPTY,NOT_PLANNED,NOT_PLANNED,NOT_PLANNED,EXECUTED_WITH_DATA,NO_COVERAGE_GATE_ONLY,data/processed/today/2026-06-17/api_enrichment/1524944,statistics:EMPTY_RESPONSE | events:EMPTY_RESPONSE,NO,NO
2026-06-17,2026-06-17T17:47:19+01:00,1525406,Eagle FC,Lehigh Valley United,USL League Two,,COVERAGE_PROBE_ALLOWED_LOW_COVERAGE,COVERAGE_PROBE_ONLY,COVERAGE_GATE_ONLY,YES_MAX_COVERAGE_POLICY,EXECUTE_API_CALLS,fixture_detail;statistics;events,fixture_detail;statistics;events,fixture_detail,statistics;events,OK,FAILED_OR_EMPTY,FAILED_OR_EMPTY,NOT_PLANNED,NOT_PLANNED,NOT_PLANNED,EXECUTED_WITH_DATA,NO_COVERAGE_GATE_ONLY,data/processed/today/2026-06-17/api_enrichment/1525406,statistics:EMPTY_RESPONSE | events:EMPTY_RESPONSE,NO,NO
2026-06-17,2026-06-17T17:47:19+01:00,1524942,Houston Sur,GFI,USL League Two,,COVERAGE_PROBE_ALLOWED_LOW_COVERAGE,COVERAGE_PROBE_ONLY,COVERAGE_GATE_ONLY,YES_MAX_COVERAGE_POLICY,EXECUTE_API_CALLS,fixture_detail;statistics;events,fixture_detail;statistics;events,fixture_detail;statistics,events,OK,OK,FAILED_OR_EMPTY,NOT_PLANNED,NOT_PLANNED,NOT_PLANNED,EXECUTED_WITH_DATA,NO_COVERAGE_GATE_ONLY,data/processed/today/2026-06-17/api_enrichment/1524942,events:EMPTY_RESPONSE,NO,NO
2026-06-17,2026-06-17T17:47:19+01:00,1547745,La Fama,Britannia,Division di Honor,,FULL_ENRICHMENT_ALLOWED_FOR_SCORING,FULL_ENRICHMENT_WITH_NORMAL_GATES,SCORING_ALLOWED_WITH_NORMAL_GATES,YES_MAX_COVERAGE_POLICY,EXECUTE_API_CALLS,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;statistics;events;predictions,lineups;odds,OK,OK,OK,FAILED_OR_EMPTY,OK,FAILED_OR_EMPTY,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,data/processed/today/2026-06-17/api_enrichment/1547745,lineups:EMPTY_RESPONSE | odds:EMPTY_RESPONSE,NO,NO
2026-06-17,2026-06-17T17:47:19+01:00,1542413,Central Stallions,Ulaanbaatar,Premier League,,FULL_ENRICHMENT_ALLOWED_FOR_SCORING,FULL_ENRICHMENT_WITH_NORMAL_GATES,SCORING_ALLOWED_WITH_NORMAL_GATES,YES_MAX_COVERAGE_POLICY,EXECUTE_API_CALLS,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;events;predictions;odds,statistics;lineups,OK,FAILED_OR_EMPTY,OK,FAILED_OR_EMPTY,OK,OK,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,data/processed/today/2026-06-17/api_enrichment/1542413,statistics:EMPTY_RESPONSE | lineups:EMPTY_RESPONSE,NO,NO
2026-06-17,2026-06-17T17:47:19+01:00,1542414,Khoromkhon,Ulaangom City,Premier League,,FULL_ENRICHMENT_ALLOWED_FOR_SCORING,FULL_ENRICHMENT_WITH_NORMAL_GATES,SCORING_ALLOWED_WITH_NORMAL_GATES,YES_MAX_COVERAGE_POLICY,EXECUTE_API_CALLS,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;events;predictions,statistics;lineups;odds,OK,FAILED_OR_EMPTY,OK,FAILED_OR_EMPTY,OK,FAILED_OR_EMPTY,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,data/processed/today/2026-06-17/api_enrichment/1542414,statistics:EMPTY_RESPONSE | lineups:EMPTY_RESPONSE | odds:EMPTY_RESPONSE,NO,NO
2026-06-17,2026-06-17T17:47:19+01:00,1546785,Simba,Vita Club,Ligue 1,,FULL_ENRICHMENT_ALLOWED_FOR_SCORING,FULL_ENRICHMENT_WITH_NORMAL_GATES,SCORING_ALLOWED_WITH_NORMAL_GATES,YES_MAX_COVERAGE_POLICY,EXECUTE_API_CALLS,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;predictions,statistics;events;lineups;odds,OK,FAILED_OR_EMPTY,FAILED_OR_EMPTY,FAILED_OR_EMPTY,OK,FAILED_OR_EMPTY,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,data/processed/today/2026-06-17/api_enrichment/1546785,statistics:EMPTY_RESPONSE | events:EMPTY_RESPONSE | lineups:EMPTY_RESPONSE | odds:EMPTY_RESPONSE,NO,NO
2026-06-17,2026-06-17T17:47:19+01:00,1550470,Arsenal Tula,Volga Ulyanovsk,Friendlies Clubs,,COVERAGE_PROBE_ALLOWED_LOW_COVERAGE,COVERAGE_PROBE_ONLY,COVERAGE_GATE_ONLY,YES_MAX_COVERAGE_POLICY,EXECUTE_API_CALLS,fixture_detail;statistics;events,fixture_detail;statistics;events,fixture_detail;events,statistics,OK,FAILED_OR_EMPTY,OK,NOT_PLANNED,NOT_PLANNED,NOT_PLANNED,EXECUTED_WITH_DATA,NO_COVERAGE_GATE_ONLY,data/processed/today/2026-06-17/api_enrichment/1550470,statistics:EMPTY_RESPONSE,NO,NO
2026-06-17,2026-06-17T17:47:19+01:00,1477249,Singida Black Stars,Dodoma Jiji,Ligi kuu Bara,,FULL_ENRICHMENT_ALLOWED_FOR_SCORING,FULL_ENRICHMENT_WITH_NORMAL_GATES,SCORING_ALLOWED_WITH_NORMAL_GATES,YES_MAX_COVERAGE_POLICY,EXECUTE_API_CALLS,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;predictions,statistics;events;lineups;odds,OK,FAILED_OR_EMPTY,FAILED_OR_EMPTY,FAILED_OR_EMPTY,OK,FAILED_OR_EMPTY,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,data/processed/today/2026-06-17/api_enrichment/1477249,statistics:EMPTY_RESPONSE | events:EMPTY_RESPONSE | lineups:EMPTY_RESPONSE | odds:EMPTY_RESPONSE,NO,NO
2026-06-17,2026-06-17T17:47:19+01:00,1507180,Gareji,Shturmi,Erovnuli Liga 2,,FULL_ENRICHMENT_ALLOWED_FOR_SCORING,FULL_ENRICHMENT_WITH_NORMAL_GATES,SCORING_ALLOWED_WITH_NORMAL_GATES,YES_MAX_COVERAGE_POLICY,EXECUTE_API_CALLS,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;events;predictions;odds,statistics;lineups,OK,FAILED_OR_EMPTY,OK,FAILED_OR_EMPTY,OK,OK,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,data/processed/today/2026-06-17/api_enrichment/1507180,statistics:EMPTY_RESPONSE | lineups:EMPTY_RESPONSE,NO,NO
