target_date,generated_at,registry_rules,rows_reviewed,in_sample_rows,out_of_sample_rows,pending_rows,evaluated_rows,oos_evaluated_rows,oos_hit_rows,oos_miss_rows,oos_void_rows,oos_hit_rate_pct,oos_hit_or_void_rate_pct,oos_class_counts,oos_outcome_counts,rule_market_counts,activation_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-17,2026-06-17T13:09:36+01:00,34,576,10,29,537,39,29,18,11,0,62.1,62.1,PENDING_RESULT=537; OUT_OF_SAMPLE=29; IN_SAMPLE_BOOTSTRAP=10,PENDING_RESULT=537; HIT=28; MISS=11,OVER_1_5=309; UNDER_3_5=99; API_DNB=84; API_DOUBLE_CHANCE=84,NO_RULE_ACTIVATION_PERMISSION=576,NO_PICK_PERMISSION=576,NO_STAKE_PERMISSION=576,Collect future OUT_OF_SAMPLE rows. No rule activation before sufficient out-of-sample sample size.,NO,NO
