target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,promotion_status,promotion_reason,source_path,allowed_downstream_use,auto_apply,production_change
2026-06-17,2026-06-17T19:01:55+01:00,1547745,Division di Honor,Aruba,La Fama,Britannia,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1542413,Premier League,Mongolia,Central Stallions,Ulaanbaatar,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1542414,Premier League,Mongolia,Khoromkhon,Ulaangom City,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1546785,Ligue 1,Congo-DR,Simba,Vita Club,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1477249,Ligi kuu Bara,Tanzania,Singida Black Stars,Dodoma Jiji,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1507180,Erovnuli Liga 2,Georgia,Gareji,Shturmi,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1507182,Erovnuli Liga 2,Georgia,Merani Martvili,Samtredia,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1546783,Ligue 1,Congo-DR,Don Bosco,TP Mazembe,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1546786,Ligue 1,Congo-DR,Saint Eloi Lupopo,Céleste,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1547798,Coppa,Belarus,Molodechno-DYuSSh 4,Bate Borisov,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1507181,Erovnuli Liga 2,Georgia,Kolkheti Poti,Gori,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1514202,1. Deild,Iceland,Grindavik,Fylkir,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1514203,1. Deild,Iceland,IR Reykjavik,Grotta,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1528022,Premier League,Kazakhstan,Kairat Almaty,Kyzyl-Zhar,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1509145,Erovnuli Liga,Georgia,Saburtalo,Rustavi,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1514237,1. Deild,Iceland,Vestri,Ægir,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
2026-06-17,2026-06-17T19:01:55+01:00,1515861,Virsliga,Latvia,FS Jelgava,Ogre United,,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,WAIT_SCORING,NO,NO
