target_date,generated_at,self_heal_status,daily_board_exists,daily_board_rows,current_trigger_date,trigger_action,reason,next_action,auto_apply,production_change
2026-06-17,2026-06-17T20:33:46+01:00,OK_BOARD_PRESENT,true,2,2026-06-17,NO_TRIGGER_CHANGE,daily board exists with rows,Use consolidated panel/operator brief normally.,NO,NO
