market_primary,n_total,n_settled,wins,losses,pushes,win_rate_no_push,roi_units,avg_primary_edge,report_type,edge_floor_band,execution_verdict
BTTS_YES,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0328,by_market_primary,,
OVER_1_5,12.0,12.0,10.0,2.0,0.0,0.8333,3.41,0.1748,by_market_primary,,
OVER_2_5,3.0,3.0,2.0,1.0,0.0,0.6667,0.87,0.2463,by_market_primary,,
,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0328,by_edge_floor_band,PLAYABLE,
,15.0,15.0,12.0,3.0,0.0,0.8,4.28,0.1891,by_edge_floor_band,STRONG,
,3.0,3.0,3.0,0.0,0.0,1.0,2.48,0.2565,by_execution_verdict,,CORE_SHORTLIST
,2.0,2.0,1.0,1.0,0.0,0.5,-0.55,0.1842,by_execution_verdict,,TOP_CORE
,11.0,11.0,8.0,3.0,0.0,0.7273,1.35,0.1574,by_execution_verdict,,WATCH
ACTIONABLE_ONLY,14.0,14.0,11.0,3.0,0.0,0.7857,3.81,0.1976,actionable_summary,,
