summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,16.0,16.0,16.0,0.591,0.606,0.0,160.0,0.0,2026-05-13T15:01:09.991892+00:00,,
home_quality_flag,,,,,,,,,,FULL,12.0
home_quality_flag,,,,,,,,,,PARTIAL,4.0
away_quality_flag,,,,,,,,,,FULL,12.0
away_quality_flag,,,,,,,,,,PARTIAL,4.0
