summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,5,4,1,1,0,66.424,0.154349,5.4,3.0,2.4,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,1,1,1,1,0,64.91,0.126975,2.0,2.0,0.0,0.0
by_final_execution_bucket,BLOCKED,,,,,1,1,0,0,0,60.3,0.312124,25.0,13.0,12.0,0.0
by_final_execution_bucket,DOWNGRADED,,,,,2,2,0,0,0,67.665,0.089149,0.0,0.0,0.0,0.0
by_final_execution_bucket,WATCH,,,,,1,0,0,0,0,71.58,,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,1,1,1,1,0,64.91,0.126975,2.0,2.0,0.0,0.0
by_bucket_and_governance_status,BLOCKED,DOWNGRADED_THIN_COVERAGE_PREMIUM_EVIDENCE,,,,1,1,0,0,0,60.3,0.312124,25.0,13.0,12.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,2,2,0,0,0,67.665,0.089149,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,71.58,,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,1,1,1,1,0,64.91,0.126975,2.0,2.0,0.0,0.0
by_bucket_and_final_recommendation,BLOCKED,,WATCH,,,1,1,0,0,0,60.3,0.312124,25.0,13.0,12.0,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,2,2,0,0,0,67.665,0.089149,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,WATCH,,MODEL_ONLY,,,1,0,0,0,0,71.58,,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,1,1,1,1,0,64.91,0.126975,2.0,2.0,0.0,0.0
by_bucket_and_execution_verdict,BLOCKED,,,WATCH,,1,1,0,0,0,60.3,0.312124,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,2,2,0,0,0,67.665,0.089149,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,WATCH,,,WATCH,,1,0,0,0,0,71.58,,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,1,1,1,1,0,64.91,0.126975,2.0,2.0,0.0,0.0
by_bucket_and_best_evidence_tier,BLOCKED,,,,PREMIUM_EVIDENCE,1,1,0,0,0,60.3,0.312124,25.0,13.0,12.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,2,2,0,0,0,67.665,0.089149,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,WATCH,,,,,1,0,0,0,0,71.58,,0.0,0.0,0.0,0.0
