target_date,generated_at,self_heal_status,promotion_rows_reviewed,promoted_rows,blocked_rows,quarantine_rows,board_rows_written,reason,auto_apply,production_change
2026-08-12,2026-08-12T19:12:58+01:00,NO_ACTION,0,0,0,0,0,daily board already has rows,NO,NO
