summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,15.0,15.0,15.0,0.637,0.636,1.0,149.0,0.0,2026-05-13T13:57:58.594118+00:00,,
home_quality_flag,,,,,,,,,,FULL,13.0
home_quality_flag,,,,,,,,,,PARTIAL,2.0
away_quality_flag,,,,,,,,,,PARTIAL,8.0
away_quality_flag,,,,,,,,,,FULL,7.0
