shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,league_coverage_class,league_data_reliability_score,league_coverage_rich_flag,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_stats_reliability_multiplier,league_coverage_uncertainty_penalty,league_coverage_source_status,league_coverage_note,recent_stats_quality_flag,recent_stats_process_score,recent_lab_context_score,home_recent_lab_trust_multiplier,away_recent_lab_trust_multiplier,home_recent_opponent_strength_avg,away_recent_opponent_strength_avg,home_recent_schedule_difficulty_score,away_recent_schedule_difficulty_score,home_recent_schedule_quality_flag,away_recent_schedule_quality_flag,recent_schedule_balance_delta,home_recent_anomaly_count_last5,away_recent_anomaly_count_last5,home_recent_clean_sample_size,away_recent_clean_sample_size,home_recent_anomaly_penalty,away_recent_anomaly_penalty,home_recent_event_coverage_flag,away_recent_event_coverage_flag,recent_sample_cleanliness_flag,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,final_execution_bucket,final_execution_reason,final_execution_bucket_order
1,TOP_CORE,TOP_CORE,2026-04-30,Norway,Eliteserien,1494732,Bodo/Glimt,Start,93.12,87.92,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8742,,,,0.7939,,,,2.83,0.78,3.61,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,PARTIAL,3.04,0.04,0.979,1.031,0.586,0.694,0.172,0.388,PARTIAL,PARTIAL,-0.108,1.0,0.0,3.0,4.0,0.35,0.0,SUPPORTED,SUPPORTED,MIXED,4.0,4.0,0.8,0.8,2.0,6.0,FULL,FULL,2.0,6.0,MEDIUM,HIGH,FULL,8.0,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-15215.58,0.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.83 | visitante 0.78,"Market edge primario: prob 0.874 | sin cuota útil, fallback modelo",Bias lado: +3.74 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=PARTIAL hSOT=4.50 aSOT=3.50 | lab_sched=PARTIAL/PARTIAL trust=0.98/1.03 clean=MIXED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=2.00 aRisk=6.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,4.0,15.0,0.5,1.0,2.375,0.375,2.125,0.875,1.0,1.75,0.875,0.75,0.5,0.0,0.375,0.75,1.0,0.875,0.75,0.375,13.5,10.5,12.0,13.0,4.5,3.5,5.0,4.5,64.0,42.5,7.0,2.5,3.25,5.25,9.0,16.25,1.0,2.25,0.333,1.75,5.0,2.75,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
2,TOP_CORE,TOP_CORE,2026-04-30,World,CONMEBOL Libertadores,1535274,Independ. Rivadavia,Deportivo La Guaira,92.81,86.91,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8035,,,,0.6579,,,,2.13,0.89,3.02,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,SPARSE,2.17,0.09,1.008,1.015,0.58,0.627,0.16,0.254,FULL,FULL,-0.047,0.0,0.0,2.0,2.0,0.05,0.05,PARTIAL,PARTIAL,CLEAN,5.0,2.0,1.0,0.4,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-14915.58,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.13 | visitante 0.89,"Market edge primario: prob 0.803 | sin cuota útil, fallback modelo",Bias lado: +2.04 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=0.0 lineups=1.0 | stats=SPARSE hSOT=5.40 aSOT=1.50 | lab_sched=FULL/FULL trust=1.01/1.01 clean=CLEAN | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,1.0,3.0,1.0,1.0,2.75,1.75,2.25,0.875,0.625,0.5,0.875,0.625,0.5,0.625,0.5,0.375,0.75,0.375,0.5,0.125,13.2,5.0,11.8,21.5,5.4,1.5,3.8,6.5,46.4,32.0,5.2,2.5,2.8,11.5,11.0,11.0,2.4,2.0,2.0,3.0,1.4,1.5,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
3,CORE_SHORTLIST,CORE,2026-04-30,World,UEFA Europa Conference League,1540880,Shakhtar Donetsk,Crystal Palace,92.07,86.17,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8638,,,,0.6027,,,,2.26,1.24,3.5,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,PARTIAL,3.04,-0.1,1.015,0.961,0.654,0.537,0.308,0.074,FULL,FULL,0.117,0.0,1.0,1.0,1.0,0.1,0.45,PARTIAL,PARTIAL,POLLUTED,3.0,5.0,0.6,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-15095.58,0.0,1.0,11.0,11.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.26 | visitante 1.24,"Market edge primario: prob 0.864 | sin cuota útil, fallback modelo",Bias lado: +1.67 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=PARTIAL hSOT=6.00 aSOT=4.40 | lab_sched=FULL/FULL trust=1.01/0.96 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,6.0,10.0,0.5,0.0,2.125,1.5,2.125,1.125,1.0,0.875,1.0,0.625,0.375,0.5,0.625,0.5,0.875,0.625,0.875,0.625,16.667,12.0,7.333,9.8,6.0,4.4,2.667,3.6,62.0,45.4,4.0,3.6,4.667,4.4,11.667,14.0,2.0,1.8,3.0,1.6,5.0,1.8,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
4,CORE_SHORTLIST,CORE,2026-04-30,World,CONMEBOL Libertadores,1535267,Bolívar,Fluminense,92.01,86.11,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,OVER_2_5,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9103,,,,0.7654,,,,2.38,1.65,4.03,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,PARTIAL,3.42,0.08,1.016,1.005,0.63,0.595,0.26,0.19,FULL,PARTIAL,0.035,0.0,0.0,2.0,1.0,0.05,0.1,PARTIAL,PARTIAL,CLEAN,4.0,5.0,0.8,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-14915.58,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.38 | visitante 1.65,"Market edge primario: prob 0.910 | sin cuota útil, fallback modelo",Bias lado: +1.13 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=0.0 lineups=1.0 | stats=PARTIAL hSOT=8.50 aSOT=6.40 | lab_sched=FULL/PARTIAL trust=1.02/1.00 clean=CLEAN | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,2.0,4.0,1.0,1.0,1.625,1.5,2.375,1.375,1.25,1.125,0.875,0.75,0.25,0.25,0.625,0.75,0.875,0.75,0.625,0.625,21.0,17.4,7.25,9.0,8.5,6.4,2.75,4.2,71.75,61.8,6.75,4.2,2.25,2.4,10.75,11.8,1.75,1.8,2.25,1.5,4.5,3.4,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
5,CORE_SHORTLIST,CORE,2026-04-30,World,CONMEBOL Libertadores,1535272,Estudiantes L.P.,Flamengo,91.85,85.95,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,OVER_2_5,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9103,,,,0.7656,,,,1.75,2.28,4.03,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.16,1.017,1.024,0.635,0.711,0.27,0.422,FULL,PARTIAL,-0.076,0.0,0.0,2.0,1.0,0.05,0.1,PARTIAL,PARTIAL,CLEAN,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-16205.58,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.75 | visitante 2.28,"Market edge primario: prob 0.910 | sin cuota útil, fallback modelo",Bias lado: -1.04 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=0.0 lineups=1.0 | stats=FULL hSOT=4.40 aSOT=8.60 | lab_sched=FULL/PARTIAL trust=1.02/1.02 clean=CLEAN | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,2.0,1.0,1.0,1.0,2.125,2.625,1.625,2.375,0.625,0.875,0.75,0.875,0.375,0.375,0.5,0.5,0.625,1.0,0.5,0.75,13.4,18.0,11.0,12.6,4.4,8.6,3.0,4.0,50.4,52.2,3.2,3.8,4.2,4.0,13.4,11.6,3.4,2.0,1.2,1.2,3.2,4.4,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
6,WATCHLIST,WATCH,2026-04-30,World,CONMEBOL Libertadores,1535266,Barcelona SC,U. Catolica,91.15,85.25,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8973,,,,0.5422,,,,1.56,2.3,3.86,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.01,0.995,1.007,0.532,0.576,0.064,0.152,FULL,FULL,-0.044,0.0,0.0,1.0,2.0,0.1,0.05,PARTIAL,PARTIAL,CLEAN,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-16235.58,0.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,1.0,0.0,0.22,0.22,0.45,0.04,0.233,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.56 | visitante 2.30,"Market edge primario: prob 0.897 | sin cuota útil, fallback modelo",Bias lado: -1.00 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=0.0 lineups=1.0 | stats=FULL hSOT=6.00 aSOT=4.60 | lab_sched=FULL/FULL trust=0.99/1.01 clean=CLEAN | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=GOALKEEPER_UNKNOWN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.23,4.0,1.0,1.0,1.0,1.375,1.5,1.125,2.125,1.375,1.5,0.75,0.75,0.125,0.0,0.625,0.75,0.875,0.75,0.5,0.75,12.2,9.8,12.2,11.8,6.0,4.6,5.4,4.6,51.0,49.0,6.0,4.8,4.2,3.8,12.8,12.2,2.0,4.4,1.4,3.2,2.8,1.6,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
7,WATCHLIST,WATCH,2026-04-30,World,UEFA Europa Conference League,1540879,Rayo Vallecano,Strasbourg,88.0,82.1,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8721,,,,0.4933,,,,1.54,2.04,3.58,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.05,1.014,0.998,0.62,0.766,0.24,0.532,FULL,PARTIAL,-0.146,0.0,1.0,2.0,1.0,0.05,0.45,PARTIAL,PARTIAL,MIXED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-15095.58,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.54 | visitante 2.04,"Market edge primario: prob 0.872 | sin cuota útil, fallback modelo",Bias lado: -0.69 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=5.20 aSOT=3.40 | lab_sched=FULL/PARTIAL trust=1.01/1.00 clean=MIXED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,5.0,1.0,1.0,1.0,1.25,1.625,1.125,1.75,1.375,1.625,0.625,0.625,0.375,0.125,0.25,0.5,0.5,1.0,0.5,0.625,15.6,11.2,14.4,13.8,5.2,3.4,5.4,5.0,49.2,61.6,4.4,4.0,6.2,7.8,13.8,11.0,3.2,2.2,2.0,2.6,3.6,2.2,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
8,WATCHLIST,WATCH,2026-04-30,World,CONMEBOL Libertadores,1535280,Universitario,Club Nacional,86.92,81.02,HIGH,2-2 / 2-1 / 1-2,OVER_1_5,UNDER_3_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8702,,,,0.5243,,,,1.67,1.89,3.56,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,SPARSE,2.66,0.26,1.034,1.032,0.741,0.73,0.482,0.46,FULL,FULL,0.011,0.0,0.0,2.0,2.0,0.05,0.05,PARTIAL,PARTIAL,CLEAN,5.0,2.0,1.0,0.4,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-16115.58,0.0,1.0,11.0,11.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.67 | visitante 1.89,"Market edge primario: prob 0.870 | sin cuota útil, fallback modelo",Bias lado: -0.43 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=0.0 lineups=1.0 | stats=SPARSE hSOT=3.60 aSOT=4.50 | lab_sched=FULL/FULL trust=1.03/1.03 clean=CLEAN | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,3.0,4.0,1.0,1.0,1.375,1.625,1.125,2.0,0.875,1.5,0.625,0.875,0.5,0.125,0.375,0.75,0.625,0.875,0.375,0.75,14.4,10.0,9.0,11.5,3.6,4.5,3.2,5.5,54.4,37.0,5.6,6.5,2.0,6.5,13.8,9.5,1.25,2.5,2.0,0.5,3.0,2.0,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
9,WATCHLIST,WATCH,2026-04-30,World,CONMEBOL Libertadores,1535268,Cerro Porteno,Palmeiras,86.2,80.5,HIGH,2-2 / 2-1 / 1-2,OVER_1_5,UNDER_3_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8461,,,,0.5719,,,,1.58,1.76,3.34,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.14,1.023,1.013,0.677,0.644,0.354,0.288,FULL,PARTIAL,0.033,0.0,0.0,2.0,1.0,0.05,0.1,PARTIAL,PARTIAL,CLEAN,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-16205.58,0.0,1.0,11.0,11.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.58 | visitante 1.76,"Market edge primario: prob 0.846 | sin cuota útil, fallback modelo",Bias lado: -0.37 | tie=nan | hint=OVER_OR_BTTS_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=0.0 lineups=1.0 | stats=FULL hSOT=4.00 aSOT=4.20 | lab_sched=FULL/PARTIAL trust=1.02/1.01 clean=CLEAN | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,2.0,1.0,1.0,1.0,2.125,2.5,1.625,1.5,0.75,0.5,0.75,0.875,0.5,0.5,0.375,0.5,0.625,0.625,0.375,0.5,11.8,17.4,9.8,9.4,4.0,4.2,2.8,2.6,52.8,58.6,5.8,8.6,3.6,3.4,9.8,12.2,2.5,1.4,2.0,1.75,3.0,6.6,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
10,WATCHLIST,WATCH,2026-04-30,World,CONMEBOL Sudamericana,1535176,Cienciano,Atletico-MG,86.04,80.84,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.894,,,,0.5786,,,,2.37,1.45,3.82,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.01,1.025,0.978,0.69,0.674,0.38,0.348,FULL,PARTIAL,0.016,0.0,1.0,2.0,0.0,0.05,0.5,PARTIAL,PARTIAL,POLLUTED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-16205.58,0.0,1.0,11.0,11.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.37 | visitante 1.45,"Market edge primario: prob 0.894 | sin cuota útil, fallback modelo",Bias lado: +1.43 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=0.0 lineups=1.0 | stats=FULL hSOT=5.20 aSOT=6.00 | lab_sched=FULL/PARTIAL trust=1.02/0.98 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,1.0,4.0,1.0,1.0,2.125,1.5,1.875,1.375,1.0,1.5,0.875,0.625,0.25,0.125,0.625,0.5,0.875,0.875,0.625,0.75,14.8,16.0,9.2,8.4,5.2,6.0,3.6,3.2,50.6,60.8,7.2,7.2,2.4,1.8,11.6,11.8,1.4,1.6,1.8,1.0,2.0,5.0,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
