target_date,fixture_id,league,home_team,away_team,market_primary,competition_calibrated_prob,accuracy_confidence_score,accuracy_primary_risk,fixture_datetime,minutes_to_kickoff,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,data_gap_flags,execution_family_status,prelock_retained,prelock_decision,prelock_decision_reason,exclusion_reason,decision_state,decision_reason,next_action
2026-05-30,1494185,Allsvenskan,AIK Stockholm,Sirius,OVER_2_5,0.830325,142.542,FAILURE_MODE_LOW_CONVERSION,2026-05-30T14:00+01:00,9.34,EXECUTABLE,YES,NONE,NO,,ODDS_MISSING;LINEUPS_MISSING,PRELOCK_CONFIRMED,YES,PRELOCK_NO_CHANGE,no explicit pre-lock contradiction detected,PRELOCK_NO_CHANGE,EXECUTABLE,Pick retained in PRELOCK output with no blocking prelock decision.,EXECUTE_GOVERNED_PICK
2026-05-30,1492281,Serie A,Bahia,Botafogo,OVER_2_5,0.838925,137.999,FAILURE_MODE_LOW_CONVERSION,2026-05-30T21:30+01:00,459.34,WAIT,NO,OUTSIDE_PRELOCK_WINDOW,YES,2026-05-30T20:00+01:00,,WAITING_FOR_WINDOW,NO,,,OUTSIDE_90_MIN_PRELOCK_WINDOW,WAITING_FOR_PRELOCK_WINDOW,Candidate is outside the configured prelock window.,WAIT_UNTIL_2026-05-30T20:00+01:00
2026-05-30,1544371,UEFA Champions League,Paris Saint Germain,Arsenal,OVER_1_5,0.8009,118.005,FAILURE_MODE_LOW_CONVERSION,2026-05-30T17:00+01:00,189.34,WAIT,NO,OUTSIDE_PRELOCK_WINDOW,YES,2026-05-30T16:00+01:00,,WAITING_FOR_WINDOW,NO,,,OUTSIDE_90_MIN_PRELOCK_WINDOW,WAITING_FOR_PRELOCK_WINDOW,Candidate is outside the configured prelock window.,WAIT_UNTIL_2026-05-30T16:00+01:00
