target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,fixture_datetime,minutes_to_kickoff,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,data_gap_flags,execution_family_status,decision_source,prelock_retained,prelock_decision,prelock_decision_reason,exclusion_reason,prelock_lineup_state,prelock_odds_state,prelock_availability_state
2026-05-30,2026-05-30T17:37:24+01:00,1494185,Allsvenskan,AIK Stockholm,Sirius,OVER_2_5,2026-05-30T14:00+01:00,-217.41,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,,EXPIRED,vsigma_today_competition_top.csv,YES,PRELOCK_NO_CHANGE,no explicit pre-lock contradiction detected,PRELOCK_NO_CHANGE,LINEUPS_NOT_AVAILABLE,ODDS_NOT_AVAILABLE,AVAILABILITY_RISK_ELEVATED
2026-05-30,2026-05-30T17:37:24+01:00,1492281,Serie A,Bahia,Botafogo,OVER_2_5,2026-05-30T21:30+01:00,232.59,WAIT,NO,OUTSIDE_PRELOCK_WINDOW,YES,2026-05-30T20:00+01:00,,WAITING_FOR_WINDOW,vsigma_today_competition_top.csv,NO,,,OUTSIDE_90_MIN_PRELOCK_WINDOW,,,
2026-05-30,2026-05-30T17:37:24+01:00,1544371,UEFA Champions League,Paris Saint Germain,Arsenal,OVER_1_5,2026-05-30T17:00+01:00,-37.41,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,,EXPIRED,vsigma_today_competition_top.csv,NO,,,KICKOFF_ALREADY_PASSED,,,
