fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1494185,AIK Stockholm,Sirius,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,90.85,A_ANALIZAR_PRIMERO,
1492284,Flamengo,Coritiba,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,88.81,A_ANALIZAR_PRIMERO,
1494189,Malmo FF,Halmstad,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,85.1,A_ANALIZAR_PRIMERO,
1392223,AD Ceuta FC,Albacete,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,83.58,A_ANALIZAR_PRIMERO,
1492281,Bahia,Botafogo,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,82.02,A_ANALIZAR_PRIMERO,
1544371,Paris Saint Germain,Arsenal,,OVER_OR_BTTS_CHECK,79.46,A_ANALIZAR_PRIMERO,
1492280,Atletico Paranaense,Mirassol,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,78.05,A_ANALIZAR_PRIMERO,
1392222,Granada CF,Sporting Gijon,,OVER_OR_BTTS_CHECK,77.18,A_ANALIZAR_PRIMERO,
1494187,Gais,Kalmar FF,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,76.35,A_ANALIZAR_PRIMERO,
1494681,Molde,Sandefjord,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,76.17,A_ANALIZAR_PRIMERO,
1392225,Real Sociedad II,Cultural Leonesa,,OVER_OR_BTTS_CHECK,73.98,A_ANALIZAR_PRIMERO,
1492285,Gremio,Corinthians,,OVER_OR_BTTS_CHECK,64.94,B_ANALIZAR,
1522820,Banga,Šiauliai,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1546278,Magesi,Cape Town City,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520700,Athletic Club,Fortaleza EC,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520701,Atletico Goianiense,Goias,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520702,Avai,Criciuma,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1526842,AO Itabaiana,Volta Redonda,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1526837,Botafogo PB,Maringá,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1526844,Caxias,Ituano,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1526839,Floresta,Confiança,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495692,Gnistan,SJK,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495691,HJK Helsinki,Mariehamn,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495693,KuPS,Inter Turku,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495695,Lahti,Ilves,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495694,Turku PS,VPS,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
