date,timezone,api_fixtures,local_date_fixtures,upcoming_fixtures,filtered_rows,scored_rows,shortlist_rows,deep_rows,approved_premium_rows,approved_standard_rows,approved_rows,competition_shortlist_rows,competition_top_rows,downgraded_rows,blocked_rows,watch_rows,snapshot_dir,run_finished_at
2026-05-30,Atlantic/Canary,896,896,671,26,26,12,12,5,0,5,3,3,6,1,0,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-30,2026-05-30T12:01:53.594943+00:00
