summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,12,11,5,5,0,84.9492,0.122985,7.5833,5.4167,2.1667,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,5,5,5,5,0,90.384,0.187485,18.2,13.0,5.2,0.0
by_final_execution_bucket,BLOCKED,,,,,1,0,0,0,0,81.37,-0.002658,0.0,0.0,0.0,0.0
by_final_execution_bucket,DOWNGRADED,,,,,6,6,0,0,0,81.0167,0.090176,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,5,5,5,5,0,90.384,0.187485,18.2,13.0,5.2,0.0
by_bucket_and_governance_status,BLOCKED,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,81.37,-0.002658,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,6,6,0,0,0,81.0167,0.090176,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,5,5,5,5,0,90.384,0.187485,18.2,13.0,5.2,0.0
by_bucket_and_final_recommendation,BLOCKED,,NO_BET,,,1,0,0,0,0,81.37,-0.002658,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,6,6,0,0,0,81.0167,0.090176,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,2,2,2,2,0,88.35,0.200881,19.0,13.0,6.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,2,2,2,2,0,95.03,0.184525,19.0,13.0,6.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,1,1,1,1,0,85.16,0.166614,15.0,13.0,2.0,0.0
by_bucket_and_execution_verdict,BLOCKED,,,NO_BET,,1,0,0,0,0,81.37,-0.002658,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,6,6,0,0,0,81.0167,0.090176,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,5,5,5,5,0,90.384,0.187485,18.2,13.0,5.2,0.0
by_bucket_and_best_evidence_tier,BLOCKED,,,,,1,0,0,0,0,81.37,-0.002658,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,6,6,0,0,0,81.0167,0.090176,0.0,0.0,0.0,0.0
