comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,baseline_market,candidate_v2_market,baseline_raw_prob,candidate_v2_raw_prob,baseline_calibrated_prob,candidate_v2_calibrated_prob,baseline_confidence_score,candidate_v2_confidence_score,baseline_bucket,candidate_v2_bucket,baseline_main_reason,candidate_v2_main_reason,baseline_primary_risk,candidate_v2_primary_risk,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BOTH,1492281,Bahia vs Botafogo,Serie A,2,2,OVER_2_5,OVER_2_5,0.8218,0.8137,0.838925,0.830825,137.999,137.291,ACCURACY_CORE,ACCURACY_CORE,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-30,2026-05-30T12:02:38+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-30-20260530T120238Z
BOTH,1494185,AIK Stockholm vs Sirius,Allsvenskan,1,1,OVER_2_5,OVER_2_5,0.8132,0.8097,0.830325,0.826825,142.542,142.104,ACCURACY_CORE,ACCURACY_CORE,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-30,2026-05-30T12:02:38+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-30-20260530T120238Z
BOTH,1544371,Paris Saint Germain vs Arsenal,UEFA Champions League,3,3,OVER_1_5,OVER_1_5,0.8809,0.8771,0.8009,0.7971,118.005,117.173,ACCURACY_EXTENDED_STRONG,ACCURACY_EXTENDED_STRONG,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-30,2026-05-30T12:02:38+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-30-20260530T120238Z
