comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,candidate_v4_rank,baseline_market,candidate_v2_market,candidate_v4_market,candidate_v4_original_market,candidate_v4_firewall_decision,candidate_v4_firewall_score,candidate_v4_firewall_action,baseline_primary_risk,candidate_v2_primary_risk,candidate_v4_primary_risk,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BASELINE+CANDIDATE_V2+CANDIDATE_V4,1492281,Bahia vs Botafogo,Serie A,2,2,2.0,OVER_2_5,OVER_2_5,OVER_1_5,OVER_2_5,DEGRADE_TO_OVER_1_5,9.5,MARKET_DOWNGRADED_TO_OVER_1_5,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-30,2026-05-30T12:02:38+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-30-20260530T120238Z
BASELINE+CANDIDATE_V2+CANDIDATE_V4,1494185,AIK Stockholm vs Sirius,Allsvenskan,1,1,1.0,OVER_2_5,OVER_2_5,OVER_1_5,OVER_2_5,DEGRADE_TO_OVER_1_5,9.5,MARKET_DOWNGRADED_TO_OVER_1_5,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-30,2026-05-30T12:02:38+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-30-20260530T120238Z
BASELINE+CANDIDATE_V2,1544371,Paris Saint Germain vs Arsenal,UEFA Champions League,3,3,,OVER_1_5,OVER_1_5,,,,,,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,,2026-05-30,2026-05-30T12:02:38+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-30-20260530T120238Z
